"","extGene","wt.group","ca1a.group","GENENAME","WT","ca1a","b","qval"
"659","FAM171A2",4,4,"family with sequence similarity 171 member A2",0.489544840543866,1.77787359631217,1.21102613560209,0.0347498496749943
"660","FAM184B",4,4,"family with sequence similarity 184 member B",0.161904608455297,0.0351928842512315,-1.44191561835416,0.211362545936438
"661","FAM198B",4,4,NA,NA,NA,NA,NA
"662","FAM205B",3,6,NA,NA,NA,NA,NA
"663","FAM208B",3,4,NA,NA,NA,NA,NA
"664","FAM213B",6,4,NA,NA,NA,NA,NA
"665","FAM221B",4,4,"family with sequence similarity 221 member B",0.0442558666679503,0.780045806791976,2.62340261905171,0.0351276229568278
"666","FAM24A",1,4,"family with sequence similarity 24 member A",0,0,NA,NA
"667","FAM46B",3,4,NA,NA,NA,NA,NA
"668","FAM47B",1,4,"family with sequence similarity 47 member B",0,0,NA,NA
"669","FAM47E",4,4,"family with sequence similarity 47 member E",1.00466644803548,1.03071862668823,0.703384085497278,0.78407694398294
"670","FAM53A",1,4,"family with sequence similarity 53 member A",1.68298161307093,0.621570003577514,-1.08287975359653,0.0570691370284955
"671","FAM58A",3,4,NA,NA,NA,NA,NA
"672","FAM71F2",4,6,"family with sequence similarity 71 member F2",0.585185662436272,0.408577337298322,-0.205821874031475,0.882317351543745
"673","FAM83B",4,4,"family with sequence similarity 83 member B",5.85639116694201,10.4747386143303,0.486400103249412,0.0573527583169494
"674","FAM83G",4,4,"family with sequence similarity 83 member G",17.5750053914691,24.8332004974777,0.253320214492095,0.38107500382538
"675","FAM89A",4,4,"family with sequence similarity 89 member A",22.3023607494819,11.1862585285684,-0.751346687601972,0.0404928781561719
"676","FAM89B",4,4,"family with sequence similarity 89 member B",23.3044873990146,19.7964239099857,-0.237799643909893,0.519395276875872
"677","FANCG",6,4,"FA complementation group G",12.5671929564328,25.5600695236818,0.973513596842861,0.503067576405144
"678","FARP1",3,4,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",27.8871388077033,32.9332712326506,0.0714220964350858,0.835013030678019
"679","FASTK",6,4,"Fas activated serine/threonine kinase",44.7133759259024,27.3439871663451,-0.588974805087008,0.0131340656717133
"680","FASTKD1",6,4,"FAST kinase domains 1",32.7572961308502,23.6619497422626,-0.419839294628985,0.0832092777599951
"681","FASTKD3",6,4,"FAST kinase domains 3",12.2533759741961,12.8960454145023,-0.0365507605655428,0.949868407447863
"682","FAU",6,4,"FAU ubiquitin like and ribosomal protein S30 fusion",1076.16658474096,846.12431174627,-0.351418903584817,0.157228224007487
"683","FBXO10",1,6,"F-box protein 10",1.68214632569903,1.79872636950567,-0.027815460518525,0.970699652376712
"684","FBXO16",1,6,"F-box protein 16",2.8772140516064,4.46453210882461,0.334345223680656,0.628343364924256
"685","FBXO21",3,4,"F-box protein 21",22.3010387922764,13.4686563271198,-0.59557616974363,0.00870512723923745
"686","FBXO25",3,4,"F-box protein 25",15.8091271782562,12.7857083305674,-0.269613525046311,0.531111570350762
"687","FBXO28",3,4,"F-box protein 28",38.2709360122627,11.071862891491,-1.33008753599603,1.00564983273912e-11
"688","FBXO31",4,4,"F-box protein 31",12.4855186275709,8.04541094583179,-0.519719427923953,0.0634930378713524
"689","FBXO47",6,6,"F-box protein 47",0,0,NA,NA
"690","FBXO7",4,4,"F-box protein 7",89.9228125761747,68.3381573031569,-0.35946376159889,0.139390274895742
"691","FCAMR",6,6,"Fc fragment of IgA and IgM receptor",0.0176595809886971,0.0400110445305506,NA,NA
"692","FCGR1A",4,4,"Fc fragment of IgG receptor Ia",0,0.258530525606826,NA,NA
"693","FCRLA",1,4,"Fc receptor like A",0.19347632768767,0.2200101073377,0.00674655678959923,0.995917648842109
"694","FCRLB",4,6,"Fc receptor like B",1.04490972449086,0.52452301284466,-0.740276040313869,0.326412927826558
"695","FDPS",1,4,"farnesyl diphosphate synthase",709.31690437923,183.214216698907,-1.36952102358985,0.0087569727192051
"696","FECH",1,4,"ferrochelatase",11.3073769643654,5.07788687729878,-0.887689983361363,6.90471986429766e-05
"697","FEN1",1,4,"flap structure-specific endonuclease 1",65.9520911893962,41.0931632950396,0.25406565037371,0.93272917039414
"698","FER",6,4,"FER tyrosine kinase",11.6685605708803,4.38882548583838,-1.07865721516463,0.00664199649254953
"699","FERMT2",1,4,"fermitin family member 2",22.6779035456931,8.63451541402568,-1.06006019092867,3.94152005749898e-06
"700","FEZ1",4,4,"fasciculation and elongation protein zeta 1",0.237709207975493,0.297056862263062,0.122075704453938,0.921935385125522
"701","FGF22",4,4,"fibroblast growth factor 22",0,0,NA,NA
"702","FIBP",3,4,"FGF1 intracellular binding protein",46.1126900503281,39.7973492426531,-0.245838541932268,0.407792347490397
"703","FICD",1,4,"FIC domain containing",1.13286200958146,2.67124956166755,0.767029086208839,0.227490768569964
"704","FIGNL2",6,6,"fidgetin like 2",0,0.0050810282992331,NA,NA
"705","FIZ1",1,4,"FLT3 interacting zinc finger 1",5.1427226496025,5.21944735008372,-0.0801601999878508,0.868475092941095
"706","FKBP2",6,4,"FKBP prolyl isomerase 2",82.7899939887437,94.2233210159415,0.0201516853071091,0.961987108365164
"707","FKBP4",4,4,"FKBP prolyl isomerase 4",104.23063322103,87.3226058568139,-0.167029813507668,0.857170712401864
"708","FKBP9",1,4,"FKBP prolyl isomerase 9",72.2257312228579,45.1042859849398,-0.568289973590762,0.0147776820461784
"709","FLG",4,4,"filaggrin",0.310235403709277,0.0172348226782307,-2.41912838581506,0.0706484152526757
"710","FLI1",6,6,"Fli-1 proto-oncogene, ETS transcription factor",3.92828131093826,0.0249981407098212,-4.10892905421155,0.0248193388331753
"711","FLJ27352",3,4,NA,NA,NA,NA,NA
"712","FLJ33360",6,6,NA,NA,NA,NA,NA
"713","FLJ37035",3,4,NA,NA,NA,NA,NA
"714","FLJ37505",3,6,NA,NA,NA,NA,NA
"715","FLJ42351",4,4,"uncharacterized LOC400999",0.767816287019412,1.95326202729657,0.657238047837174,0.517609232252474
"716","FLJ44313",6,4,NA,NA,NA,NA,NA
"717","FLNA",1,4,"filamin A",256.724128910051,7.82099195943707,-3.44751534299242,1.08407274524277e-08
"718","FLOT2",6,4,"flotillin 2",107.391439209569,71.4815227639238,-0.497327666153818,0.0280225312433106
"719","FLT4",4,4,"fms related tyrosine kinase 4",0.0606291084197567,0.175397133302571,0.895060405317155,0.404601895919347
"720","FMNL2",1,4,"formin like 2",26.3215752083687,23.4390409454327,-0.203065814123919,0.477135756765912
"721","FMNL3",3,4,"formin like 3",0.525170838863417,1.56384380318213,1.18082781451316,0.188067542878077
"722","FNTA",4,4,"farnesyltransferase, CAAX box, alpha",76.4271771516993,44.0952689603394,-0.631620563345473,0.00389598583419661
"723","FOLR4",3,6,NA,NA,NA,NA,NA
"724","FOXC1",3,4,"forkhead box C1",6.35592221080679,29.3387360547818,1.44085416365919,6.36084299460579e-11
"725","FOXJ1",3,4,"forkhead box J1",0,0.0689538689819136,NA,NA
"726","FOXM1",1,4,"forkhead box M1",41.3886891290381,21.7411564920395,0.599735695211935,0.879902964234794
"727","FOXP4",3,4,"forkhead box P4",7.28553062029179,10.0158053824079,0.265460477134067,0.601157758056714
"728","FOXQ1",4,4,"forkhead box Q1",2.68890786851856,8.8893684595512,1.54446457372165,0.291251405118565
"729","FOXRED1",3,4,"FAD dependent oxidoreductase domain containing 1",22.2672284243608,26.3774798678547,0.219668634416742,0.840357397955988
"730","FPGS",4,4,"folylpolyglutamate synthase",57.3701939710699,23.5810828733301,-0.97535783582576,3.73817710161932e-06
"731","FPGT-TNNI3K",1,6,"FPGT-TNNI3K readthrough",0.975166975146742,0.865482041304502,0.253926583240019,0.900156309877751
"732","FRMD4B",3,4,"FERM domain containing 4B",12.5583771818747,22.1879479344855,0.478278953532106,0.0526578956491333
"733","FRMD5",1,4,"FERM domain containing 5",1.0087003828767,1.47407618911144,0.275392843722799,0.733374748602094
"734","FRMPD1",6,4,"FERM and PDZ domain containing 1",0.364463480700394,0.18316070951761,-0.771755138916749,0.327753989811486
"735","FRRS1",3,4,"ferric chelate reductase 1",10.2762944622553,6.29123342638696,-0.524115259846631,0.292823752641352
"736","FRS2",1,4,"fibroblast growth factor receptor substrate 2",8.93619858078585,4.72733771061032,-0.713634447194621,0.00354915388666545
"737","FRYL",6,4,"FRY like transcription coactivator",14.3466764997386,9.17300753267768,-0.532908758551446,0.0479288151859245
"738","FSCB",3,6,"fibrous sheath CABYR binding protein",0,0,NA,NA
"739","FSCN1",3,4,"fascin actin-bundling protein 1",170.105046454347,153.015536665797,0.0339749403040774,0.983453653097258
"740","FSCN3",3,4,"fascin actin-bundling protein 3",0.295122645565651,0.0777879300264353,NA,NA
"741","FSTL3",1,4,"follistatin like 3",138.219434766012,16.3215715293194,-2.22697904504121,3.53679645848558e-32
"742","FUK",1,4,NA,NA,NA,NA,NA
"743","FUNDC2P2",6,6,"FUN14 domain containing 2 pseudogene 2",0,0,NA,NA
"744","FUT7",6,6,"fucosyltransferase 7",0.0131563792462809,0.0874653726495965,NA,NA
"745","FXR1",4,4,"FMR1 autosomal homolog 1",39.2906761248114,42.9680178195478,0.0233350998039181,0.960069235967744
"746","FZD8",6,4,"frizzled class receptor 8",8.66768022661009,10.071097253756,0.0543393725573154,0.90466369378926
"747","G2E3",1,4,"G2/M-phase specific E3 ubiquitin protein ligase",11.9021398936497,9.90625990335217,-0.184311383276719,0.830374575902591
"748","GABPB1-AS1",3,4,"GABPB1 antisense RNA 1",1.57657371875046,2.79927008153682,0.481639330916647,0.352698779433584
"749","GABRA2",3,4,"gamma-aminobutyric acid type A receptor alpha2 subunit",0.820215178725216,0.47689197923595,0.584287718292386,0.875480672969986
"750","GADL1",6,4,"glutamate decarboxylase like 1",0.093569036360839,0.103620582424521,0.199514236514845,0.891699068167077
"751","GAK",4,4,"cyclin G associated kinase",24.1335095466042,22.3186630221734,-0.17368233184693,0.563770117817076
"752","GAL3ST4",4,4,"galactose-3-O-sulfotransferase 4",0.18961458800087,0.672232586567576,1.16002231840259,0.112229321965511
"753","GALK1",1,4,"galactokinase 1",6.77755191345745,17.8492990897602,0.897066738357557,0.0186066950744859
"754","GALNT15",4,6,"polypeptide N-acetylgalactosaminyltransferase 15",1.24449808516142,0.509004581701672,-0.962719249682678,0.0900662210366642
"755","GALNT18",3,4,"polypeptide N-acetylgalactosaminyltransferase 18",20.6506968750974,13.8918393406091,-0.442807271060806,0.381454349946272
"756","GALNT2",1,4,"polypeptide N-acetylgalactosaminyltransferase 2",104.244013274481,45.9919667753788,-0.911540694062808,8.32569041099171e-06
"757","GAP43",1,4,"growth associated protein 43",0,0.0275077101115753,NA,NA
"758","GAS2",3,6,"growth arrest specific 2",0.0959508628623207,0.222666274881482,1.39984665604678,0.569824304991297
"759","GATA3-AS1",3,4,"GATA3 antisense RNA 1",0,0.0656518682223013,NA,NA
"760","GATA6",4,4,"GATA binding protein 6",2.24162464975614,1.76137094260725,-0.319601963581387,0.590376076288904
"761","GBAS",4,4,NA,NA,NA,NA,NA
"762","GBP6",4,4,"guanylate binding protein family member 6",0.0540514037585746,0.186506577593728,1.08280114750729,0.255711988736798
"763","GCHFR",3,4,"GTP cyclohydrolase I feedback regulator",29.9822267454161,7.16549707818277,-1.34746695522302,0.119110102061819
"764","GCLC",3,4,"glutamate-cysteine ligase catalytic subunit",40.3887190811993,49.0206251050257,0.150615080920394,0.794655627220022
"765","GCLM",3,4,"glutamate-cysteine ligase modifier subunit",20.01117464847,21.2953050410857,0.113789333545949,0.921370308673962
"766","GDF10",3,4,"growth differentiation factor 10",0,0,NA,NA
"767","GDF15",3,4,"growth differentiation factor 15",5.16632903850158,19.2145057053507,1.2120370679012,0.00169272945065962
"768","GDPD1",4,4,"glycerophosphodiester phosphodiesterase domain containing 1",1.29316058742115,6.49760319059071,1.50829886287787,0.00140753016047932
"769","GFER",4,4,"growth factor, augmenter of liver regeneration",14.2231917650494,20.1986069975878,0.253640793437752,0.445447456816812
"770","GFOD1",6,4,"glucose-fructose oxidoreductase domain containing 1",3.94993389034552,27.3049696615316,1.83970707610586,4.63235088752171e-12
"771","GFRA1",6,6,"GDNF family receptor alpha 1",0,0.00809975511779612,NA,NA
"772","GGNBP1",4,4,"gametogenetin binding protein 1 (pseudogene)",0.0817267239432924,0.0945434761903272,NA,NA
"773","GGPS1",3,4,"geranylgeranyl diphosphate synthase 1",37.1712860933142,16.3515684863925,-0.916789377050993,1.76852666557086e-05
"774","GH1",3,4,"growth hormone 1",0,0,NA,NA
"775","GHITM",4,4,"growth hormone inducible transmembrane protein",229.362844927859,156.684509862641,-0.473643913505875,0.0425535373710968
"776","GID8",3,4,"GID complex subunit 8 homolog",21.6727334927596,25.7994933972502,0.0788343479622891,0.817918105552141
"777","GIMAP2",6,4,"GTPase, IMAP family member 2",0.512857871659735,0.994756031680914,0.596289681182235,0.498976333545082
"778","GINS3",1,4,"GINS complex subunit 3",15.5698753531583,9.61335563160513,-0.272752457523934,0.866369973230315
"779","GINS4",3,4,"GINS complex subunit 4",7.83583903571315,6.32477942498729,0.875560671251082,0.800382513608067
"780","GIT1",3,4,"GIT ArfGAP 1",40.0555974112962,23.6543758228453,-0.608829679412139,0.00528311007795092
"781","GJA3",1,4,"gap junction protein alpha 3",3.28802321595935,0.1299191164065,-3.25039468844293,6.80062771236742e-08
"782","GJA4",3,6,"gap junction protein alpha 4",0,0,NA,NA
"783","GJC2",3,4,"gap junction protein gamma 2",0.560105098279627,2.80827726868913,1.69112385967065,0.0414899988048585
"784","GKN1",6,4,"gastrokine 1",0.125584583159664,0,NA,NA
"785","GLDC",4,4,"glycine decarboxylase",9.03844865952431,0.065798294182558,-4.89203220511504,5.4095910252191e-16
"786","GLIPR1",1,6,"GLI pathogenesis related 1",28.941738194902,5.65328214940587,-1.01176631733563,0.677214455963871
"787","GLOD4",4,4,"glyoxalase domain containing 4",47.0858712532508,35.872899134493,-0.36629351394768,0.145270439359889
"788","GLP2R",4,4,"glucagon like peptide 2 receptor",0.412005426021227,0.127728782706157,-1.16242329670134,0.258732443045317
"789","GLRA1",6,6,"glycine receptor alpha 1",0.0137776933279822,0,NA,NA
"790","GLRA3",4,4,"glycine receptor alpha 3",0,0.0139296056788868,NA,NA
"791","GLS",6,4,"glutaminase",53.6850681184552,40.292522991182,-0.382063702444438,0.110955630932737
"792","GLTSCR1",4,4,NA,NA,NA,NA,NA
"793","GLYCAM1",4,6,"glycosylation dependent cell adhesion molecule 1 (pseudogene)",0,0.150668398574651,NA,NA
"794","GMPPA",3,6,"GDP-mannose pyrophosphorylase A",28.7356407395351,35.0819428258976,0.16606122835736,0.815620563751758
"795","GMPR",4,4,"guanosine monophosphate reductase",11.0763051950442,1.63017291912815,-1.19404355355092,0.622125749125005
"796","GNAT3",4,4,"G protein subunit alpha transducin 3",0,0,NA,NA
"797","GNAZ",3,4,"G protein subunit alpha z",0.94539176775502,2.13948118911377,0.725395877433606,0.187843438890724
"798","GNB4",3,4,"G protein subunit beta 4",24.4740724023116,18.3843952114975,-0.331149377961344,0.531950975949004
"799","GNG7",1,4,"G protein subunit gamma 7",0.866501677945466,0.904966113634989,0.844611258754256,0.76153579049475
"800","GNL3L",6,4,"G protein nucleolar 3 like",8.47828783766488,7.69846909160285,-0.190205154216494,0.538286056442969
"801","GOLGA3",3,4,"golgin A3",13.2562474860604,14.4784901931775,-0.00642185103765976,0.98781901962522
"802","GOLT1A",6,4,"golgi transport 1A",4.87053998090223,19.1480528960177,1.48488650387547,0.0953901124895762
"803","GPA33",3,6,"glycoprotein A33",0,0.0182131680120789,NA,NA
"804","GPATCH2",6,4,"G-patch domain containing 2",11.4953781382068,7.86678970881266,-0.47179683474887,0.17751094745802
"805","GPATCH4",4,4,"G-patch domain containing 4",49.42555640979,18.0036682835082,-0.991174589975123,0.147919080479794
"806","GPC1",1,4,"glypican 1",39.9493539080807,43.675118385163,-0.00535572868926987,0.989384969333117
"807","GPC5",4,4,"glypican 5",0.00751751874086574,0.0258473112818952,NA,NA
"808","GPD1",6,4,"glycerol-3-phosphate dehydrogenase 1",0.0850497605954925,0.870355045168562,2.17789465809846,0.00303973542408039
"809","GPHN",4,4,"gephyrin",15.7424293062925,10.2559474993598,-0.517441038671725,0.0391572671421667
"810","GPI",3,6,"glucose-6-phosphate isomerase",159.74885927102,349.756043101256,0.702609919801541,0.00228083320641459
"811","GPM6B",3,4,"glycoprotein M6B",27.1009222733936,2.71759863929679,-2.3614081824974,1.12230892435765e-13
"812","GPNMB",1,6,"glycoprotein nmb",8.78900372885469,2.10618701869028,-0.299661962173401,0.938256771845888
"813","GPR113",6,6,NA,NA,NA,NA,NA
"814","GPR115",3,6,NA,NA,NA,NA,NA
"815","GPR144",3,4,NA,NA,NA,NA,NA
"816","GPR153",6,4,"G protein-coupled receptor 153",5.47700497506779,12.3261506201382,0.746683627488971,0.0267989378377577
"817","GPR156",1,6,"G protein-coupled receptor 156",0.349334036403074,0.621494082690556,0.666227023494627,0.531950975949004
"818","GPR173",1,6,"G protein-coupled receptor 173",0.157352290934267,0.0599359337539371,-0.999697123294728,0.473990340248468
"819","GPR180",1,4,"G protein-coupled receptor 180",4.88205047288581,5.08634636494288,0.033035374077932,0.972147844900706
"820","GPR183",6,4,"G protein-coupled receptor 183",0.0182734114711596,0.0282872413968405,NA,NA
"821","GPR19",3,4,"G protein-coupled receptor 19",0.634765442906436,1.89818138915346,1.86941341880717,0.435053627760748
"822","GPR20",4,4,"G protein-coupled receptor 20",0,0,NA,NA
"823","GPR25",3,4,"G protein-coupled receptor 25",0,0,NA,NA
"824","GPR34",6,4,"G protein-coupled receptor 34",0,0,NA,NA
"825","GPR56",6,4,NA,NA,NA,NA,NA
"826","GPR88",4,6,"G protein-coupled receptor 88",0,0,NA,NA
"827","GPR98",3,4,NA,NA,NA,NA,NA
"828","GPRC5A",6,4,"G protein-coupled receptor class C group 5 member A",29.395644866721,133.608697039756,1.58679360002842,0.0411444658258795
"829","GPRC5B",1,4,"G protein-coupled receptor class C group 5 member B",0.135840369226472,10.9495608290582,4.24260570783102,2.75591848334625e-12
"830","GPS2",4,4,"G protein pathway suppressor 2",44.12868992637,31.6038661258163,-0.4316406170993,0.0942372978449306
"831","GPSM2",1,4,"G protein signaling modulator 2",48.9822691382251,14.6712953343044,-1.2870071059757,1.7012164727586e-10
"832","GPX5",4,4,"glutathione peroxidase 5",0,0,NA,NA
"833","GPX6",4,6,"glutathione peroxidase 6",0,0,NA,NA
"834","GRAMD2",4,4,NA,NA,NA,NA,NA
"835","GRAMD3",1,6,NA,NA,NA,NA,NA
"836","GRAP2",4,4,"GRB2 related adaptor protein 2",0.0637653311317773,0.281466863815677,1.20409034806992,0.271199419531763
"837","GRB10",4,6,"growth factor receptor bound protein 10",17.7214246431123,5.24153009877187,-1.29826782464417,3.61051585802117e-09
"838","GREB1L",6,4,"GREB1 like retinoic acid receptor coactivator",1.78349173369517,1.35775297381358,-0.369186900823882,0.562534201680733
"839","GRID2",1,4,"glutamate ionotropic receptor delta type subunit 2",0.0436865823054442,0.289618404880258,1.60748633707018,0.140181839936813
"840","GRIN2B",1,6,"glutamate ionotropic receptor NMDA type subunit 2B",0.0153639177148302,0.0688221235785281,1.67089048300571,0.314064264584378
"841","GRM6",3,4,"glutamate metabotropic receptor 6",0.0326191720452167,0.102149888250097,0.908778122488507,0.418401498262168
"842","GRN",1,4,"granulin precursor",180.017713104344,242.956609690699,0.285757903953593,0.68003098169737
"843","GRPEL1",6,6,"GrpE like 1, mitochondrial",79.4983171404789,71.9731209798747,-0.104711592325903,0.907285814506842
"844","GSE1",6,4,"Gse1 coiled-coil protein",10.690551642873,19.0806748305749,0.528301214655109,0.177687719580079
"845","GSTA2",4,6,"glutathione S-transferase alpha 2",0.196230594530176,0.367504323807308,0.539796188500868,0.686826639528079
"846","GSTA5",3,6,"glutathione S-transferase alpha 5",0,0.142804516500337,NA,NA
"847","GSTCD",6,4,"glutathione S-transferase C-terminal domain containing",11.3184747892141,6.74448232194697,-0.573304264363416,0.154458475025304
"848","GTDC2",6,4,NA,NA,NA,NA,NA
"849","GTF3C4",3,4,"general transcription factor IIIC subunit 4",14.1413792016545,17.2737943712682,0.120778942474351,0.726353260417131
"850","GTSF1",1,6,"gametocyte specific factor 1",0,0,NA,NA
"851","GUCY2D",3,4,"guanylate cyclase 2D, retinal",0.0866844247594733,0.00658692658375116,-2.11187561390394,0.0226035384594201
"852","GUK1",4,4,"guanylate kinase 1",535.205315754964,171.81404497121,-1.22165109837856,5.57018313194802e-07
"853","GUSBP1",1,4,"GUSB pseudogene 1",9.17737917077562,8.33824973867204,-0.196451821505418,0.768407350442168
"854","GYG1",4,4,"glycogenin 1",34.2734211719386,44.7180321543872,0.192469247398862,0.627224165997296
"855","H1F0",1,4,NA,NA,NA,NA,NA
"856","H1FX",4,4,NA,NA,NA,NA,NA
"857","H1FX-AS1",6,4,"H1FX antisense RNA 1",1.56403538627682,2.02663912125701,0.180041067368716,0.818683089676198
"858","H2AFV",1,4,NA,NA,NA,NA,NA
"859","H3F3A",1,4,NA,NA,NA,NA,NA
"860","HAUS3",6,4,"HAUS augmin like complex subunit 3",8.97809513945662,5.50395697031822,-0.570619376431169,0.0327131845604344
"861","HBD",1,6,"hemoglobin subunit delta",0,0,NA,NA
"862","HBD",1,6,"hypophosphatemic bone disease",0,0,NA,NA
"863","HDAC6",6,4,"histone deacetylase 6",19.0455697587626,24.1955570763817,0.176304485500493,0.675030286255184
"864","HDAC7",3,4,"histone deacetylase 7",30.3276019406941,29.4995439589079,-0.121734849372973,0.702691747632792
"865","HDAC9",3,6,"histone deacetylase 9",1.02839329491398,1.26748516806519,0.296228792831838,0.796189674892324
"866","HDHD2",4,4,"haloacid dehalogenase like hydrolase domain containing 2",22.3464242087937,10.1827954351723,-0.873993724439986,0.000878605502480905
"867","HECW1",3,4,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",0.222044657098508,0.040231194797884,-1.72379165790034,0.0348369342344337
"868","HERC2P10",6,6,"hect domain and RLD 2 pseudogene 10",0.225915107199103,0.217259824366046,NA,NA
"869","HFE2",1,4,NA,NA,NA,NA,NA
"870","HIF3A",1,4,"hypoxia inducible factor 3 subunit alpha",0.19193212353883,0.318750545929366,0.426683778912665,0.674927412631544
"871","HILPDA",4,4,"hypoxia inducible lipid droplet associated",8.67112619160261,28.6742902761225,1.17283928969626,0.0237681328038639
"872","HIP1",1,4,"huntingtin interacting protein 1",10.4819938629901,4.21834885049347,-0.93809452291028,0.0370171236672118
"873","HIP1R",3,4,"huntingtin interacting protein 1 related",16.2877471763529,17.0682226304325,-0.0316309911673942,0.9410306424479
"874","HIRIP3",6,4,"HIRA interacting protein 3",12.1737938069968,9.59503262387279,-0.310104364524173,0.398772451064841
"875","HIST1H1E",4,4,NA,NA,NA,NA,NA
"876","HIST1H1T",1,6,NA,NA,NA,NA,NA
"877","HIST1H2BF",1,4,NA,NA,NA,NA,NA
"878","HIST1H3C",6,4,NA,NA,NA,NA,NA
"879","HIST1H3G",6,4,NA,NA,NA,NA,NA
"880","HIST1H3I",6,6,NA,NA,NA,NA,NA
"881","HIST1H3J",6,6,NA,NA,NA,NA,NA
"882","HIST1H4A",1,6,NA,NA,NA,NA,NA
"883","HIST1H4C",3,4,NA,NA,NA,NA,NA
"884","HIST1H4E",4,4,NA,NA,NA,NA,NA
"885","HIST1H4F",1,6,NA,NA,NA,NA,NA
"886","HIST1H4K",1,6,NA,NA,NA,NA,NA
"887","HIST1H4L",3,6,NA,NA,NA,NA,NA
"888","HIST2H2AB",6,6,NA,NA,NA,NA,NA
"889","HIST2H2AC",3,4,NA,NA,NA,NA,NA
"890","HIST2H2BE",6,4,NA,NA,NA,NA,NA
"891","HLA-DMA",4,4,"major histocompatibility complex, class II, DM alpha",3.01659331612745,9.62068866101757,1.16631867478261,0.0524537553748269
"892","HLA-DOA",1,4,"major histocompatibility complex, class II, DO alpha",0.0967268742285315,0.20007014166059,NA,NA
"893","HMGCR",3,4,"3-hydroxy-3-methylglutaryl-CoA reductase",97.4498372362729,33.9465888931125,-1.14903640595925,5.28877547526174e-09
"894","HMGN1",3,4,"high mobility group nucleosome binding domain 1",317.025769468445,211.122443771593,-0.477737443656444,0.163310095888697
"895","HMGN5",3,6,"high mobility group nucleosome binding domain 5",19.3294203852527,4.18278727376401,-1.53468245055626,0.00507937067324715
"896","HNRNPA1",1,4,"heterogeneous nuclear ribonucleoprotein A1",1426.61189969989,1667.80468233843,0.102951353363742,0.867174686802402
"897","HNRNPC",1,6,"heterogeneous nuclear ribonucleoprotein C",625.91112022928,405.915497132874,-0.528757246289156,0.0397187155175095
"898","HNRNPH2",3,4,"heterogeneous nuclear ribonucleoprotein H2",51.4786537814842,36.3468164251872,-0.442942783009118,0.078616791403894
"899","HOMEZ",1,4,"homeobox and leucine zipper encoding",6.17955077672282,6.24937254647196,-0.0650906084308651,0.891983044617102
"900","HOTAIRM1",6,4,"HOXA transcript antisense RNA, myeloid-specific 1",19.161730162381,31.1292603037136,0.434425437979713,0.355602596744027
"901","HOXA9",6,4,"homeobox A9",10.9359061014763,10.6297338005734,-0.124441638336838,0.791883909651105
"902","HOXB-AS3",4,4,"HOXB cluster antisense RNA 3",0,0,NA,NA
"903","HOXB5",6,4,"homeobox B5",0.0731863629834735,0.0150465165027257,NA,NA
"904","HP1BP3",1,4,"heterochromatin protein 1 binding protein 3",124.831461297168,112.552095642331,-0.18729445762144,0.524173899271446
"905","HPS1",6,4,"HPS1 biogenesis of lysosomal organelles complex 3 subunit 1",24.3737548800741,16.9582554754714,-0.429611307987828,0.192960459507731
"906","HPYR1",4,6,"Helicobacter pylori responsive 1",0,0,NA,NA
"907","HRG",6,6,"histidine rich glycoprotein",0.0689508241503395,0.383020899636402,2.05671426732083,0.251458051092718
"908","HRH4",6,6,"histamine receptor H4",0.265858485077356,0.199878625681803,-0.36501093704256,0.716357390223424
"909","HS3ST5",4,6,"heparan sulfate-glucosamine 3-sulfotransferase 5",0,0.00965642626815807,NA,NA
"910","HSD11B1",4,6,"hydroxysteroid 11-beta dehydrogenase 1",0.225059751246446,0.206937919647109,0.796077676459625,0.792967629788595
"911","HSD11B1L",3,4,"hydroxysteroid 11-beta dehydrogenase 1 like",6.3684743699023,4.77369880131813,-0.129602567147562,0.931576149262258
"912","HSD17B11",4,4,"hydroxysteroid 17-beta dehydrogenase 11",14.1737660231608,1.52456876902604,-2.29394061192459,3.86899771701209e-09
"913","HSD17B13",6,6,"hydroxysteroid 17-beta dehydrogenase 13",0.215821957294222,0.390841620738957,0.480017919230749,0.636184466876598
"914","HSPA12A",3,4,"heat shock protein family A (Hsp70) member 12A",1.79538399678445,1.92299874143778,0.0176373054422068,0.979993318636729
"915","HSPA13",6,4,"heat shock protein family A (Hsp70) member 13",12.9470395614151,20.7677100552857,0.395932803550642,0.163614091968757
"916","HSPA1A",3,4,"heat shock protein family A (Hsp70) member 1A",13.6705563440895,6.27613800908166,-0.765623770952182,0.302864200793808
"917","HSPA6",6,4,"heat shock protein family A (Hsp70) member 6",0.869245389477015,0.638848367255274,-0.0744755922093276,0.967199010547287
"918","HSPB1",4,4,"heat shock protein family B (small) member 1",618.98936399569,521.216371815177,-0.215322475020623,0.726643342694797
"919","HSPB11",1,4,"heat shock protein family B (small) member 11",90.8442566069959,57.7659921736441,-0.533802140720453,0.0404782725828754
"920","HSPB8",6,4,"heat shock protein family B (small) member 8",12.0890273488095,0.368154222640814,-3.5477358287054,3.86495283646257e-15
"921","HTATSF1",6,4,"HIV-1 Tat specific factor 1",36.4540247596462,26.4090108349242,-0.407539249598896,0.0898199895419664
"922","HTR1E",3,4,"5-hydroxytryptamine receptor 1E",0,0,NA,NA
