"","extGene","wt.group","ca1a.group","GENENAME","WT","ca1a","b","qval"
"223","PIK3C3",6,4,"phosphatidylinositol 3-kinase catalytic subunit type 3",20.5908624660638,9.1564036580488,-0.879764238452582,0.0005497779212934
"224","PIP5K1A",6,4,"phosphatidylinositol-4-phosphate 5-kinase type 1 alpha",64.2941438603993,30.6999513996756,-0.833126861176751,5.08530826774476e-05
"225","PITPNA",4,4,"phosphatidylinositol transfer protein alpha",60.5166976586279,36.7907950521619,-0.58871793916357,0.0123079368241122
"226","PKP2",3,4,"plakophilin 2",23.8320109979483,15.4396297445725,-0.52852540136023,0.0213504045359043
"227","PLCE1",1,4,"phospholipase C epsilon 1",0.685448224616281,0.149123977793684,-1.59286141217618,0.00863242612590621
"228","PLP2",4,4,"proteolipid protein 2",550.834706725444,210.511674986129,-1.06311364730002,1.15155915187026e-07
"229","PMM1",6,4,"phosphomannomutase 1",40.8164593725469,19.4686658246269,-0.807973434477975,0.00557371581780915
"230","POLR2A",4,4,"RNA polymerase II subunit A",46.8927607353534,19.3076516328184,-0.982066224040392,1.01577978767427e-06
"231","POLR3B",6,4,"RNA polymerase III subunit B",10.8631233962311,4.82829577314337,-0.895372715934966,0.000746434017203898
"232","PPFIA2",1,4,"PTPRF interacting protein alpha 2",0.315824639552721,0,-4.05567110021729,4.62167348913954e-09
"233","PPP1CA",4,4,"protein phosphatase 1 catalytic subunit alpha",189.122315790179,100.19482233002,-0.722592771023697,0.000590302897857936
"234","PPP2CB",6,4,"protein phosphatase 2 catalytic subunit beta",85.4551478908505,51.447476739713,-0.605382479632439,0.00536088860766856
"235","PRCC",6,4,"proline rich mitotic checkpoint control factor",75.217824953712,31.9641029686619,-0.950768151739106,3.28994242765344e-06
"236","PRKAB2",1,4,"protein kinase AMP-activated non-catalytic subunit beta 2",24.0392968038129,9.38900845596909,-0.94798525452839,0.0775027568810136
"237","PSEN1",1,4,"presenilin 1",29.6223190008677,20.4904049861438,-0.440800936293169,0.0948204132760876
"238","PSMB5",4,4,"proteasome 20S subunit beta 5",267.81796213522,165.185493013534,-0.570549508618864,0.00970421322113321
"239","PSMD6",3,4,"proteasome 26S subunit, non-ATPase 6",106.625028338797,67.9780380996212,-0.531110697585221,0.040323201492138
"240","PTGER2",3,4,"prostaglandin E receptor 2",0.613708297760883,0.0419924136086465,-2.52083068675491,0.00299229948090494
"241","PTGFR",1,4,"prostaglandin F receptor",0.185018569523256,0.0406663677924498,-1.53080988372165,0.0685676056323274
"242","PTMS",4,4,"parathymosin",311.03452180365,139.667287537479,-0.858966483063728,0.0280336086942617
"243","PTPN14",6,4,"protein tyrosine phosphatase non-receptor type 14",43.5228938230395,7.83355516155484,-1.57318668019834,0.087546260242993
"244","PUF60",3,4,"poly(U) binding splicing factor 60",169.507514820804,75.5244621935765,-0.865644043159678,0.0201404357229796
"245","RAB11FIP2",6,4,"RAB11 family interacting protein 2",7.99342353307877,3.66145536736827,-0.83664023238371,0.0113837558839087
"246","RAMP1",4,4,"receptor activity modifying protein 1",34.9429866490333,0.161436269494765,-5.29537833470103,1.67444031078859e-15
"247","RANBP10",4,4,"RAN binding protein 10",10.9708525965839,5.96150336607951,-0.679545402641661,0.00863547154428282
"248","RDX",3,4,"radixin",57.4082608124292,37.0869815887804,-0.530588853269293,0.0170946397139741
"249","RHOG",4,4,"ras homolog family member G",46.6273856349054,30.9816000961924,-0.495346498342337,0.0624404682993416
"250","RIC8A",4,4,"RIC8 guanine nucleotide exchange factor A",70.0038171797726,35.4414618874959,-0.750987731354992,0.0127336213911304
"251","RIPK1",1,6,"receptor interacting serine/threonine kinase 1",11.3792834550927,7.81378079836323,-0.471321558849357,0.0948057193914639
"252","RNF138",3,4,"ring finger protein 138",17.1094755801185,6.76079067638223,-1.01349239128758,4.77676111344845e-05
"253","RNF182",3,4,"ring finger protein 182",0.88583642126643,0.305122935167181,-1.1441675539014,0.0881367661434839
"254","RNF32",6,4,"ring finger protein 32",3.31380848337708,1.41872008536976,-0.932064230307085,0.0879647651076743
"255","RNPEP",3,4,"arginyl aminopeptidase",183.301101908073,65.8757558079619,-1.11613714013338,1.93934506660139e-08
"256","ROS1",3,6,"ROS proto-oncogene 1, receptor tyrosine kinase",38.0663538580881,11.3952139004788,-1.23209783135922,0.00468515040203564
"257","RPP25",6,6,"ribonuclease P and MRP subunit p25",1.88419336443498,0.0212414840157909,-4.02723001105901,0.00626955146704677
"258","RPRD1A",4,4,"regulation of nuclear pre-mRNA domain containing 1A",52.7333572727927,26.6928783997579,-0.774350780864619,0.000227995143703212
"259","RPS19BP1",4,4,"ribosomal protein S19 binding protein 1",115.994637489839,52.5475805052221,-0.851376275416636,0.0309154744882688
"260","RPS6KA3",6,6,"ribosomal protein S6 kinase A3",15.9650312111041,9.06641018070399,-0.650259457942971,0.00274961283659603
"261","RRAS2",4,4,"RAS related 2",62.0371276002361,27.8998187901711,-0.895207106210668,1.58521576768922e-05
"262","S100A11",4,4,"S100 calcium binding protein A11",1814.01335752695,1120.86882939296,-0.573451229421081,0.0337180160839454
"263","SCCPDH",1,4,"saccharopine dehydrogenase (putative)",38.7664215944494,10.6865421196242,-1.3621961152327,4.82742328991758e-08
"264","SCRIB",1,4,"scribble planar cell polarity protein",39.2772215667687,21.3866717937932,-0.690887927199044,0.00112765113969173
"265","SEC24B",3,4,"SEC24 homolog B, COPII coat complex component",25.7901960537155,16.604413575169,-0.534894183148851,0.0178887648929165
"266","SENP3-EIF4A1",4,6,"SENP3-EIF4A1 readthrough (NMD candidate)",960.488441289157,639.157603880246,-0.491160548210779,0.0552982506927822
"267","SERPINB5",6,6,"serpin family B member 5",359.471348134267,87.1170796702698,-1.51382437165389,5.93866942885899e-15
"268","SERPING1",3,4,"serpin family G member 1",1.33785846350776,0,-4.55730382632681,1.78445722714654e-13
"269","SF1",3,4,"splicing factor 1",124.935287560975,85.7655080204227,-0.458346672665404,0.0478785809888116
"270","SF3B5",1,4,"splicing factor 3b subunit 5",205.143173023208,135.114123676452,-0.52029006977173,0.021424142820202
"271","SGK3",3,4,"serum/glucocorticoid regulated kinase family member 3",4.96457779123816,0.434797451098475,-2.50009866154895,9.92283085511655e-06
"272","SH3BP5L",1,4,"SH3 binding domain protein 5 like",34.6657152272281,13.4781860302425,-1.03921447155972,8.02772714153081e-07
"273","SIPA1",4,4,"signal-induced proliferation-associated 1",5.60833509511484,1.1061661538754,-1.68793074755318,1.83820297651956e-05
"274","SIPA1L2",4,6,"signal induced proliferation associated 1 like 2",4.95719111188776,2.61982805421559,-0.719249382668698,0.0333811529164856
"275","SLAIN2",6,4,"SLAIN motif family member 2",18.2854143228463,9.6683304539512,-0.731404735007827,0.00137168036976904
"276","SLC16A2",4,4,"solute carrier family 16 member 2",22.1931319435151,2.37261970984861,-2.31776506482336,6.95497945708933e-20
"277","SLC18B1",6,4,"solute carrier family 18 member B1",27.1176864273258,13.717355034316,-0.777250020718251,0.00440596875807904
"278","SLC27A3",6,4,"solute carrier family 27 member 3",33.3072073605958,6.37362093064406,-1.67194439781722,0.000167577402128353
"279","SLC36A4",6,4,"solute carrier family 36 member 4",22.4066330067802,6.50097066099637,-1.28161958989957,0.00145775335893051
"280","SLC39A14",3,4,"solute carrier family 39 member 14",50.7467249191279,30.4142738994336,-0.576670497768088,0.0945956711063034
"281","SLC4A2",6,4,"solute carrier family 4 member 2",63.1777838435719,18.1013747469883,-1.34119985609916,4.97780553963673e-12
"282","SLCO2A1",1,4,"solute carrier organic anion transporter family member 2A1",0.705671053346267,0.0408989280313986,-2.60849610497564,0.000695163664478958
"283","SLFN13",1,4,"schlafen family member 13",7.56261745799776,0.0591097473761968,-4.71382010231169,2.87184511488752e-11
"284","SMAD1",4,4,"SMAD family member 1",15.6359902507656,7.25268222188101,-0.862411720999004,0.00127638847533803
"285","SMARCD1",6,4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",33.1526119994285,21.3628596978436,-0.531634750783201,0.0200896081096185
"286","SNAI2",6,6,"snail family transcriptional repressor 2",41.4077934548593,4.07059562280793,-2.41493222241172,1.73741173768995e-21
"287","SNAPC2",4,4,"small nuclear RNA activating complex polypeptide 2",19.3365203384796,10.0210631043285,-0.740577432391426,0.0252542150804653
"288","SNAPIN",4,4,"SNAP associated protein",55.3514334829324,29.5798864427885,-0.728265376436594,0.00571321251475016
"289","SNRK",4,4,"SNF related kinase",8.59433380604167,5.55227711994918,-0.532732552439751,0.0558646613950526
"290","SP3",4,4,"Sp3 transcription factor",26.2944857925125,16.5535762653441,-0.552617442976931,0.0123902164470778
"291","SP5",1,4,"Sp5 transcription factor",0.434329197681538,0.0256921825497189,-2.77989996471854,0.00219466540680353
"292","SRP72",3,4,"signal recognition particle 72",94.7698894940254,56.3480653273215,-0.607303200564623,0.00535997370543153
"293","SS18",6,4,"SS18 subunit of BAF chromatin remodeling complex",47.4830463440525,21.5040713272323,-0.887557224391057,1.58521576768922e-05
"294","ST6GAL2",3,4,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2",0.361036123026888,0.0862172876474611,-1.60671335272426,0.0411275543624713
"295","ST7",4,4,"suppression of tumorigenicity 7",17.697279777787,5.68788717050804,-1.2234138414045,2.90810578615183e-05
"296","STAG1",6,4,"stromal antigen 1",14.9419920125558,9.76109390586642,-0.503207688913708,0.0629725591803601
"297","STX10",4,4,"syntaxin 10",57.0774672599978,39.4252435405416,-0.466182352805349,0.0643704740779973
"298","SVEP1",6,4,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",6.86104224395255,0.0961021632596792,-4.34844437472911,2.74043784303264e-21
"299","SYDE1",3,4,"synapse defective Rho GTPase homolog 1",8.58636480629805,1.35662964588699,-1.84168142810792,0.000923018624799026
"300","SYK",6,4,"spleen associated tyrosine kinase",4.30499362900838,0.703223421053628,-1.8155338212207,0.000291360725304452
"301","SYNCRIP",6,4,"synaptotagmin binding cytoplasmic RNA interacting protein",132.263929113581,61.9390314445014,-0.807556958081161,0.0457833849584044
"302","TAF4B",4,6,"TATA-box binding protein associated factor 4b",6.01782489936186,2.37840450122718,-1.02194477275412,0.00135915652925506
"303","TAF5L",3,4,"TATA-box binding protein associated factor 5 like",34.5841933937365,11.8335835869038,-1.14867501646679,7.36448696338547e-07
"304","TARBP1",4,4,"TAR (HIV-1) RNA binding protein 1",25.565021154663,17.7383048310779,-0.455175243006333,0.0489179112875977
"305","TBX3",6,4,"T-box transcription factor 3",5.23132530026433,1.81377409880224,-1.15207947738312,0.000630663944079507
"306","TCN2",6,4,"transcobalamin 2",1.68995002935048,0.102416719782331,-2.87374942058855,2.92571982364327e-05
"307","TDRD5",6,4,"tudor domain containing 5",3.88097061413934,0,-6.27621114991979,1.36956931558514e-30
"308","TEAD4",3,4,"TEA domain transcription factor 4",23.9359133989617,11.3656886263971,-0.813415905821825,0.00882574638908302
"309","TGFB1I1",1,4,"transforming growth factor beta 1 induced transcript 1",18.122046116589,5.79297711189727,-1.21447499373873,0.000105947488036483
"310","TGFBI",1,4,"transforming growth factor beta induced",1253.31299920866,51.4354516225413,-3.07934321371005,8.82019783359876e-05
"311","TGFBRAP1",1,4,"transforming growth factor beta receptor associated protein 1",19.9328198456778,14.0657248007885,-0.442985611108232,0.0948458923060162
"312","THAP4",4,4,"THAP domain containing 4",57.1057888871785,35.6461492703594,-0.552471911363645,0.0441812932628483
"313","THOC7",1,4,"THO complex 7",133.33830872624,91.9426919839353,-0.47192436010728,0.0427110802129992
"314","TLL1",3,4,"tolloid like 1",3.25895817343334,0.0492477467310532,-4.25586721064895,2.6852823580086e-15
"315","TM2D2",1,4,"TM2 domain containing 2",18.5757956212048,10.6889674254682,-0.647870884352118,0.00851244425318023
"316","TMEM164",6,4,"transmembrane protein 164",27.9432606776102,10.6923891437083,-1.03161439088751,9.19698465577054e-06
"317","TMEM237",3,4,"transmembrane protein 237",35.072373339111,19.2432841288154,-0.673185148918606,0.014422260547598
"318","TMEM248",4,4,"transmembrane protein 248",38.141120171046,26.4132974903703,-0.462629494893682,0.0433521918196614
"319","TOMM20",1,4,"translocase of outer mitochondrial membrane 20",334.970867110769,143.741340895978,-0.939596668514705,1.13782437419144e-05
"320","TOP2B",6,4,"DNA topoisomerase II beta",45.2190144335722,29.6500733367426,-0.503295315473557,0.0311777253241073
"321","TRIM11",3,4,"tripartite motif containing 11",31.376706541123,17.8258428819857,-0.645942623999297,0.00535040953644075
"322","TRIM26",6,4,"tripartite motif containing 26",27.6769445978709,18.1455741881146,-0.5128742790624,0.0287512247961552
"323","TSHZ1",4,4,"teashirt zinc finger homeobox 1",8.97794979140688,2.95315912960037,-1.20470503561167,1.03861717036624e-05
"324","TWIST2",1,4,"twist family bHLH transcription factor 2",15.7403004564963,1.19286886180111,-2.63691346524684,1.34823261106038e-09
"325","UBC",6,4,"ubiquitin C",584.646625806166,360.001263707755,-0.559683169146062,0.0349845899765922
"326","UBE2B",1,4,"ubiquitin conjugating enzyme E2 B",48.7394355982664,30.1317251507136,-0.568672354958884,0.010445118005446
"327","UBE2E3",4,4,"ubiquitin conjugating enzyme E2 E3",94.9848261723392,61.0128135489612,-0.540912212820405,0.0158034242509381
"328","UBE2Q1",3,4,"ubiquitin conjugating enzyme E2 Q1",68.5330997465068,26.2855358788591,-1.05395649165784,1.21811325176881e-07
"329","UBQLN1",1,4,"ubiquilin 1",83.4420463770857,56.2643711155681,-0.47213359118806,0.0668220770803943
"330","UBR3",4,4,"ubiquitin protein ligase E3 component n-recognin 3",15.8506335966003,6.84796938522814,-0.918101610141883,4.48005720008137e-05
"331","UBR5",4,4,"ubiquitin protein ligase E3 component n-recognin 5",28.1101701326189,13.8858316749803,-0.796858823001921,0.000127059762919764
"332","USP12",3,4,"ubiquitin specific peptidase 12",17.0519831856249,9.9988248351576,-0.62690196980503,0.00743170651458129
"333","USP3",3,4,"ubiquitin specific peptidase 3",24.167320908969,9.33693147469491,-1.0280439045755,0.000921237101169025
"334","UTP14A",1,4,"UTP14A small subunit processome component",38.1115579442543,21.600746559266,-0.657358005183303,0.00357523069736068
"335","VPS51",1,4,"VPS51 subunit of GARP complex",34.4297317611788,20.2562640693318,-0.622588031810684,0.00615064226556713
"336","VSTM2L",4,4,"V-set and transmembrane domain containing 2 like",17.9757699475798,2.41381193400678,-1.79924303144803,0.0885468710326477
"337","WDR12",6,4,"WD repeat domain 12",39.7544060016418,24.568405859506,-0.564487478517856,0.0152073944747851
"338","WDR37",6,4,"WD repeat domain 37",13.6386995436182,5.29118265063737,-0.998412228698974,0.00584300732323025
"339","WDR7",6,4,"WD repeat domain 7",4.77041898778586,2.26000410062057,-0.825012649968512,0.00560751324417371
"340","WDR74",6,4,"WD repeat domain 74",61.1465696704823,36.6353001975449,-0.587543185122233,0.054622294514415
"341","WDR82",1,4,"WD repeat domain 82",74.0720243087915,50.0590878129641,-0.486312662869668,0.0333703955182565
"342","WEE1",3,4,"WEE1 G2 checkpoint kinase",23.3143112903377,12.9860855257259,-0.651181423084277,0.0507765103993561
"343","WNK1",4,4,"WNK lysine deficient protein kinase 1",43.7449464824369,24.2466449167414,-0.662204430979195,0.00631925964643032
"344","WSB2",1,4,"WD repeat and SOCS box containing 2",64.9479198693247,47.3048405314984,-0.412874792920429,0.078598399728401
"345","ZBTB24",4,4,"zinc finger and BTB domain containing 24",7.59538081128502,4.11568884009422,-0.703273792817059,0.0169131708466536
"346","ZEB2",4,4,"zinc finger E-box binding homeobox 2",3.79548497612679,0.112080144176929,-3.11045377675069,0.0116799045695376
"347","ZFYVE9",4,4,"zinc finger FYVE-type containing 9",12.053888568377,7.51721576948142,-0.558869533221513,0.0264613385322005
"348","ZNF136",6,4,"zinc finger protein 136",2.31927189513798,0.0462232503172853,-3.75981972120472,1.86450879548172e-08
"349","ZNF205",3,4,"zinc finger protein 205",11.1670968391609,6.26554507253312,-0.668065231461045,0.0606106725320037
"350","ZNF219",6,4,"zinc finger protein 219",24.0500694432601,6.73401160732812,-1.34829121313923,1.08407274524277e-08
"351","ZNF253",6,4,"zinc finger protein 253",1.09704074330563,0.33076749162206,-1.21158664926742,0.0753684782207288
"352","ZNF318",3,4,"zinc finger protein 318",9.65017634647214,6.2585228314656,-0.519777518086532,0.0431634878882432
"353","ZNF354C",4,4,"zinc finger protein 354C",2.68644214600859,0,-5.48372544281674,2.72663452698514e-21
"354","ZNF385B",3,4,"zinc finger protein 385B",0.916562943857102,0.0733752000028736,-2.51390506312867,0.00231212145173599
"355","ZNF41",1,4,"zinc finger protein 41",6.99080464212158,3.98677601942211,-0.648808159714652,0.0744816011077122
"356","ZNF443",1,4,"zinc finger protein 443",1.16715116316011,0,-4.86591521775905,2.11411991517643e-15
"357","ZNF528",3,4,"zinc finger protein 528",1.84896472722341,0.166445044371558,-2.45837193446271,1.36598051954613e-06
"358","ZNF605",4,4,"zinc finger protein 605",5.02938909396401,2.93327247254097,-0.593882055819732,0.094909603389889
"359","ZNF618",1,4,"zinc finger protein 618",6.93801886291278,4.11237593575401,-0.59845599141227,0.0211223874493919
"360","ZNF672",6,4,"zinc finger protein 672",25.3942208333403,8.87191075644796,-1.1241443719952,1.77175008685569e-05
"361","ZNF696",1,4,"zinc finger protein 696",3.8836420093113,1.9088608497111,-0.800904599549278,0.0361181731510353
"362","ZNF71",3,4,"zinc finger protein 71",3.2091204867802,0.00769783544411356,-5.48161462835406,1.80142467902195e-17
"363","ZNF777",4,4,"zinc finger protein 777",10.709598782802,5.16263905073676,-0.823906841089429,0.0062786904861753
"364","ZNF880",4,4,"zinc finger protein 880",3.63347575281401,0.130415224089697,-3.25203854786899,0.00425264132566044
"365","ZYG11B",1,4,"zyg-11 family member B, cell cycle regulator",10.4765952303729,5.74886004513183,-0.663855081211974,0.0242224212250189
