"","extGene","wt.group","tgfb.group","GENENAME","WT","tgfb","b","qval"
"754","FHL1",1,7,"four and a half LIM domains 1",18.5336921175069,15.2287201842873,-0.242606618569854,0.106653198104936
"755","FIGN",6,7,"fidgetin, microtubule severing factor",2.1890922331402,2.69162099753536,0.258474009226844,0.551952850308214
"756","FILIP1L",6,5,"filamin A interacting protein 1 like",0.363752871487251,1.04958619593148,0.986446295580892,0.0960259099962837
"757","FKBP14",3,7,"FKBP prolyl isomerase 14",12.1882344383167,29.5381793688834,0.87927744690383,6.23168467504913e-05
"758","FKBP9",1,7,"FKBP prolyl isomerase 9",69.0751070798863,149.142367699566,0.727720212728225,1.13249403558491e-09
"759","FKSG29",6,5,"FKSG29",0.0544644137260777,0.114138623713131,NA,NA
"760","FLII",4,7,"FLII actin remodeling protein",132.068046725261,168.667507593298,0.199344636706788,0.129128169989445
"761","FLJ21408",1,7,NA,NA,NA,NA,NA
"762","FLJ27352",3,7,NA,NA,NA,NA,NA
"763","FLJ33360",6,5,NA,NA,NA,NA,NA
"764","FLJ44313",6,7,NA,NA,NA,NA,NA
"765","FLNA",1,7,"filamin A",475.706738480249,682.03634347232,0.321523433611849,0.0622267804699236
"766","FLT4",4,7,"fms related tyrosine kinase 4",0.0623569111341687,0.0730513152239411,NA,NA
"767","FMNL2",1,7,"formin like 2",30.2985512011711,42.0144249413737,0.307345099646969,0.0796988392555178
"768","FMNL3",3,7,"formin like 3",0.876975618090991,1.17992422040678,0.254579763288518,0.17580574927867
"769","FMO6P",6,7,"flavin containing dimethylaniline monoxygenase 6, pseudogene",0,0,NA,NA
"770","FN3KRP",4,7,"fructosamine 3 kinase related protein",40.976634459854,44.577793591878,0.0434650611602464,0.798289198237762
"771","FNBP1",4,7,"formin binding protein 1",9.58730765091625,10.3733632086328,0.0608407523821481,0.79099359249731
"772","FNBP1L",4,7,"formin binding protein 1 like",18.541082854056,23.5897447090916,0.204273792167202,0.147951438485865
"773","FNDC3B",3,7,"fibronectin type III domain containing 3B",23.8903665225667,70.787380947538,1.09579470290155,1.08986790784897e-05
"774","FOLR4",3,5,NA,NA,NA,NA,NA
"775","FOXC1",3,7,"forkhead box C1",8.14466114089959,7.31740150429328,-0.151531468989435,0.367738701596283
"776","FOXN2",4,7,"forkhead box N2",7.2101264076421,8.68274871514456,0.252587473134411,0.591782380348631
"777","FOXP2",3,5,"forkhead box P2",0.11208730152301,0.0533594551633651,NA,NA
"778","FOXP4",3,7,"forkhead box P4",12.7641342953454,13.8855273917954,0.038605593167995,0.819313886886351
"779","FRMD4B",3,7,"FERM domain containing 4B",13.0710319513489,15.7200931370746,0.159851103425895,0.346787170454494
"780","FRMD5",1,7,"FERM domain containing 5",1.18735791409355,1.43991163220966,0.123368959347579,0.71446113585481
"781","FRRS1",3,7,"ferric chelate reductase 1",6.36740528385285,6.96368646324459,0.141869720999393,0.758475211764824
"782","FSCB",3,5,"fibrous sheath CABYR binding protein",0,0,NA,NA
"783","FSCN3",3,5,"fascin actin-bundling protein 3",0.136002499403054,0.229967503044275,NA,NA
"784","FSTL1",1,7,"follistatin like 1",56.5576604858596,128.132124147878,0.776389033190227,1.30742262892848e-12
"785","FSTL3",1,7,"follistatin like 3",141.600200942265,332.127776627149,0.839686599913427,0.000274860266621352
"786","FUNDC2P2",6,7,"FUN14 domain containing 2 pseudogene 2",0,0,NA,NA
"787","FUT8",4,5,"fucosyltransferase 8",12.1597448210776,9.48271918723915,-0.287291295511153,0.0461672556346064
"788","FUT8-AS1",1,7,"FUT8 antisense RNA 1",0.0993684849755213,0.048091341893654,NA,NA
"789","FYTTD1",4,7,"forty-two-three domain containing 1",32.6617124586881,38.1309094012789,0.12149950440148,0.398964724758692
"790","FZD6",4,7,"frizzled class receptor 6",57.5645724316805,71.5069074615466,0.206648794221073,0.368677819820764
"791","FZD8",6,7,"frizzled class receptor 8",6.0605115635152,5.52719592519258,-0.136315360318006,0.444156942839001
"792","G3BP2",6,7,"G3BP stress granule assembly factor 2",90.1749963740809,115.264899899497,0.233230254081306,0.28000542083472
"793","GABARAPL1",4,7,"GABA type A receptor associated protein like 1",11.4843862750653,29.240871984806,0.88952121393356,1.7115244540314e-11
"794","GABRA1",4,7,"gamma-aminobutyric acid type A receptor alpha1 subunit",0,0,NA,NA
"795","GADL1",6,7,"glutamate decarboxylase like 1",0.107427306363175,0.148582264740826,0.289026102598777,0.701330857876247
"796","GAL3ST4",4,7,"galactose-3-O-sulfotransferase 4",0.136277773523539,0.288565756919599,NA,NA
"797","GALK2",3,7,"galactokinase 2",13.4601813675862,10.440782337073,-0.299090308832929,0.0397892180604362
"798","GALNT12",3,7,"polypeptide N-acetylgalactosaminyltransferase 12",0,0,NA,NA
"799","GALNT2",1,7,"polypeptide N-acetylgalactosaminyltransferase 2",104.485967573073,182.049976223226,0.512964123964856,1.02480740353817e-05
"800","GAS1",3,7,"growth arrest specific 1",2.02810771794791,1.16019549931071,-0.574434399718309,0.0103299034459025
"801","GAS2",3,5,"growth arrest specific 2",0.0253848461505419,0.0144243272464226,NA,NA
"802","GATA1",1,7,"GATA binding protein 1",0,0,NA,NA
"803","GATAD1",6,7,"GATA zinc finger domain containing 1",13.3602595127774,16.3167816927682,0.158587775631789,0.288364194782865
"804","GATM-AS1",6,7,NA,NA,NA,NA,NA
"805","GBP3",1,5,"guanylate binding protein 3",8.83723186123843,25.4213200084204,1.01163089004044,3.26982161467943e-15
"806","GBP6",4,5,"guanylate binding protein family member 6",0.0900067978893562,0.156205391388581,0.723125530388752,0.301954335824102
"807","GCG",4,7,"glucagon",0.0214810763824426,0,NA,NA
"808","GCLM",3,7,"glutamate-cysteine ligase modifier subunit",29.1411982388336,25.9299024821162,-0.152290131172762,0.300563283786478
"809","GCN1L1",1,7,NA,NA,NA,NA,NA
"810","GCSAM",4,7,"germinal center associated signaling and motility",0.583635510056469,1.08306659585283,0.640045597713891,0.0520314821241346
"811","GFPT1",6,7,"glutamine--fructose-6-phosphate transaminase 1",13.3269844642219,31.0441811532923,0.814878634098304,2.81914917420309e-13
"812","GGN",3,5,"gametogenetin",0.537142155622396,0.969608870713268,NA,NA
"813","GHITM",4,7,"growth hormone inducible transmembrane protein",217.019052382125,180.904387094435,-0.227015881198856,0.0727957839351427
"814","GIF",6,5,NA,NA,NA,NA,NA
"815","GIMAP2",6,7,"GTPase, IMAP family member 2",0.385677011493092,0.293120486046204,-0.343082278070537,0.628999915703147
"816","GIMAP7",4,5,"GTPase, IMAP family member 7",0,0,NA,NA
"817","GINM1",3,7,"glycoprotein integral membrane 1",44.7379450421196,55.9160993967002,0.176179843967342,0.24624646090398
"818","GJA3",1,7,"gap junction protein alpha 3",4.17687293664215,4.92206998798836,0.149730995335558,0.526623106054652
"819","GJC2",3,5,"gap junction protein gamma 2",1.12421949825998,0.635103095136668,-0.611097861983392,0.201568826503957
"820","GK2",1,5,"glycerol kinase 2",0,0,NA,NA
"821","GKAP1",4,7,"G kinase anchoring protein 1",3.18193269728864,1.62700688967496,-0.707777767285017,0.00203849937860599
"822","GKN1",6,7,"gastrokine 1",0.0369371619290535,0.044071089264925,NA,NA
"823","GLIPR1L1",6,7,"GLIPR1 like 1",0.181881232293104,0.0670378565913494,NA,NA
"824","GLIPR1L2",4,7,"GLIPR1 like 2",0.162134509948653,0.457563858381378,0.935755594109117,0.171544436193173
"825","GLP2R",4,7,"glucagon like peptide 2 receptor",0.196752652188209,0.0772622837971447,NA,NA
"826","GLRA1",6,7,"glycine receptor alpha 1",0.0455327574524,0.0372088731586145,NA,NA
"827","GLTSCR1",4,7,NA,NA,NA,NA,NA
"828","GLUD1",6,7,"glutamate dehydrogenase 1",95.9962714936713,74.6608655234929,-0.295309225580991,0.0153241273585625
"829","GLUL",3,7,"glutamate-ammonia ligase",56.136216776922,65.914091958269,0.118746862212222,0.387842349420952
"830","GLYATL3",4,7,"glycine-N-acyltransferase like 3",0,0,NA,NA
"831","GLYCAM1",4,5,"glycosylation dependent cell adhesion molecule 1 (pseudogene)",0,0,NA,NA
"832","GMPR",4,7,"guanosine monophosphate reductase",1.16643849352174,0.601068607337716,-0.657790355183639,0.0985762576581534
"833","GNA13",3,7,"G protein subunit alpha 13",15.0894372754386,20.2796389023284,0.288336649931632,0.209185036731332
"834","GNAO1",3,7,"G protein subunit alpha o1",0.110118236401945,0.119908047344241,0.0992135831697513,0.880903011509266
"835","GNAT3",4,7,"G protein subunit alpha transducin 3",0,0,NA,NA
"836","GNG11",6,7,"G protein subunit gamma 11",31.2147780015714,34.3038191376903,0.078772837852567,0.791915010168183
"837","GNG7",1,5,"G protein subunit gamma 7",0.152506782982485,0.116684910146699,-0.346908757023636,0.563681668085211
"838","GNL3L",6,7,"G protein nucleolar 3 like",10.3585656729015,9.30012436450319,-0.0501283518395488,0.919957004187296
"839","GOLGA4",4,7,"golgin A4",25.8254895778286,51.1869921645379,0.700272576416658,0.0138212289350762
"840","GOLPH3L",6,7,"golgi phosphoprotein 3 like",20.6064464766606,25.7380782972481,0.178473395521065,0.22408390966354
"841","GORASP1",4,7,"golgi reassembly stacking protein 1",17.4733481415666,22.4369120147337,0.203759413875587,0.164354889146279
"842","GORASP2",3,7,"golgi reassembly stacking protein 2",81.3734622499604,120.984276427032,0.351841650709694,0.0031927484166533
"843","GPA33",3,5,"glycoprotein A33",0.0192018135317697,0.0110781612472754,NA,NA
"844","GPANK1",6,7,"G-patch domain and ankyrin repeats 1",9.75359764560413,6.54603671951313,-0.413250682547539,0.0918831972809629
"845","GPATCH2",6,7,"G-patch domain containing 2",12.5726433772321,15.1984008829625,0.163657081458711,0.315285005623239
"846","GPC1",1,7,"glypican 1",44.0747668908114,38.5195826737987,-0.173972199173799,0.206590619453698
"847","GPC4",6,7,"glypican 4",4.34935017289658,11.2751867523627,0.911581756292035,5.91303545041074e-11
"848","GPC5",4,7,"glypican 5",0,0,NA,NA
"849","GPCPD1",4,7,"glycerophosphocholine phosphodiesterase 1",6.29240240370455,8.00814589511926,0.226358808490377,0.272005068983774
"850","GPD1",6,5,"glycerol-3-phosphate dehydrogenase 1",0.0933028488701419,0.0893064589523701,NA,NA
"851","GPHN",4,7,"gephyrin",18.6780981584497,12.3214304916115,-0.457808367008412,0.00059351974224353
"852","GPN3",3,7,"GPN-loop GTPase 3",47.2440298832779,30.0957498096989,-0.494896612555232,0.000191791744569868
"853","GPR107",4,7,"G protein-coupled receptor 107",18.0119293818858,51.3254050722474,1.04294633392329,9.86480818552627e-07
"854","GPR124",4,7,NA,NA,NA,NA,NA
"855","GPR144",3,5,NA,NA,NA,NA,NA
"856","GPR153",6,7,"G protein-coupled receptor 153",7.64515311472526,6.22556774434851,-0.250196037116037,0.105447776899166
"857","GPR155",6,7,"G protein-coupled receptor 155",0.929133936193958,3.36492587251998,1.26793822537756,4.29828422994326e-14
"858","GPR183",6,5,"G protein-coupled receptor 183",0,0,NA,NA
"859","GPR20",4,7,"G protein-coupled receptor 20",0,0,NA,NA
"860","GPR25",3,7,"G protein-coupled receptor 25",0.0462493050367817,0.0733637803237511,NA,NA
"861","GPR34",6,5,"G protein-coupled receptor 34",0,0.0286857511977633,NA,NA
"862","GPR56",6,7,NA,NA,NA,NA,NA
"863","GPR88",4,5,"G protein-coupled receptor 88",0.00736526497880837,0,NA,NA
"864","GPR98",3,7,NA,NA,NA,NA,NA
"865","GPRC5B",1,7,"G protein-coupled receptor class C group 5 member B",0.189674077241491,0.055580150906167,NA,NA
"866","GPSM2",1,7,"G protein signaling modulator 2",45.2889729268518,36.4331237543201,-0.257851895801152,0.0498401864566464
"867","GPT2",6,7,"glutamic--pyruvic transaminase 2",21.5811888114411,16.9225634374728,-0.28925883663917,0.0348204493600101
"868","GPX1",3,7,"glutathione peroxidase 1",956.619594330833,783.933730791728,-0.201587471619572,0.527051791041169
"869","GPX5",4,5,"glutathione peroxidase 5",0,0,NA,NA
"870","GPX6",4,7,"glutathione peroxidase 6",0,0,NA,NA
"871","GRAMD1A",4,7,"GRAM domain containing 1A",34.0590104328417,36.7269937523085,0.0301038013222989,0.859327309229725
"872","GRAMD2",4,7,NA,NA,NA,NA,NA
"873","GRAP2",4,5,"GRB2 related adaptor protein 2",0.340543462827753,0.31740511307791,NA,NA
"874","GRB10",4,7,"growth factor receptor bound protein 10",15.7237461662824,25.9436853202063,0.457964040925679,0.000252999151906789
"875","GRB2",3,7,"growth factor receptor bound protein 2",71.5359687118553,79.7612009092526,0.0629349231044084,0.670075652806437
"876","GRIN2B",1,5,"glutamate ionotropic receptor NMDA type subunit 2B",0,0,NA,NA
"877","GRINA",3,7,"glutamate ionotropic receptor NMDA type subunit associated protein 1",162.088737284771,216.894790671452,0.248816845113617,0.045388430633559
"878","GRM6",3,7,"glutamate metabotropic receptor 6",0.0751175274833411,0.0507650874752834,NA,NA
"879","GRN",1,7,"granulin precursor",97.2535138976778,165.115049200562,0.494227165850168,0.000755769861042958
"880","GRTP1",1,7,"growth hormone regulated TBC protein 1",2.26554086880235,1.16749475226807,-0.70556970208004,0.0245693305088085
"881","GSDMC",6,5,"gasdermin C",0.312166077460018,0.59965929065405,0.658177800863705,0.130184879762035
"882","GSE1",6,7,"Gse1 coiled-coil protein",8.52271108484651,7.83494698497806,-0.0989589018483897,0.671384868707657
"883","GSTA2",4,5,"glutathione S-transferase alpha 2",0.0209990935775969,0.207557527146855,NA,NA
"884","GSTA5",3,7,"glutathione S-transferase alpha 5",0,0,NA,NA
"885","GSTCD",6,5,"glutathione S-transferase C-terminal domain containing",15.2632760335617,14.3469206491406,-0.0600420788474331,0.845670970056863
"886","GTDC2",6,7,NA,NA,NA,NA,NA
"887","GTF2E1",1,7,"general transcription factor IIE subunit 1",6.96718724609456,6.96989775166648,-0.041572248533167,0.829958772165711
"888","GTF2E2",1,7,"general transcription factor IIE subunit 2",56.1850280896987,50.7978951351899,-0.139636076807932,0.351537400406487
"889","GTSF1",1,7,"gametocyte specific factor 1",0,0,NA,NA
"890","GUCD1",4,7,"guanylyl cyclase domain containing 1",39.1416456421702,43.9184082267739,0.0700796012145711,0.669014477006966
"891","GULP1",1,7,"GULP PTB domain containing engulfment adaptor 1",3.16421956831731,1.21572943901788,-0.950134130096001,0.000139937206363569
"892","HACE1",3,7,"HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1",3.82144989017402,5.99398586036097,0.442748639830296,0.0641160675677277
"893","HAGHL",1,5,"hydroxyacylglutathione hydrolase like",17.7471514770757,10.7047028132601,-0.488849450309593,0.148287234061569
"894","HAO2",6,5,"hydroxyacid oxidase 2",0,0.0205234635978923,NA,NA
"895","HAS3",6,7,"hyaluronan synthase 3",3.39654475238984,1.65330680195942,-0.747208509425159,0.000304622217353981
"896","HAUS7",6,5,"HAUS augmin like complex subunit 7",25.4156936253892,14.0424106070184,-0.603791391265671,0.0550600106604
"897","HAVCR2",1,7,"hepatitis A virus cellular receptor 2",0.177765121481141,0.309196348031491,0.482178912713963,0.499046476089783
"898","HBD",1,7,"hemoglobin subunit delta",0,0,NA,NA
"899","HBD",1,7,"hypophosphatemic bone disease",0,0,NA,NA
"900","HCG11",3,7,"HLA complex group 11",0.114899761163181,0.135665030863676,0.116875207666863,0.840607604978823
"901","HDAC5",4,7,"histone deacetylase 5",2.07205456961088,1.51915859675261,-0.357760077521536,0.0822575403000823
"902","HDAC6",6,7,"histone deacetylase 6",14.7818267735302,17.3486667117692,0.11644773283383,0.460772206149601
"903","HDAC7",3,7,"histone deacetylase 7",35.7545336898973,44.6220094560126,0.179030509403767,0.184962235591882
"904","HDAC9",3,5,"histone deacetylase 9",0.745913858641971,2.55358995889534,1.17897054061437,2.7661093298928e-08
"905","HDX",3,7,"highly divergent homeobox",1.0124085005313,1.67992605606464,0.468041923344906,0.0107904177094691
"906","HEATR1",1,7,"HEAT repeat containing 1",55.580144235661,44.6578205874873,-0.245764178739231,0.0958100810355267
"907","HELZ",4,7,"helicase with zinc finger",7.39915046884111,15.1033467617679,0.787406657111638,0.068416559828961
"908","HERC2P10",6,5,"hect domain and RLD 2 pseudogene 10",0.10421917543791,0.0534759829804961,NA,NA
"909","HEXB",4,7,"hexosaminidase subunit beta",124.654760851116,116.816198903316,-0.110866587043866,0.45585961215551
"910","HEXIM2",3,7,"HEXIM P-TEFb complex subunit 2",5.29707754718153,4.63414251554734,-0.159777266769462,0.515461187514195
"911","HGSNAT",4,7,"heparan-alpha-glucosaminide N-acetyltransferase",24.743160150017,44.6965842618837,0.559372872467936,1.42984142852902e-06
"912","HHAT",4,7,"hedgehog acyltransferase",1.73468547314385,9.87363259986465,1.72539372400585,4.19807474669911e-18
"913","HHLA2",1,7,"HERV-H LTR-associating 2",0.0491444501171722,0.0660463815029079,NA,NA
"914","HIATL2",3,7,NA,NA,NA,NA,NA
"915","HIF3A",1,7,"hypoxia inducible factor 3 subunit alpha",0.14240753511841,0.25991957869024,0.636723618583016,0.322705184036745
"916","HINT1",1,7,"histidine triad nucleotide binding protein 1",1175.05210134631,939.396262999567,-0.240084584213811,0.362152834667623
"917","HIP1R",3,7,"huntingtin interacting protein 1 related",22.9514497857708,20.4807431600466,-0.157270071622989,0.297656455323549
"918","HIPK3",6,7,"homeodomain interacting protein kinase 3",12.2984211335316,21.544420186971,0.626283827508,0.143453165740972
"919","HIRIP3",6,7,"HIRA interacting protein 3",18.5413651948272,11.4051670066847,-0.528087836901102,0.000108313229395356
"920","HIST1H1T",1,5,NA,NA,NA,NA,NA
"921","HIST1H2AK",1,7,NA,NA,NA,NA,NA
"922","HIST1H2BF",1,7,NA,NA,NA,NA,NA
"923","HIST1H2BJ",1,7,NA,NA,NA,NA,NA
"924","HIST1H2BO",6,7,NA,NA,NA,NA,NA
"925","HIST1H3B",3,7,NA,NA,NA,NA,NA
"926","HIST1H4K",1,7,NA,NA,NA,NA,NA
"927","HIST3H2BB",3,7,NA,NA,NA,NA,NA
"928","HIVEP2",4,7,"HIVEP zinc finger 2",5.91341133332113,10.9688519973532,0.707685396343262,0.134180671822003
"929","HK3",6,7,"hexokinase 3",0.0177370108091079,0,NA,NA
"930","HLA-DQA1",6,5,"major histocompatibility complex, class II, DQ alpha 1",0.0984709249795576,0.117930972531426,0.0896765222473246,0.913222418639003
"931","HMG20A",1,7,"high mobility group 20A",15.0585350531362,14.5718084785954,-0.0705415628574024,0.67597657037133
"932","HMGCLL1",1,7,"3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1",0.173738980689547,0.129187126474543,NA,NA
"933","HMGN1",3,7,"high mobility group nucleosome binding domain 1",490.18898515877,376.057377454675,-0.305470989608491,0.0133392382054875
"934","HMOX2",6,7,"heme oxygenase 2",104.742259928367,91.9406118335252,-0.156984489702521,0.480774115773746
"935","HOXA2",3,7,"homeobox A2",1.97656168625413,1.00865609735545,-0.716595661592663,0.0174312511350921
"936","HOXA9",6,7,"homeobox A9",11.4344734789682,7.70126305873243,-0.43892781310697,0.00363128733654899
"937","HOXC10",4,5,"homeobox C10",0.227901708983966,0.117801174652196,-0.763257780405638,0.297635444083166
"938","HOXC11",3,7,"homeobox C11",3.71847206335739,4.01917624410767,0.0462656538569593,0.858331072900348
"939","HP07349",1,7,NA,NA,NA,NA,NA
"940","HP1BP3",1,7,"heterochromatin protein 1 binding protein 3",100.055468802744,126.649750432005,0.245509661294591,0.416883286621252
"941","HPYR1",4,5,"Helicobacter pylori responsive 1",0,0.0354116900662876,NA,NA
"942","HRC",1,7,"histidine rich calcium binding protein",0,0.0112358677599033,NA,NA
"943","HRG",6,5,"histidine rich glycoprotein",0.0822784405842418,0.0937448990047551,NA,NA
"944","HRH4",6,5,"histamine receptor H4",0.272302118972291,0.324613658151446,0.362365797182367,0.632009452670208
"945","HS3ST5",4,7,"heparan sulfate-glucosamine 3-sulfotransferase 5",0,0,NA,NA
"946","HS6ST2",6,7,"heparan sulfate 6-O-sulfotransferase 2",30.361051027869,26.2809582732358,-0.184849695419064,0.18591623788821
"947","HSBP1",3,7,"heat shock factor binding protein 1",120.250331277664,99.4275369828128,-0.224332692533997,0.192054729292433
"948","HSD17B13",6,7,"hydroxysteroid 17-beta dehydrogenase 13",0.374730230446994,0.291328020570996,-0.182413963841777,0.751079133247338
"949","HSD17B4",1,7,"hydroxysteroid 17-beta dehydrogenase 4",70.536948287647,59.1908448852476,-0.2208961952019,0.0881034509091425
"950","HSD17B7",3,7,"hydroxysteroid 17-beta dehydrogenase 7",32.9515540526377,20.1020387866305,-0.529258658610304,0.000566186629590201
"951","HSD52",3,5,"uncharacterized LOC729467",0,0,NA,NA
"952","HSF2BP",3,7,"heat shock transcription factor 2 binding protein",10.830478548805,17.3555916224395,0.428702336815806,0.0213170230734349
"953","HSPA12A",3,7,"heat shock protein family A (Hsp70) member 12A",2.46551882297646,2.57194729394822,0.000967915708301527,0.996740273367759
"954","HSPA1A",3,7,"heat shock protein family A (Hsp70) member 1A",18.1258222452212,20.0884854014943,0.036587337949161,0.927643253363714
"955","HSPA8",4,7,"heat shock protein family A (Hsp70) member 8",2869.34217602153,1866.15104121474,-0.473064294875948,0.00270017284381105
"956","HSPB11",1,7,"heat shock protein family B (small) member 11",99.0868466921479,101.866314479152,-0.00135027438117485,0.995612039398914
"957","HSPB8",6,7,"heat shock protein family B (small) member 8",7.09524387508981,16.7858970713924,0.817973526251274,4.55144327061649e-09
"958","HSPH1",4,7,"heat shock protein family H (Hsp110) member 1",160.716895955509,158.118615668514,-0.0594513507579783,0.693107110169609
"959","HTATSF1",6,7,"HIV-1 Tat specific factor 1",51.0829259230302,43.3509554183919,-0.209939020539481,0.117550433804998
"960","HTR1D",1,7,"5-hydroxytryptamine receptor 1D",0.336319701424202,0.453901998682523,0.224488747130382,0.616627730488708
"961","HTR1F",4,5,"5-hydroxytryptamine receptor 1F",0,0,NA,NA
"962","HTT",6,7,"huntingtin",7.75250397220654,11.1300058757836,0.344775008979143,0.0629614353195886
"963","HUS1",6,7,"HUS1 checkpoint clamp component",11.9236288749047,12.9568230532844,0.0385614356500162,0.832033469141215
"964","HYLS1",1,5,"HYLS1 centriolar and ciliogenesis associated",14.8096206232771,9.4696462227932,-0.46483837970481,0.0541941492119131
"965","ICA1L",3,7,"islet cell autoantigen 1 like",1.78922063846147,4.24126691799011,0.839486838435859,9.02747686078133e-06
"966","IDH1",6,7,"isocitrate dehydrogenase (NADP(+)) 1",98.8039595088941,68.4176047697163,-0.411270157632319,0.000539652072465605
"967","IDH3A",4,7,"isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha",76.8461082449197,54.2042846694733,-0.39465037028233,0.00104018591566108
"968","IDI1",4,7,"isopentenyl-diphosphate delta isomerase 1",195.428976784832,201.597715367031,-0.0153386799363706,0.923971986915855
"969","IER2",4,7,"immediate early response 2",34.2838161329882,27.2594930643007,-0.253550739762367,0.272057107669084
"970","IFITM10",1,7,"interferon induced transmembrane protein 10",0.308412492140364,0.166380857424425,-0.647321570986305,0.234911840036259
"971","IFNA6",4,5,"interferon alpha 6",0,0,NA,NA
"972","IFNG",6,5,"interferon gamma",0,0,NA,NA
"973","IFNGR1",6,7,"interferon gamma receptor 1",34.2653583759449,43.7658263913892,0.202436207837005,0.156640646278188
"974","IFNK",6,5,"interferon kappa",0,0.640111085141007,2.79097372273,3.70459391011535e-05
"975","IGF2BP3",6,7,"insulin like growth factor 2 mRNA binding protein 3",12.5569040639076,23.0189373048483,0.570780725412697,1.18662814593291e-05
"976","IGFL3",3,7,"IGF like family member 3",0.0510089944716413,1.97305370451528,2.82428678129887,1.43725192134064e-06
"977","IGSF8",3,7,"immunoglobulin superfamily member 8",31.7287844187094,23.1107750887747,-0.354146254620535,0.0120760340619677
"978","IKBIP",1,7,"IKBKB interacting protein",58.3490382132737,93.8199356800897,0.430188232596128,0.000531827964584731
"979","IL10RB-AS1",4,5,NA,NA,NA,NA,NA
"980","IL11",6,7,"interleukin 11",1.43614496795376,5.20491281168955,1.25436893485504,2.63658070988226e-11
"981","IL12B",6,7,"interleukin 12B",0.29415774313108,0.360966161856582,0.229446808839672,0.662376949513094
"982","IL13RA1",4,7,"interleukin 13 receptor subunit alpha 1",27.125644046546,58.2114043104661,0.734962285304306,7.91811188441877e-09
"983","IL16",6,5,"interleukin 16",0.0462015727485318,0.0515781210817016,NA,NA
"984","IL18",4,7,"interleukin 18",164.815812888254,284.023939387069,0.506898284418003,0.000186940675303094
"985","IL1B",3,7,"interleukin 1 beta",10.2208675682898,39.6012386639026,1.30732597808454,6.35868680342301e-23
"986","IL1R2",3,7,"interleukin 1 receptor type 2",0.332192977971117,0.595471583616461,0.51417554974625,0.372633589942129
"987","IL1RAPL1",3,5,"interleukin 1 receptor accessory protein like 1",0,0,NA,NA
"988","IL20",4,7,"interleukin 20",0.0223082020685739,0.0543131084576847,NA,NA
"989","IL21R-AS1",4,5,"IL21R antisense RNA 1",0.150187247362964,0.125025801624766,-0.252384543141571,0.789320454216021
"990","IL22RA1",4,7,"interleukin 22 receptor subunit alpha 1",2.67482168684477,2.94120516425803,0.0451602314276029,0.847752133668714
"991","IL6",4,7,"interleukin 6",0.14599478006212,5.26921924571398,3.48444454041028,6.24278956048767e-11
"992","IL7R",6,7,"interleukin 7 receptor",1.77627062708254,2.89283795170457,0.4682392007144,0.110824807225328
"993","ILDR1",4,7,"immunoglobulin like domain containing receptor 1",0.164060731179956,0.0784659714174903,NA,NA
"994","IMMT",4,7,"inner membrane mitochondrial protein",122.870260235755,99.701349084908,-0.251214061629082,0.0436909438419491
"995","IMPACT",1,7,"impact RWD domain protein",22.0654248659972,27.8879225149054,0.202758971702035,0.14396004904533
"996","INF2",3,7,"inverted formin, FH2 and WH2 domain containing",78.4171293968447,77.7442988089705,-0.0479371387286397,0.760437685973154
"997","ING4",1,7,"inhibitor of growth family member 4",10.9858619149232,12.6858288405068,0.105248359633009,0.58840080526139
"998","INHBA",6,5,"inhibin subunit beta A",0.95127728212467,8.37783146350398,2.29326732624505,3.57015473469312e-06
"999","INHBC",3,5,"inhibin subunit beta C",0,0,NA,NA
"1000","INIP",3,7,"INTS3 and NABP interacting protein",16.2652328188897,13.352775751685,-0.21329856647464,0.280384193020975
"1001","INO80D",3,7,"INO80 complex subunit D",1.89766215249633,2.57490340210467,0.350998611789516,0.376345309976207
"1002","INPP4A",4,7,"inositol polyphosphate-4-phosphatase type I A",6.80405861635756,10.1737227563723,0.389347819019534,0.0502969322916873
"1003","INPP5K",1,7,"inositol polyphosphate-5-phosphatase K",13.377906111713,12.1521435293286,-0.137181322740056,0.392296698159639
"1004","INSL6",6,5,"insulin like 6",0,0.0463733963001755,NA,NA
"1005","INSM2",6,7,"INSM transcriptional repressor 2",0,0.0188342928412259,NA,NA
"1006","IPO13",1,7,"importin 13",19.6835025279867,19.4147894183368,-0.0592801520859497,0.728219693081895
"1007","IQCF1",1,5,"IQ motif containing F1",0,0,NA,NA
"1008","IQCF3",6,7,"IQ motif containing F3",0.0441301526388834,0.0965260751035484,NA,NA
"1009","IQCF6",4,7,"IQ motif containing F6",0,0,NA,NA
"1010","IRF2BPL",4,5,"interferon regulatory factor 2 binding protein like",10.3650889893726,9.05859008727172,-0.170531324388852,0.27394546964251
"1011","IRF6",6,7,"interferon regulatory factor 6",51.5050988247711,93.6909293941083,0.566260626467693,5.5264808188871e-07
"1012","IRF9",4,7,"interferon regulatory factor 9",3.04155893016332,14.2535265687362,1.98555535681723,0.0526313460764279
"1013","IRX4",3,7,"iroquois homeobox 4",37.4156706405269,22.0146354751468,-0.557603514810076,0.00258150444729084
"1014","ISPD",1,7,NA,NA,NA,NA,NA
"1015","ITFG2",4,7,"integrin alpha FG-GAP repeat containing 2",12.1318114341233,14.2231382372093,0.113132060084583,0.520373347482866
