"","extGene","wt.group","tgfb.group","GENENAME","WT","tgfb","b","qval"
"221","PRTG",6,7,"protogenin",0.752064137434725,0.425670808813058,-0.558959484770851,0.0599733788842388
"222","PSIP1",1,7,"PC4 and SFRS1 interacting protein 1",61.3404635787804,36.5590484688182,-0.563803304124625,5.81427275613839e-06
"223","PSMA7",3,7,"proteasome 20S subunit alpha 7",519.76938855723,344.171513239857,-0.430196425527865,0.0675034653567534
"224","PSMB1",1,7,"proteasome 20S subunit beta 1",426.97101995542,283.172557756913,-0.429441418334672,0.0601820676458351
"225","PSMB5",4,5,"proteasome 20S subunit beta 5",323.568437796321,232.84447670313,-0.357012311380737,0.0702324239438237
"226","PTGR1",6,7,"prostaglandin reductase 1",21.5775817008817,17.0923744270939,-0.271808229901166,0.0911522701970701
"227","PUF60",3,7,"poly(U) binding splicing factor 60",276.437827176522,186.390319992508,-0.419194060511414,0.0407320180071661
"228","RAB20",1,7,"RAB20, member RAS oncogene family",6.22420932700461,2.77263685114678,-0.824918328027398,4.28628509472626e-05
"229","RAB34",6,7,"RAB34, member RAS oncogene family",226.600774036543,137.808474151022,-0.513144388584225,0.0292170174828182
"230","RAMP1",4,7,"receptor activity modifying protein 1",32.4769148866352,8.80995554577465,-1.31098696237091,3.56413651664411e-08
"231","RBBP7",6,7,"RB binding protein 7, chromatin remodeling factor",220.039330842475,158.283104898476,-0.374985477726504,0.00151275816600893
"232","RCN2",4,7,"reticulocalbin 2",84.9435909110309,66.6069264864702,-0.290192923291791,0.0206739312805301
"233","RDH13",4,5,"retinol dehydrogenase 13",18.2476279867,8.10863244233783,-0.850595078714229,6.1596911531226e-09
"234","RFXAP",3,7,"regulatory factor X associated protein",3.95072987538135,2.7691729894482,-0.398994927819303,0.025387913368637
"235","RHPN1",3,7,"rhophilin Rho GTPase binding protein 1",3.24316274458896,1.11185833825141,-1.09401725666238,2.95007813141851e-05
"236","RNASEH2A",1,7,"ribonuclease H2 subunit A",102.597049313714,61.2836475493274,-0.52929086485579,0.0286150794894245
"237","RNF138",3,7,"ring finger protein 138",22.2910683109498,11.7032527708798,-0.687561780524483,7.22879659700665e-08
"238","RPAP1",1,7,"RNA polymerase II associated protein 1",19.825604638278,16.257233913401,-0.244014708751809,0.0900622268029425
"239","RPL29",4,7,"ribosomal protein L29",2287.49533110052,1370.8436267532,-0.527789542275449,0.0278833216981216
"240","RPL41",1,7,"ribosomal protein L41",6361.45664798555,3989.25196706535,-0.490718024244067,0.0226877797871515
"241","RPL7A",3,7,"ribosomal protein L7a",3245.49038908242,1864.21491280488,-0.5744039089492,0.00910333863757688
"242","RPP30",1,7,"ribonuclease P/MRP subunit p30",33.4747095529276,23.1414714440785,-0.412534326395839,0.00264538144262444
"243","RPS11",6,5,"ribosomal protein S11",3011.60263278288,1764.29267274169,-0.543367427007689,0.0411154799929203
"244","RPS12",3,7,"ribosomal protein S12",4550.54057649161,2711.39339635905,-0.52667916765303,0.049890939720925
"245","RPS13",6,7,"ribosomal protein S13",2623.60563047796,1521.4949786463,-0.560357957664307,0.0219125030496154
"246","RPS27A",6,7,"ribosomal protein S27a",1985.42914623735,1239.09265624686,-0.477976957358552,0.0796988392555178
"247","RPUSD4",1,7,"RNA pseudouridine synthase D4",28.286915472435,17.9281453580105,-0.497149298451599,0.000169104939947797
"248","RRP1",6,7,"ribosomal RNA processing 1",84.3914240710746,44.8687293965345,-0.640724934752326,0.0108664483832053
"249","SAFB",6,7,"scaffold attachment factor B",94.7680338659632,63.536211467431,-0.442807448829956,0.000150600434192647
"250","SAMD10",3,7,"sterile alpha motif domain containing 10",2.86059546418448,1.2443534646319,-0.909773939332108,0.000606597436395941
"251","SART3",6,7,"spliceosome associated factor 3, U4/U6 recycling protein",33.5169180708558,23.7010568768647,-0.385462240783388,0.00256682648616541
"252","SCARB1",6,7,"scavenger receptor class B member 1",150.78382638695,105.990334002238,-0.394743465661195,0.000754210384814735
"253","SCNN1A",4,5,"sodium channel epithelial 1 alpha subunit",86.6947499173115,69.8290187901748,-0.260139670912483,0.0357351025663239
"254","SCRIB",1,7,"scribble planar cell polarity protein",63.4220313881952,48.6855480626832,-0.305906744207465,0.0114120994956468
"255","SDHA",3,7,"succinate dehydrogenase complex flavoprotein subunit A",129.049043645923,91.2660589437256,-0.3854993361051,0.00193855302144086
"256","SDHAF1",1,7,"succinate dehydrogenase complex assembly factor 1",20.7527879875847,13.1576770792894,-0.485031245002076,0.0357351025663239
"257","SDHB",1,7,"succinate dehydrogenase complex iron sulfur subunit B",230.389507260209,123.899236900278,-0.64769374319514,0.000656800863754315
"258","SEPHS1",3,7,"selenophosphate synthetase 1",78.7855318600757,50.443057390856,-0.491224340707579,2.64102548123622e-05
"259","SERPINA1",4,7,"serpin family A member 1",33.4872659342846,15.7076888429868,-0.790733069336309,2.95830297949758e-06
"260","SERPINA5",4,7,"serpin family A member 5",1.56465367438879,0.654582479140461,-0.88914723092148,0.0104319277882811
"261","SERTAD4",4,7,"SERTA domain containing 4",1.88201862585916,0.947831052867033,-0.656780140028621,0.0359706332498675
"262","SETD9",6,7,"SET domain containing 9",5.90522150068052,4.05127244892161,-0.418262428848231,0.0256047095059786
"263","SHF",3,7,"Src homology 2 domain containing F",0.75386602588856,0.169793355191587,-1.49812410928064,0.017594173250409
"264","SIVA1",4,7,"SIVA1 apoptosis inducing factor",157.185441208702,103.058586858197,-0.440521646544411,0.0624113771943479
"265","SKA2",3,7,"spindle and kinetochore associated complex subunit 2",47.0594865408438,38.2521566011055,-0.252545128692667,0.055367290420293
"266","SKA3",1,7,"spindle and kinetochore associated complex subunit 3",36.8723386929757,23.4553114037892,-0.498469190143315,8.7025062599897e-05
"267","SLC16A14",6,7,"solute carrier family 16 member 14",2.21259483384888,0.776179758651669,-1.07342039457385,2.8673414197086e-05
"268","SLC16A5",4,7,"solute carrier family 16 member 5",10.1469332238364,7.38006695598225,-0.356344023567333,0.0310327215688927
"269","SLC18B1",6,7,"solute carrier family 18 member B1",26.3986849157082,21.1156053935111,-0.26927694300176,0.0637448786699754
"270","SLC1A5",1,7,"solute carrier family 1 member 5",209.652764485865,153.992161300408,-0.35134742295675,0.00316908707541284
"271","SLC20A1",4,7,"solute carrier family 20 member 1",293.78141744987,156.193708930489,-0.675707570799194,1.88303346655179e-09
"272","SLC20A2",1,7,"solute carrier family 20 member 2",31.2678976143122,24.5874269162258,-0.286051505563073,0.0306825199476224
"273","SLC25A15",4,7,"solute carrier family 25 member 15",20.39309037875,12.4972826615527,-0.533710683862364,3.66806976957735e-05
"274","SLC25A3",3,7,"solute carrier family 25 member 3",662.21218833362,482.61630294191,-0.350393710499004,0.0302679046692992
"275","SLC25A33",3,7,"solute carrier family 25 member 33",21.4626072389999,12.3346868653338,-0.593773339569485,4.77309013932537e-05
"276","SLC6A6",4,7,"solute carrier family 6 member 6",14.5368863701512,6.81498303679578,-0.774705777383237,4.29688656526799e-06
"277","SMAD1",4,7,"SMAD family member 1",15.4843270928559,11.107875205166,-0.365743719074054,0.0101836534527459
"278","SMARCE1",1,5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",98.6832998752748,82.1546895968447,-0.227888568772287,0.0849792067407929
"279","SMNDC1",4,7,"survival motor neuron domain containing 1",47.7721564972214,36.4355484321689,-0.315347791901574,0.017842385321652
"280","SNHG6",6,7,"small nucleolar RNA host gene 6",428.405003960166,202.136325625555,-0.757286207503504,0.00449608295281448
"281","SNHG8",6,7,"small nucleolar RNA host gene 8",476.222458264118,291.811934104843,-0.505808396830079,0.0477179202166538
"282","SNRPB",6,7,"small nuclear ribonucleoprotein polypeptides B and B1",611.149560436699,372.041565125583,-0.52094789194884,0.00937838402789821
"283","SNRPB2",6,7,"small nuclear ribonucleoprotein polypeptide B2",88.6686602613686,55.9565442530119,-0.494253762006283,0.00165917669824405
"284","SNRPD3",4,7,"small nuclear ribonucleoprotein D3 polypeptide",199.657834196086,117.221179981883,-0.563190912674816,0.000856890858269046
"285","SOX15",1,7,"SRY-box transcription factor 15",57.3511748939073,34.4273322460773,-0.550923888732542,3.20265252462776e-05
"286","SRSF9",3,7,"serine and arginine rich splicing factor 9",227.761911110368,164.769539632907,-0.355542790115727,0.0469889396922107
"287","STOX1",4,7,"storkhead box 1",0.671283205401304,0.291881357063981,-0.826665371738605,0.0322341504076433
"288","SUMO2",3,7,"small ubiquitin like modifier 2",402.727066943368,302.69585795328,-0.321133855632139,0.0411568516578422
"289","SYNM",4,7,"synemin",0.514859662312257,0.281597057928628,-0.625664627799369,0.0252117440769163
"290","TACC3",4,7,"transforming acidic coiled-coil containing protein 3",135.946862998723,87.308198098671,-0.466068823045871,0.0240458696878072
"291","TAF1A",4,7,"TATA-box binding protein associated factor, RNA polymerase I subunit A",18.8032377055946,13.9638995915683,-0.32297424250139,0.0363519686624285
"292","TAF1C",6,7,"TATA-box binding protein associated factor, RNA polymerase I subunit C",16.4945379782921,13.0809435342661,-0.268386037341738,0.0784720612378034
"293","TARBP1",4,7,"TAR (HIV-1) RNA binding protein 1",31.054400117141,22.1034156307587,-0.366527052378629,0.00883343141856042
"294","TARDBP",3,7,"TAR DNA binding protein",98.4379520907037,75.960147920554,-0.304923311936051,0.0117456791582588
"295","TBC1D8",3,7,"TBC1 domain family member 8",15.6803144864465,4.14294643703989,-1.35808928477003,3.38216632240388e-25
"296","TEAD4",3,7,"TEA domain transcription factor 4",36.2883094075701,19.9796037568596,-0.63402444433351,4.72137966245502e-06
"297","TFPI",6,5,"tissue factor pathway inhibitor",37.6057507259327,25.4965780306094,-0.426917036282947,0.00240097571585661
"298","TGFB3",3,7,"transforming growth factor beta 3",1.20081206808672,0.593611866998925,-0.72955288216186,0.0101157058989587
"299","THAP11",1,7,"THAP domain containing 11",41.6657160744175,22.244561599732,-0.657402595368675,0.00010289180685671
"300","THAP3",4,7,"THAP domain containing 3",15.4279871119977,8.62048429371386,-0.585800843979545,0.0288402765483085
"301","THAP4",4,7,"THAP domain containing 4",95.1485078532583,54.9585054002599,-0.570162808846633,0.00870497874018617
"302","THOC7",1,7,"THO complex 7",166.053175129008,111.429928421838,-0.424082905187013,0.0402924929347899
"303","TICRR",3,7,"TOPBP1 interacting checkpoint and replication regulator",10.5260011865581,6.53442864112484,-0.49785120708225,0.00168013266903056
"304","TM4SF1",3,7,"transmembrane 4 L six family member 1",31.2713125924567,19.9890689008917,-0.489778760914321,0.000256043132047025
"305","TM7SF2",6,7,"transmembrane 7 superfamily member 2",5.53104969010212,2.15265023745886,-0.943783353857521,0.000210663602394563
"306","TMEM126B",1,7,"transmembrane protein 126B",65.0663281381803,47.5583544731215,-0.351042112398687,0.0232673576930519
"307","TMEM14A",6,7,"transmembrane protein 14A",89.8188896627941,64.0934495889192,-0.378480586478777,0.00441968043114059
"308","TMEM156",6,7,"transmembrane protein 156",3.9520367455981,1.78996280378167,-0.833629580489406,1.95956565696369e-05
"309","TMEM201",3,7,"transmembrane protein 201",20.4816960539543,12.2350074657174,-0.558810132768382,1.72508697801834e-05
"310","TMEM70",6,7,"transmembrane protein 70",33.7696690337018,21.9547420434342,-0.46313214369751,0.00528167608407343
"311","TNNI2",3,7,"troponin I2, fast skeletal type",145.565879370195,31.2967949086951,-1.54240389432932,6.711556523944e-09
"312","TOMM22",6,7,"translocase of outer mitochondrial membrane 22",186.28768919636,90.0467022891424,-0.755180382141536,3.54435961692393e-05
"313","TOMM34",1,7,"translocase of outer mitochondrial membrane 34",67.1949605591287,42.3111723344599,-0.501722448697865,4.43317017630847e-05
"314","TOP2B",6,7,"DNA topoisomerase II beta",68.8188926698461,52.0842553626541,-0.319707790334512,0.00864571472569455
"315","TPI1",6,7,"triosephosphate isomerase 1",1092.67346131504,806.891688937534,-0.336473812308943,0.0466834745316398
"316","TSFM",3,7,"Ts translation elongation factor, mitochondrial",46.7155886317702,26.7285513138403,-0.60220701144958,6.55159794919234e-06
"317","TSPAN7",3,7,"tetraspanin 7",1.65801394099923,0.305927001374099,-1.72385819421253,6.62123719231394e-06
"318","TSR1",1,7,"TSR1 ribosome maturation factor",66.4036714438679,54.1726094429682,-0.248166305389043,0.0467466163794728
"319","TTK",4,7,"TTK protein kinase",48.8303236518336,39.478537730921,-0.240637780088557,0.0810938953591414
"320","TUBG1",3,7,"tubulin gamma 1",116.813860977312,89.3746382411373,-0.308835638037733,0.0120872430253943
"321","TUBGCP2",3,7,"tubulin gamma complex associated protein 2",49.0800155854856,33.0341507034783,-0.433175256611347,0.00153472271027256
"322","TXNL1",3,5,"thioredoxin like 1",122.292031009222,94.6313630993339,-0.295250614920119,0.0324467166204331
"323","TYW1",6,7,"tRNA-yW synthesizing protein 1 homolog",17.8441121387532,13.3122261765284,-0.338527439803836,0.0163081538502015
"324","UBE2E1",4,7,"ubiquitin conjugating enzyme E2 E1",97.0570036069577,72.8490636622941,-0.333188652196947,0.00829991004113995
"325","UBE2I",6,7,"ubiquitin conjugating enzyme E2 I",87.8700461653584,65.335623188553,-0.337936498489409,0.00530226123117787
"326","UNC5B",4,7,"unc-5 netrin receptor B",1.25872191010425,0.534641444394304,-0.860966046081292,0.000146103079710213
"327","UPF3B",1,7,"UPF3B regulator of nonsense mediated mRNA decay",16.6734508659861,12.5455200737654,-0.329721858175899,0.0244369941114144
"328","UQCR10",4,7,"ubiquinol-cytochrome c reductase, complex III subunit X",161.022596517331,99.8608499483008,-0.488086628451324,0.0609718601124889
"329","USP18",1,7,"ubiquitin specific peptidase 18",12.9447778283838,10.3370189391184,-0.272727534326584,0.0837364942188972
"330","UTP18",6,7,"UTP18 small subunit processome component",71.4533661993006,46.5558708844096,-0.470343913679892,0.000156676937485406
"331","VAT1L",4,7,"vesicle amine transport 1 like",2.03842075779352,0.988742171563768,-0.767308604018268,0.000110049104926367
"332","VPS25",4,7,"vacuolar protein sorting 25 homolog",107.875222359713,75.1866819915517,-0.383723739876226,0.0795781200190245
"333","WARS2",4,7,"tryptophanyl tRNA synthetase 2, mitochondrial",16.5450403069914,12.1694168596017,-0.353108701556711,0.0135076360679818
"334","WDR43",4,7,"WD repeat domain 43",73.1600915320557,54.2608427833669,-0.332710469857882,0.0059274468843254
"335","WDR5",3,7,"WD repeat domain 5",64.258510218504,46.2858446191604,-0.371308471758832,0.00213860288568957
"336","WDYHV1",1,7,"WDYHV motif containing 1",28.8034468195725,21.4151048959874,-0.337570943004201,0.0215751153757174
"337","XDH",4,5,"xanthine dehydrogenase",9.54259586410937,5.53776066807983,-0.567682155424084,8.97435200196767e-05
"338","XRCC3",3,7,"X-ray repair cross complementing 3",22.3277747329042,14.162394217247,-0.493064717794965,0.00029111692698462
"339","XRCC5",1,7,"X-ray repair cross complementing 5",336.289130137967,252.786924590405,-0.331330889080239,0.0102916318180418
"340","YEATS4",6,7,"YEATS domain containing 4",47.1061866136238,31.6210166010334,-0.44550030060952,0.00093778239539477
"341","YWHAE",6,7,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon",763.166265867663,563.308981990785,-0.347057982877191,0.00739760318689239
"342","ZBTB14",6,7,"zinc finger and BTB domain containing 14",6.12650098921378,4.34946028604486,-0.382614780520303,0.0164575780417509
"343","ZC3H15",1,7,"zinc finger CCCH-type containing 15",98.8958603483675,79.9035785330428,-0.259303709746888,0.0392645058550365
"344","ZNF200",1,7,"zinc finger protein 200",5.07326831264179,3.49140505705697,-0.421754577782813,0.0127834977362748
"345","ZNF202",1,7,"zinc finger protein 202",7.82230720412019,5.07151592927104,-0.476932979899578,0.00100423742295536
"346","ZNF219",6,7,"zinc finger protein 219",25.8179425854489,17.6618031062555,-0.420236560047902,0.00169667599194348
"347","ZNF282",4,7,"zinc finger protein 282",22.748791351471,16.4952540715063,-0.364842930859262,0.0156467407703309
"348","ZNF638",1,7,"zinc finger protein 638",35.4643780966319,28.6924407394123,-0.252595048489433,0.0581762852093816
"349","ZNF76",3,7,"zinc finger protein 76",16.6796123274649,12.5460691129591,-0.331648788770432,0.0297858401093674
"350","ZNF768",3,7,"zinc finger protein 768",21.5497846961723,16.3229205285194,-0.311959101546877,0.0591063253136166
"351","ZSCAN5A",4,7,"zinc finger and SCAN domain containing 5A",5.25919466515605,3.11322397398558,-0.557247368172331,0.0040553752440686
