gene	order	color	sort1	group1
chr12;57156107;57158107;uc001smg.1;+;HSD17B6	17283	#4900FFFF	6	6
chr12;57350418;57352418;uc001smi.4;-;RDH16	424	#FF0000FF	1	1
chr12;57387354;57389354;uc001smk.3;+;GPR182	2535	#FFDB00FF	2	2
chr12;57399297;57401297;uc001sml.2;-;ZBTB39	425	#FF0000FF	1	1
chr12;57409344;57411344;uc001smp.3;-;TAC3	14756	#0092FFFF	5	5
chr12;57471574;57473574;uc001smy.3;-;TMEM194A	19716	#FF00DBFF	7	7
chr12;57481676;57483676;uc001smz.3;+;NAB2	4885	#49FF00FF	3	3
chr12;57504196;57506196;uc001sna.3;-;STAT6	426	#FF0000FF	1	1
chr12;57521281;57523281;uc001snd.3;+;LRP1	17284	#4900FFFF	6	6
chr12;57622355;57624355;uc001snf.2;+;SHMT2	4886	#49FF00FF	3	3
chr12;57633475;57635475;uc001sno.3;-;NDUFA4L2	4887	#49FF00FF	3	3
chr12;57643976;57645976;uc001snp.2;-;STAC3	19717	#FF00DBFF	7	7
chr12;57827542;57829542;uc001snv.1;+;INHBC	14757	#0092FFFF	5	5
chr12;57848095;57850095;uc001snw.3;+;INHBE	14758	#0092FFFF	5	5
chr12;57852917;57854917;uc001snx.3;+;GLI1	8397	#00FF92FF	4	4
chr12;57880719;57882719;uc001sog.3;+;MARS	427	#FF0000FF	1	1
chr12;57915658;57917658;uc001soj.1;+;MBD6	8398	#00FF92FF	4	4
chr12;57940114;57942114;uc001som.2;-;DCTN2	2536	#FFDB00FF	2	2
chr12;57942846;57944846;uc001sor.1;+;KIF5A	8399	#00FF92FF	4	4
chr12;57983941;57985941;uc001sot.3;+;PIP4K2C	428	#FF0000FF	1	1
chr12;57997603;57999603;uc001sow.1;+;DTX3	17285	#4900FFFF	6	6
chr12;58012692;58014692;uc001spe.3;+;SLC26A10	14759	#0092FFFF	5	5
chr12;58026022;58028022;uc001spg.2;-;B4GALNT1	8400	#00FF92FF	4	4
chr12;58086737;58088737;uc001spj.3;+;OS9	14760	#0092FFFF	5	5
chr12;58119022;58121022;uc001sps.4;+;AGAP2-AS1	19718	#FF00DBFF	7	7
chr12;58137783;58139783;uc001spt.3;+;TSPAN31	8401	#00FF92FF	4	4
chr12;58145230;58147230;uc001spv.3;-;CDK4	4888	#49FF00FF	3	3
chr12;58147880;58149880;uc001spx.2;+;MARCH9	4889	#49FF00FF	3	3
chr12;58159976;58161976;uc001spz.1;-;CYP27B1	2537	#FFDB00FF	2	2
chr12;58165382;58167382;uc001sqg.3;+;METTL21B	429	#FF0000FF	1	1
chr12;58175527;58177527;uc001sqh.3;+;TSFM	19719	#FF00DBFF	7	7
chr12;58208852;58210852;uc001sqj.2;-;AVIL	8402	#00FF92FF	4	4
chr12;58239747;58241747;uc001sqm.3;-;CTDSP2	8403	#00FF92FF	4	4
chr12;58217475;58219475;uc001sqn.2;-;MIR26A2	17286	#4900FFFF	6	6
chr12;58328947;58330947;uc001sqo.3;-;LOC100506844	8404	#00FF92FF	4	4
chr12;58334444;58336444;uc001sqp.3;+;XRCC6BP1	8405	#00FF92FF	4	4
chr12;59313319;59315319;uc001sqr.4;-;LRIG3	8406	#00FF92FF	4	4
chr12;59988820;59990820;uc001sqt.4;+;SLC16A7	4890	#49FF00FF	3	3
chr12;62585620;62587620;uc001sqw.3;-;FAM19A2	2538	#FFDB00FF	2	2
chr12;62653120;62655120;uc001src.2;+;USP15	430	#FF0000FF	1	1
chr12;62859596;62861596;uc001sre.3;+;MON2	19720	#FF00DBFF	7	7
chr12;62996214;62998214;uc001sri.1;-;C12orf61	8407	#00FF92FF	4	4
chr12;62996465;62998465;uc001srj.2;+;MIRLET7I	8408	#00FF92FF	4	4
chr12;63327665;63329665;uc001srk.3;-;PPM1H	431	#FF0000FF	1	1
chr12;63545590;63547590;uc001sro.2;-;AVPR1A	14761	#0092FFFF	5	5
chr12;64061354;64063354;uc001srp.1;-;DPY19L2	432	#FF0000FF	1	1
chr12;64172582;64174582;uc001srq.2;+;TMEM5	433	#FF0000FF	1	1
chr12;64615076;64617076;uc001srw.4;-;C12orf66	4891	#49FF00FF	3	3
chr12;64797152;64799152;uc001ssb.3;+;XPOT	4892	#49FF00FF	3	3
chr12;64844839;64846839;uc001ssc.2;+;TBK1	434	#FF0000FF	1	1
chr12;65003292;65005292;uc001ssd.3;+;RASSF3	435	#FF0000FF	1	1
chr12;65152226;65154226;uc001ssg.4;-;GNS	19721	#FF00DBFF	7	7
chr12;65276553;65278553;uc001ssj.2;+;FLJ41278	14762	#0092FFFF	5	5
chr12;65514346;65516346;uc001ssk.3;-;WIF1	2539	#FFDB00FF	2	2
chr12;65562350;65564350;uc001ssl.2;+;LEMD3	17287	#4900FFFF	6	6
chr12;66219754;66221754;uc001sso.4;-;RPSAP52	17288	#4900FFFF	6	6
chr12;66217239;66219239;uc001ssx.3;+;HMGA2	19722	#FF00DBFF	7	7
chr12;66562807;66564807;uc001stc.3;-;TMBIM4	19723	#FF00DBFF	7	7
chr12;66581977;66583977;uc001sth.3;+;IRAK3	8409	#00FF92FF	4	4
chr12;66695334;66697334;uc001sti.3;+;HELB	19724	#FF00DBFF	7	7
chr12;67071925;67073925;uc001stk.3;-;GRIP1	14763	#0092FFFF	5	5
chr12;67662060;67664060;uc001stn.2;+;CAND1	19725	#FF00DBFF	7	7
chr12;68041511;68043511;uc001str.4;+;DYRK2	4893	#49FF00FF	3	3
chr12;68552521;68554521;uc001stw.1;-;IFNG	17289	#4900FFFF	6	6
chr12;68618571;68620571;uc001stx.1;-;IL26	2540	#FFDB00FF	2	2
chr12;68646281;68648281;uc001sty.1;-;IL22	2541	#FFDB00FF	2	2
chr12;68725161;68727161;uc001stz.2;-;MDM1	4894	#49FF00FF	3	3
chr12;69003618;69005618;uc001suc.3;+;RAP1B	4895	#49FF00FF	3	3
chr12;69079730;69081730;uc001suf.3;+;NUP107	19726	#FF00DBFF	7	7
chr12;69138935;69140935;uc001suh.3;+;SLC35E3	19727	#FF00DBFF	7	7
chr12;69200970;69202970;uc001sui.4;+;MDM2	8410	#00FF92FF	4	4
chr12;69325979;69327979;uc001suq.3;-;CPM	19728	#FF00DBFF	7	7
chr12;69632316;69634316;uc001sut.4;+;CPSF6	8411	#00FF92FF	4	4
chr12;69741133;69743133;uc001suw.2;+;LYZ	2542	#FFDB00FF	2	2
chr12;69752531;69754531;uc001sux.3;+;YEATS4	8412	#00FF92FF	4	4
chr12;69863128;69865128;uc001suz.3;+;FRS2	8413	#00FF92FF	4	4
chr12;69978207;69980207;uc001svb.1;+;CCT2	2543	#FFDB00FF	2	2
chr12;70003942;70005942;uc001svc.3;-;LRRC10	17290	#4900FFFF	6	6
chr12;70092196;70094196;uc001svg.3;-;BEST3	17291	#4900FFFF	6	6
chr12;70131630;70133630;uc001svm.3;+;RAB3IP	19729	#FF00DBFF	7	7
chr12;70635773;70637773;uc001svv.3;+;CNOT2	19730	#FF00DBFF	7	7
chr12;70759061;70761061;uc001svx.3;+;KCNMB4	8414	#00FF92FF	4	4
chr12;71550779;71552779;uc001swj.1;-;TSPAN8	14764	#0092FFFF	5	5
chr12;71832549;71834549;uc001swl.4;+;LGR5	8415	#00FF92FF	4	4
chr12;72056749;72058749;uc001swo.2;-;ZFC3H1	4896	#49FF00FF	3	3
chr12;72056676;72058676;uc001swq.3;+;THAP2	4897	#49FF00FF	3	3
chr12;72078877;72080877;uc001sws.3;+;TMEM19	8416	#00FF92FF	4	4
chr12;72147657;72149657;uc001swt.3;+;RAB21	4898	#49FF00FF	3	3
chr12;72232486;72234486;uc001swu.3;+;TBC1D15	19731	#FF00DBFF	7	7
chr12;72665528;72667528;uc001sxa.3;+;TRHDE	8417	#00FF92FF	4	4
chr12;74930550;74932550;uc001sxd.4;+;ATXN7L3B	2544	#FFDB00FF	2	2
chr12;75602528;75604528;uc001sxg.2;-;KCNC2	14765	#0092FFFF	5	5
chr12;75722836;75724836;uc001sxk.4;-;CAPS2	8418	#00FF92FF	4	4
chr12;75727462;75729462;uc001sxn.3;+;GLIPR1L1	2545	#FFDB00FF	2	2
chr12;75783849;75785849;uc001sxr.2;+;GLIPR1L2	19732	#FF00DBFF	7	7
chr12;75873512;75875512;uc001sxs.3;+;GLIPR1	17292	#4900FFFF	6	6
chr12;75904418;75906418;uc001sxt.3;-;KRR1	436	#FF0000FF	1	1
chr12;76424556;76426556;uc001sxu.3;-;PHLDA1	4899	#49FF00FF	3	3
chr12;76477738;76479738;uc001sxx.2;-;NAP1L1	437	#FF0000FF	1	1
chr12;76741222;76743222;uc001syd.1;-;BBS10	19733	#FF00DBFF	7	7
chr12;76952589;76954589;uc001sye.1;-;OSBPL8	19734	#FF00DBFF	7	7
chr12;77156853;77158853;uc001syk.1;+;ZDHHC17	4900	#49FF00FF	3	3
chr12;77271799;77273799;uc001syl.1;-;CSRP2	19735	#FF00DBFF	7	7
chr12;77458360;77460360;uc001sym.4;-;E2F7	4901	#49FF00FF	3	3
chr12;78224068;78226068;uc001syo.3;+;NAV3	2546	#FFDB00FF	2	2
chr12;80083790;80085790;uc001syx.3;-;PAWR	4902	#49FF00FF	3	3
chr12;80327978;80329978;uc001syz.3;-;PPP1R12A	19736	#FF00DBFF	7	7
chr12;80602232;80604232;uc001szd.3;+;OTOGL	2547	#FFDB00FF	2	2
chr12;80837125;80839125;uc001sze.2;+;PTPRQ	14766	#0092FFFF	5	5
chr12;81100407;81102407;uc001szf.2;+;MYF6	17293	#4900FFFF	6	6
chr12;81109707;81111707;uc001szg.2;+;MYF5	14767	#0092FFFF	5	5
chr12;81330694;81332694;uc001szj.1;-;LIN7A	2548	#FFDB00FF	2	2
chr12;81470808;81472808;uc001szl.1;+;ACSS3	2549	#FFDB00FF	2	2
chr12;82751199;82753199;uc001szp.4;-;CCDC59	4903	#49FF00FF	3	3
chr12;82751275;82753275;uc001szq.3;+;METTL25	19737	#FF00DBFF	7	7
chr12;83079933;83081933;uc001szt.3;+;TMTC2	19738	#FF00DBFF	7	7
chr12;85305608;85307608;uc001szv.4;-;SLC6A15	4904	#49FF00FF	3	3
chr12;85429098;85431098;uc001tac.3;+;LRRIQ1	8419	#00FF92FF	4	4
chr12;85673035;85675035;uc001tae.4;+;ALX1	8420	#00FF92FF	4	4
chr12;86229318;86231318;uc001taf.1;-;RASSF9	8421	#00FF92FF	4	4
chr12;86267072;86269072;uc001tag.3;+;NTS	2550	#FFDB00FF	2	2
chr12;87231681;87233681;uc001tal.4;-;MGAT4C	17294	#4900FFFF	6	6
chr12;88422176;88424176;uc001tam.1;-;C12orf50	8422	#00FF92FF	4	4
chr12;88428267;88430267;uc001tao.3;+;C12orf29	19739	#FF00DBFF	7	7
chr12;88534993;88536993;uc001tar.3;-;CEP290	438	#FF0000FF	1	1
chr12;88535072;88537072;uc001tau.3;+;TMTC3	4905	#49FF00FF	3	3
chr12;88973250;88975250;uc001tav.3;-;KITLG	4906	#49FF00FF	3	3
chr12;89412469;89414469;uc001tax.1;-;LOC728084	2551	#FFDB00FF	2	2
chr12;89745296;89747296;uc001tay.3;-;DUSP6	14768	#0092FFFF	5	5
chr12;90048844;90050844;uc001tbh.3;-;ATP2B1	17295	#4900FFFF	6	6
chr12;90101731;90103731;uc001tbi.4;+;LINC00936	8423	#00FF92FF	4	4
chr12;91347953;91349953;uc001tbj.3;-;CCER1	17296	#4900FFFF	6	6
chr12;91397803;91399803;uc001tbk.3;-;EPYC	8424	#00FF92FF	4	4
chr12;91451131;91453131;uc001tbl.3;-;KERA	8425	#00FF92FF	4	4
chr12;91504542;91506542;uc001tbm.3;-;LUM	8426	#00FF92FF	4	4
chr12;92535447;92537447;uc001tbx.2;-;LOC256021	14769	#0092FFFF	5	5
chr12;92538673;92540673;uc001tby.3;-;BTG1	4907	#49FF00FF	3	3
chr12;92820924;92822924;uc001tcb.1;-;CLLU1OS	14770	#0092FFFF	5	5
chr12;92816734;92818734;uc001tcf.2;+;CLLU1	17297	#4900FFFF	6	6
chr12;93095618;93097618;uc001tch.2;+;C12orf74	17298	#4900FFFF	6	6
chr12;93129264;93131264;uc001tcj.2;+;PLEKHG7	8427	#00FF92FF	4	4
chr12;93322107;93324107;uc001tck.3;-;EEA1	4908	#49FF00FF	3	3
chr12;93770700;93772700;uc001tcm.3;+;NUDT4	4909	#49FF00FF	3	3
chr12;93835026;93837026;uc001tcp.3;-;UBE2N	4910	#49FF00FF	3	3
chr12;93860265;93862265;uc001tcr.3;+;MRPL42	439	#FF0000FF	1	1
chr12;94070150;94072150;uc001tda.3;+;CRADD	440	#FF0000FF	1	1
chr12;94541498;94543498;uc001tdc.3;+;PLXNC1	2552	#FFDB00FF	2	2
chr12;94852764;94854764;uc001tde.3;-;CCDC41	4911	#49FF00FF	3	3
chr12;94852778;94854778;uc001tdh.4;+;CCDC41-AS1	441	#FF0000FF	1	1
chr12;95043324;95045324;uc001tdj.2;-;TMCC3	2553	#FFDB00FF	2	2
chr12;95227173;95229173;uc001tdk.2;+;KRT19P2	2554	#FFDB00FF	2	2
chr12;95396489;95398489;uc001tdl.4;-;NDUFA12	8428	#00FF92FF	4	4
chr12;95466404;95468404;uc001tdm.5;-;NR2C1	19740	#FF00DBFF	7	7
chr12;95610240;95612240;uc001tdp.4;-;FGD6	4912	#49FF00FF	3	3
chr12;95610521;95612521;uc001tdz.2;+;VEZT	19741	#FF00DBFF	7	7
chr12;95701195;95703195;uc001tea.1;+;MIR331	8429	#00FF92FF	4	4
chr12;95702698;95704698;uc001teb.3;+;MIR3685	2555	#FFDB00FF	2	2
chr12;95866821;95868821;uc001tec.3;+;METAP2	8430	#00FF92FF	4	4
chr12;96183536;96185536;uc001tei.3;-;NTN4	8431	#00FF92FF	4	4
chr12;96251708;96253708;uc001tej.3;+;SNRPF	19742	#FF00DBFF	7	7
chr12;96335428;96337428;uc001tek.2;-;CCDC38	4913	#49FF00FF	3	3
chr12;96336070;96338070;uc001tel.2;+;AMDHD1	4914	#49FF00FF	3	3
chr12;96389143;96391143;uc001tem.2;-;HAL	2556	#FFDB00FF	2	2
chr12;96428439;96430439;uc001ten.2;-;LTA4H	442	#FF0000FF	1	1
chr12;96587206;96589206;uc001teo.1;+;ELK3	19743	#FF00DBFF	7	7
chr12;97300000;97302000;uc001tev.4;+;NEDD1	443	#FF0000FF	1	1
chr12;97857798;97859798;uc001tey.1;+;RMST	14771	#0092FFFF	5	5
chr12;97956589;97958589;uc001tfb.3;+;MIR135A2	2557	#FFDB00FF	2	2
chr12;98896633;98898633;uc001tff.2;-;LOC643770	8432	#00FF92FF	4	4
chr12;98909004;98911004;uc001tfg.3;-;TMPO-AS1	444	#FF0000FF	1	1
chr12;98908350;98910350;uc001tfh.2;+;TMPO	19744	#FF00DBFF	7	7
chr12;98986402;98988402;uc001tfo.3;+;SLC25A3	2558	#FFDB00FF	2	2
chr12;98992412;98994412;uc001tfu.1;+;SNORA53	8433	#00FF92FF	4	4
chr12;99037829;99039829;uc001tfx.4;-;IKBIP	4915	#49FF00FF	3	3
chr12;99038077;99040077;uc001tfz.3;+;APAF1	19745	#FF00DBFF	7	7
chr12;100040527;100042527;uc001tgn.3;+;FAM71C	2559	#FFDB00FF	2	2
chr12;100535642;100537642;uc001tgq.3;-;UHRF1BP1L	445	#FF0000FF	1	1
chr12;100566121;100568121;uc001tgz.4;-;GOLGA2P5	8434	#00FF92FF	4	4
chr12;100592864;100594864;uc001thb.2;+;ACTR6	4916	#49FF00FF	3	3
chr12;100659857;100661857;uc001thi.3;-;DEPDC4	4917	#49FF00FF	3	3
chr12;100660548;100662548;uc001thn.3;+;SCYL2	8435	#00FF92FF	4	4
chr12;100896137;100898137;uc001tht.2;+;NR1H4	14772	#0092FFFF	5	5
chr12;100966488;100968488;uc001thu.3;+;GAS2L3	19746	#FF00DBFF	7	7
chr12;101187373;101189373;uc001thw.2;+;ANO4	446	#FF0000FF	1	1
chr12;101603016;101605016;uc001thz.4;-;SLC5A8	2560	#FFDB00FF	2	2
chr12;101672904;101674904;uc001tia.1;+;UTP20	19747	#FF00DBFF	7	7
chr12;101800572;101802572;uc001tib.3;-;ARL1	19748	#FF00DBFF	7	7
chr12;102090416;102092416;uc001tin.3;+;CHPT1	4918	#49FF00FF	3	3
chr12;102132250;102134250;uc001tis.3;-;SYCP3	17299	#4900FFFF	6	6
chr12;102223645;102225645;uc001tit.3;-;GNPTAB	19749	#FF00DBFF	7	7
chr12;102270104;102272104;uc001tix.3;+;DRAM1	19750	#FF00DBFF	7	7
chr12;102511361;102513361;uc001tjc.3;-;NUP37	2561	#FFDB00FF	2	2
chr12;102512955;102514955;uc001tjf.3;+;PARPBP	8436	#00FF92FF	4	4
chr12;102590614;102592614;uc001tjl.3;-;PMCH	14773	#0092FFFF	5	5
chr12;102873378;102875378;uc001tjp.4;-;IGF1	8437	#00FF92FF	4	4
chr12;103310381;103312381;uc001tjq.1;-;PAH	19751	#FF00DBFF	7	7
chr12;103350451;103352451;uc001tjr.4;+;ASCL1	8438	#00FF92FF	4	4
chr12;103888746;103890746;uc001tjt.2;-;C12orf42	8439	#00FF92FF	4	4
chr12;103980068;103982068;uc001tjw.3;+;STAB2	14774	#0092FFFF	5	5
chr12;104323111;104325111;uc001tkb.2;+;HSP90B1	8440	#00FF92FF	4	4
chr12;104358592;104360592;uc001tkg.3;+;TDG	447	#FF0000FF	1	1
chr12;104443066;104445066;uc001tkh.1;-;GLT8D2	4919	#49FF00FF	3	3
chr12;104457235;104459235;uc001tkj.4;+;HCFC2	4920	#49FF00FF	3	3
chr12;104531040;104533040;uc001tkl.1;-;NFYB	4921	#49FF00FF	3	3
chr12;104696509;104698509;uc001tkw.3;+;EID3	2562	#FFDB00FF	2	2
chr12;104849691;104851691;uc001tkz.3;+;CHST11	4922	#49FF00FF	3	3
chr12;105321472;105323472;uc001tla.3;-;SLC41A2	17300	#4900FFFF	6	6
chr12;105379097;105381097;uc001tlb.3;+;C12orf45	19752	#FF00DBFF	7	7
chr12;105477341;105479341;uc001tlc.3;-;ALDH1L2	8441	#00FF92FF	4	4
chr12;105500491;105502491;uc001tld.3;+;KIAA1033	19753	#FF00DBFF	7	7
chr12;105723413;105725413;uc001tlh.4;+;C12orf75	8442	#00FF92FF	4	4
chr12;106532811;106534811;uc001tlj.1;-;NUAK1	14775	#0092FFFF	5	5
chr12;106640713;106642713;uc001tlk.3;-;CKAP4	8443	#00FF92FF	4	4
chr12;106695580;106697580;uc001tln.3;+;TCP11L2	19754	#FF00DBFF	7	7
chr12;106750435;106752435;uc001tlp.3;+;POLR3B	8444	#00FF92FF	4	4
chr12;106993914;106995914;uc001tlt.3;+;RFX4	17301	#4900FFFF	6	6
chr12;107077478;107079478;uc001tlu.3;-;LOC100505978	2563	#FFDB00FF	2	2
chr12;107167398;107169398;uc001tlx.3;+;RIC8B	8445	#00FF92FF	4	4
chr12;107348543;107350543;uc001tmb.3;+;C12orf23	19755	#FF00DBFF	7	7
chr12;107379944;107381944;uc001tmg.2;-;MTERFD3	19756	#FF00DBFF	7	7
chr12;107486635;107488635;uc001tmi.4;-;CRY1	448	#FF0000FF	1	1
chr12;107711196;107713196;uc001tmk.1;+;BTBD11	4923	#49FF00FF	3	3
chr12;108078589;108080589;uc001tmo.1;+;PWP1	19757	#FF00DBFF	7	7
chr12;108153914;108155914;uc001tmp.3;-;PRDM4	8446	#00FF92FF	4	4
chr12;108167161;108169161;uc001tmr.3;+;ASCL4	14776	#0092FFFF	5	5
chr12;108522510;108524510;uc001tms.3;+;WSCD2	2564	#FFDB00FF	2	2
chr12;108908050;108910050;uc001tmx.1;+;FICD	8447	#00FF92FF	4	4
chr12;108954165;108956165;uc001tmz.1;-;SART3	449	#FF0000FF	1	1
chr12;108990894;108992894;uc001tng.3;-;TMEM119	8448	#00FF92FF	4	4
chr12;109250359;109252359;uc001tnm.3;-;SSH1	4924	#49FF00FF	3	3
chr12;109272338;109274338;uc001tnr.4;+;DAO	14777	#0092FFFF	5	5
chr12;109534398;109536398;uc001tnz.2;+;UNG	8449	#00FF92FF	4	4
chr12;109576201;109578201;uc001toc.3;+;ACACB	8450	#00FF92FF	4	4
chr12;109746025;109748025;uc001toe.4;-;FOXN4	8451	#00FF92FF	4	4
chr12;109914155;109916155;uc001toi.1;-;KCTD10	8452	#00FF92FF	4	4
chr12;109914427;109916427;uc001toq.4;+;UBE3B	4925	#49FF00FF	3	3
chr12;110010358;110012358;uc001tou.3;-;MMAB	450	#FF0000FF	1	1
chr12;110010499;110012499;uc001toy.4;+;MVK	4926	#49FF00FF	3	3
chr12;110151186;110153186;uc001tpd.2;+;FAM222A	8453	#00FF92FF	4	4
chr12;110270212;110272212;uc001tpk.2;-;TRPV4	4927	#49FF00FF	3	3
chr12;110317293;110319293;uc001tpm.3;-;GLTP	19758	#FF00DBFF	7	7
chr12;110337078;110339078;uc001tpn.3;+;TCHP	451	#FF0000FF	1	1
chr12;110433194;110435194;uc001tps.2;-;GIT2	452	#FF0000FF	1	1
chr12;110436234;110438234;uc001tpx.3;+;ANKRD13A	8454	#00FF92FF	4	4
chr12;110504500;110506500;uc001tqd.1;-;C12orf76	17302	#4900FFFF	6	6
chr12;110561139;110563139;uc001tqi.3;+;IFT81	453	#FF0000FF	1	1
chr12;110718031;110720031;uc001tqk.4;+;ATP2A2	4928	#49FF00FF	3	3
chr12;110840535;110842535;uc001tqo.2;-;ANAPC7	2565	#FFDB00FF	2	2
chr12;110887158;110889158;uc001tqq.3;-;ARPC3	19759	#FF00DBFF	7	7
chr12;110905231;110907231;uc001tqu.4;+;FAM216A	4929	#49FF00FF	3	3
chr12;110938916;110940916;uc001tqx.3;-;VPS29	454	#FF0000FF	1	1
chr12;110939004;110941004;uc001trf.4;+;RAD9B	19760	#FF00DBFF	7	7
chr12;111020064;111022064;uc001trh.1;-;PPTC7	8455	#00FF92FF	4	4
chr12;111050831;111052831;uc001trn.4;+;TCTN1	4930	#49FF00FF	3	3
chr12;111125962;111127962;uc001trs.2;-;HVCN1	8456	#00FF92FF	4	4
chr12;111283810;111285810;uc001trv.1;+;CCDC63	8457	#00FF92FF	4	4
chr12;111357404;111359404;uc001try.4;-;MYL2	17303	#4900FFFF	6	6
chr12;111373405;111375405;uc001trz.3;+;LOC100131138	8458	#00FF92FF	4	4
chr12;111470827;111472827;uc001tsa.2;+;CUX2	2566	#FFDB00FF	2	2
chr12;111842751;111844751;uc001tse.3;+;SH2B3	455	#FF0000FF	1	1
chr12;112036480;112038480;uc001tsj.3;-;ATXN2	4931	#49FF00FF	3	3
chr12;112122790;112124790;uc001tsn.4;-;BRAP	4932	#49FF00FF	3	3
chr12;112203690;112205690;uc001tst.3;+;ALDH2	2567	#FFDB00FF	2	2
chr12;112279706;112281706;uc001tsy.2;-;MAPKAPK5-AS1	8459	#00FF92FF	4	4
chr12;112279031;112281031;uc001tta.4;+;MAPKAPK5	14778	#0092FFFF	5	5
chr12;112450023;112452023;uc001ttd.2;-;TMEM116	4933	#49FF00FF	3	3
chr12;112450151;112452151;uc001ttk.1;+;ERP29	456	#FF0000FF	1	1
chr12;112545635;112547635;uc001ttm.3;-;NAA25	19761	#FF00DBFF	7	7
chr12;112562348;112564348;uc001ttp.3;+;TRAFD1	19762	#FF00DBFF	7	7
chr12;112846443;112848443;uc001ttv.3;-;RPL6	8460	#00FF92FF	4	4
chr12;112855535;112857535;uc001ttx.3;+;PTPN11	8461	#00FF92FF	4	4
chr12;113228548;113230548;uc001ttz.3;+;RPH3A	8462	#00FF92FF	4	4
chr12;113343738;113345738;uc001tud.3;+;OAS1	8463	#00FF92FF	4	4
chr12;113375248;113377248;uc001tug.3;+;OAS3	19763	#FF00DBFF	7	7
chr12;113415273;113417273;uc001tuj.3;+;OAS2	8464	#00FF92FF	4	4
chr12;113494661;113496661;uc001tuk.1;+;DTX1	14779	#0092FFFF	5	5
chr12;113572559;113574559;uc001tul.3;-;RASAL1	457	#FF0000FF	1	1
chr12;113622284;113624284;uc001tuq.4;-;DDX54	8465	#00FF92FF	4	4
chr12;113622554;113624554;uc001tur.1;+;C12orf52	8466	#00FF92FF	4	4
chr12;113657880;113659880;uc001tuu.3;-;IQCD	19764	#FF00DBFF	7	7
chr12;113658259;113660259;uc001tux.3;+;TPCN1	4934	#49FF00FF	3	3
chr12;113771925;113773925;uc001tvc.3;-;SLC24A6	8467	#00FF92FF	4	4
chr12;113795370;113797370;uc001tve.2;+;PLBD2	8468	#00FF92FF	4	4
chr12;113840692;113842692;uc001tvg.3;-;SDS	8469	#00FF92FF	4	4
chr12;113859215;113861215;uc001tvi.3;+;SDSL	19765	#FF00DBFF	7	7
chr12;113908877;113910877;uc001tvj.1;-;LHX5	17304	#4900FFFF	6	6
chr12;115120969;115122969;uc001tvt.1;-;TBX3	8470	#00FF92FF	4	4
chr12;116713991;116715991;uc001tvw.3;-;MED13L	8471	#00FF92FF	4	4
chr12;116970226;116972226;uc001tvx.1;+;LINC00173	19766	#FF00DBFF	7	7
chr12;117174843;117176843;uc001tvz.1;-;C12orf49	8472	#00FF92FF	4	4
chr12;117318232;117320232;uc001twe.4;-;HRK	8473	#00FF92FF	4	4
chr12;117347760;117349760;uc001twg.1;+;FBXW8	2568	#FFDB00FF	2	2
chr12;117536251;117538251;uc001twh.3;-;TESC	2569	#FFDB00FF	2	2
chr12;117627300;117629300;uc001twk.3;-;FBXO21	8474	#00FF92FF	4	4
chr12;117798607;117800607;uc001twn.2;-;NOS1	8475	#00FF92FF	4	4
chr12;118405028;118407028;uc001two.2;-;KSR2	17305	#4900FFFF	6	6
chr12;118453505;118455505;uc001twq.3;+;RFC5	458	#FF0000FF	1	1
chr12;118497951;118499951;uc001twr.2;-;WSB2	8476	#00FF92FF	4	4
chr12;118540810;118542810;uc001tws.3;-;VSIG10	8477	#00FF92FF	4	4
chr12;118572869;118574869;uc001twu.1;+;PEBP1	8478	#00FF92FF	4	4
chr12;118809750;118811750;uc001twy.4;-;TAOK3	19767	#FF00DBFF	7	7
chr12;118813357;118815357;uc001twz.3;+;SUDS3	8479	#00FF92FF	4	4
chr12;119418299;119420299;uc001txa.2;+;SRRM4	8480	#00FF92FF	4	4
chr12;119615594;119617594;uc001txb.3;+;HSPB8	8481	#00FF92FF	4	4
chr12;119771516;119773516;uc001txe.3;+;CCDC60	2570	#FFDB00FF	2	2
chr12;120104760;120106760;uc001txg.3;+;PRKAB1	19768	#FF00DBFF	7	7
chr12;120314095;120316095;uc001txj.2;-;CIT	459	#FF0000FF	1	1
chr12;120426647;120428647;uc001txl.1;+;CCDC64	8482	#00FF92FF	4	4
chr12;120553643;120555643;uc001txm.2;-;RAB35	4935	#49FF00FF	3	3
chr12;120631513;120633513;uc001txo.3;-;GCN1L1	19769	#FF00DBFF	7	7
chr12;120638014;120640014;uc001txq.3;-;RPLP0	17306	#4900FFFF	6	6
chr12;120702574;120704574;uc001txv.3;-;PXN	8483	#00FF92FF	4	4
chr12;120739123;120741123;uc001tyc.3;+;SIRT4	19770	#FF00DBFF	7	7
chr12;120764592;120766592;uc001tyd.3;-;PLA2G1B	14780	#0092FFFF	5	5
chr12;120805983;120807983;uc001tye.2;-;MSI1	8484	#00FF92FF	4	4
chr12;120874892;120876892;uc001tyf.2;+;COX6A1	19771	#FF00DBFF	7	7
chr12;120883215;120885215;uc001tyg.3;-;TRIAP1	4936	#49FF00FF	3	3
chr12;120906558;120908558;uc001tyi.3;-;SRSF9	8485	#00FF92FF	4	4
chr12;120932749;120934749;uc001tyk.2;-;DYNLL1-AS1	19772	#FF00DBFF	7	7
chr12;120932858;120934858;uc001tym.3;+;DYNLL1	460	#FF0000FF	1	1
chr12;120965964;120967964;uc001tyn.3;-;COQ5	8486	#00FF92FF	4	4
