gene	order	color	sort1	group1
chr1;249119154;249121154;uc001iew.1;-;SH3BP5L	10022	#0092FFFF	5	5
chr1;249131529;249133529;uc001iex.3;+;ZNF672	7652	#00FF92FF	4	4
chr1;249152315;249154315;uc001ifc.2;-;ZNF692	10023	#0092FFFF	5	5
chr1;249199441;249201441;uc001ifh.3;+;PGBD2	12704	#4900FFFF	6	6
chr10;94178;96178;uc001ifi.2;-;TUBB8	12705	#4900FFFF	6	6
chr10;734608;736608;uc001ifp.3;-;DIP2C	12706	#4900FFFF	6	6
chr10;695016;697016;uc001ifr.3;+;PRR26	10024	#0092FFFF	5	5
chr10;1033348;1035348;uc001ift.3;+;GTPBP4	10025	#0092FFFF	5	5
chr10;1070799;1072799;uc001ifv.1;-;IDI2	12707	#4900FFFF	6	6
chr10;1067576;1069576;uc001ifw.3;+;IDI2-AS1	12708	#4900FFFF	6	6
chr10;1094061;1096061;uc001iga.3;-;IDI1	10026	#0092FFFF	5	5
chr10;1101775;1103775;uc001igf.1;+;WDR37	19306	#FF00DBFF	7	7
chr10;1567824;1569824;uc001ign.3;+;ADARB2-AS1	10027	#0092FFFF	5	5
chr10;2055542;2057542;uc001igo.2;-;LINC00700	12709	#4900FFFF	6	6
chr10;3108711;3110711;uc001igp.3;+;PFKP	19307	#FF00DBFF	7	7
chr10;3182792;3184792;uc001igv.2;+;PITRM1-AS1	4996	#49FF00FF	3	3
chr10;3826473;3828473;uc001iha.3;-;KLF6	12710	#4900FFFF	6	6
chr10;4697347;4699347;uc001ihg.3;+;LINC00705	4997	#49FF00FF	3	3
chr10;4867368;4869368;uc001ihi.4;+;AKR1E2	12711	#4900FFFF	6	6
chr10;4957465;4959465;uc001ihm.4;-;AKR1C6P	12712	#4900FFFF	6	6
chr10;5059225;5061225;uc001iht.3;-;AKR1C2	10028	#0092FFFF	5	5
chr10;5237797;5239797;uc001ihw.2;+;AKR1C4	19308	#FF00DBFF	7	7
chr10;5405975;5407975;uc001ihx.1;+;UCN3	7653	#00FF92FF	4	4
chr10;5445793;5447793;uc001ihy.3;-;TUBAL3	7654	#00FF92FF	4	4
chr10;5453513;5455513;uc001iia.4;+;NET1	12713	#4900FFFF	6	6
chr10;5540533;5542533;uc001iic.2;-;CALML5	10029	#0092FFFF	5	5
chr10;5565923;5567923;uc001iie.1;+;CALML3	19309	#FF00DBFF	7	7
chr10;5707558;5709558;uc001iig.2;-;ASB13	4998	#49FF00FF	3	3
chr10;5725800;5727800;uc001iij.3;+;FAM208B	10030	#0092FFFF	5	5
chr10;5854512;5856512;uc001iil.4;-;GDI2	10031	#0092FFFF	5	5
chr10;5935348;5937348;uc001iit.4;+;FBXO18	2466	#FFDB00FF	2	2
chr10;6103333;6105333;uc001iiz.2;-;IL2RA	212	#FF0000FF	1	1
chr10;6129948;6131948;uc001ijb.3;+;RBM17	12714	#4900FFFF	6	6
chr10;6243839;6245839;uc001ije.3;+;PFKFB3	12715	#4900FFFF	6	6
chr10;6621254;6623254;uc001ijj.2;-;PRKCQ	12716	#4900FFFF	6	6
chr10;6820559;6822559;uc001ijm.3;+;LINC00707	12717	#4900FFFF	6	6
chr10;7744235;7746235;uc001ijs.3;+;ITIH2	12718	#4900FFFF	6	6
chr10;7828990;7830990;uc001ijt.3;-;KIN	2467	#FFDB00FF	2	2
chr10;7829092;7831092;uc001iju.3;+;ATP5C1	10032	#0092FFFF	5	5
chr10;8094447;8096447;uc001ijx.1;-;GATA3-AS1	10033	#0092FFFF	5	5
chr10;8095666;8097666;uc001ijz.3;+;GATA3	12719	#4900FFFF	6	6
chr10;10835877;10837877;uc001ikf.1;-;SFTA1P	12720	#4900FFFF	6	6
chr10;11058892;11060892;uc001ikl.4;+;CELF2	12721	#4900FFFF	6	6
chr10;11146451;11148451;uc001ikn.2;-;CELF2-AS2	7655	#00FF92FF	4	4
chr10;11573274;11575274;uc001iks.1;-;USP6NL	213	#FF0000FF	1	1
chr10;11783355;11785355;uc001ikw.4;+;ECHDC3	4999	#49FF00FF	3	3
chr10;11864396;11866396;uc001ikx.3;+;PROSER2	5000	#49FF00FF	3	3
chr10;11935709;11937709;uc001iky.2;-;PROSER2-AS1	12722	#4900FFFF	6	6
chr10;12083840;12085840;uc001ilb.3;-;UPF2	2468	#FFDB00FF	2	2
chr10;12109915;12111915;uc001ild.5;+;DHTKD1	7656	#00FF92FF	4	4
chr10;12170639;12172639;uc001ile.2;+;SEC61A2	12723	#4900FFFF	6	6
chr10;12237143;12239143;uc001ilj.3;-;NUDT5	2469	#FFDB00FF	2	2
chr10;12236960;12238960;uc001ill.3;+;CDC123	5001	#49FF00FF	3	3
chr10;12390582;12392582;uc001ilo.3;+;CAMK1D	12724	#4900FFFF	6	6
chr10;12874132;12876132;uc001ilp.4;+;LOC283070	19310	#FF00DBFF	7	7
chr10;13042704;13044704;uc001ilq.1;-;CCDC3	5002	#49FF00FF	3	3
chr10;13141081;13143081;uc001ilx.1;+;OPTN	5003	#49FF00FF	3	3
chr10;13202553;13204553;uc001ima.3;+;MCM10	10034	#0092FFFF	5	5
chr10;13275328;13277328;uc001imd.3;-;UCMA	7657	#00FF92FF	4	4
chr10;13341130;13343130;uc001imf.3;-;PHYH	7658	#00FF92FF	4	4
chr10;13389298;13391298;uc001imk.3;-;SEPHS1	12725	#4900FFFF	6	6
chr10;13543976;13545976;uc001imm.2;-;BEND7	214	#FF0000FF	1	1
chr10;13627938;13629938;uc001imp.3;+;PRPF18	215	#FF0000FF	1	1
chr10;14371866;14373866;uc001ims.3;-;FRMD4A	12726	#4900FFFF	6	6
chr10;14815896;14817896;uc001ina.1;-;FAM107B	5004	#49FF00FF	3	3
chr10;14878983;14880983;uc001inb.1;-;CDNF	5005	#49FF00FF	3	3
chr10;14879158;14881158;uc001ind.4;+;HSPA14	2470	#FFDB00FF	2	2
chr10;14879158;14881158;uc001inf.4;+;HSPA14	2471	#FFDB00FF	2	2
chr10;14995094;14997094;uc001inn.3;-;DCLRE1C	5006	#49FF00FF	3	3
chr10;15084894;15086894;uc001inu.2;+;OLAH	12727	#4900FFFF	6	6
chr10;15129775;15131775;uc001inv.3;-;ACBD7	12728	#4900FFFF	6	6
chr10;15138318;15140318;uc001inw.3;-;C10orf111	10035	#0092FFFF	5	5
chr10;15138178;15140178;uc001inx.5;+;RPP38	2472	#FFDB00FF	2	2
chr10;15209695;15211695;uc001inz.1;-;NMT2	2473	#FFDB00FF	2	2
chr10;15412058;15414058;uc001iob.3;-;FAM171A1	19311	#FF00DBFF	7	7
chr10;15760770;15762770;uc001ioc.1;-;ITGA8	12729	#4900FFFF	6	6
chr10;15901519;15903519;uc001iod.1;-;FAM188A	216	#FF0000FF	1	1
chr10;16477941;16479941;uc001ioi.2;+;PTER	2474	#FFDB00FF	2	2
chr10;16563004;16565004;uc001ioj.1;-;C1QL3	5007	#49FF00FF	3	3
chr10;16858453;16860453;uc001iol.3;-;RSU1	7659	#00FF92FF	4	4
chr10;17170816;17172816;uc001ioo.3;-;CUBN	5008	#49FF00FF	3	3
chr10;17243070;17245070;uc001iop.3;-;TRDMT1	19312	#FF00DBFF	7	7
chr10;17269257;17271257;uc001iou.2;+;VIM	7660	#00FF92FF	4	4
chr10;17495254;17497254;uc001ipd.3;-;ST8SIA6	19313	#FF00DBFF	7	7
chr10;17658373;17660373;uc001ipg.3;-;PTPLA	5009	#49FF00FF	3	3
chr10;17685123;17687123;uc001ipj.2;+;STAM	2475	#FFDB00FF	2	2
chr10;18239767;18241767;uc001ipo.2;+;SLC39A12	12730	#4900FFFF	6	6
chr10;18298491;18300491;uc001ipq.1;-;LOC100129213	12731	#4900FFFF	6	6
chr10;18428605;18430605;uc001ipr.2;+;CACNB2	217	#FF0000FF	1	1
chr10;18947312;18949312;uc001iqd.1;+;ARL5B	2476	#FFDB00FF	2	2
chr10;20104371;20106371;uc001iqg.1;+;PLXDC2	12732	#4900FFFF	6	6
chr10;21185531;21187531;uc001iqi.3;-;NEBL	12733	#4900FFFF	6	6
chr10;21434488;21436488;uc001iqm.3;-;C10orf113	12734	#4900FFFF	6	6
chr10;21785213;21787213;uc001iqn.4;-;C10orf114	10036	#0092FFFF	5	5
chr10;22291650;22293650;uc001irc.3;-;DNAJC1	5010	#49FF00FF	3	3
chr10;22633373;22635373;uc001iri.3;+;SPAG6	12735	#4900FFFF	6	6
chr10;23002503;23004503;uc001irl.4;-;PIP4K2A	19314	#FF00DBFF	7	7
chr10;23215953;23217953;uc001irm.4;+;ARMC3	218	#FF0000FF	1	1
chr10;23383426;23385426;uc001iro.3;+;MSRB2	7661	#00FF92FF	4	4
chr10;23480459;23482459;uc001irp.3;+;PTF1A	12736	#4900FFFF	6	6
chr10;23727197;23729197;uc001irr.2;+;OTUD1	12737	#4900FFFF	6	6
chr10;24496719;24498719;uc001iru.4;+;KIAA1217	12738	#4900FFFF	6	6
chr10;25011597;25013597;uc001isb.2;-;ARHGAP21	12739	#4900FFFF	6	6
chr10;25240533;25242533;uc001ise.1;-;PRTFDC1	19315	#FF00DBFF	7	7
chr10;25304085;25306085;uc001isg.2;-;ENKUR	19316	#FF00DBFF	7	7
chr10;25304507;25306507;uc001isi.4;+;THNSL1	10037	#0092FFFF	5	5
chr10;25463289;25465289;uc001isj.3;+;GPR158	10038	#0092FFFF	5	5
chr10;26222001;26224001;uc001isn.2;+;MYO3A	2477	#FFDB00FF	2	2
chr10;26504235;26506235;uc001isp.2;+;GAD2	12740	#4900FFFF	6	6
chr10;26726265;26728265;uc001iss.3;+;APBB1IP	10039	#0092FFFF	5	5
chr10;26877793;26879793;uc001ist.3;+;LINC00264	12741	#4900FFFF	6	6
chr10;26931036;26933036;uc001isu.4;+;LINC00202-2	12742	#4900FFFF	6	6
chr10;26985594;26987594;uc001isv.3;+;PDSS1	19317	#FF00DBFF	7	7
chr10;27149016;27151016;uc001isx.3;-;ABI1	10040	#0092FFFF	5	5
chr10;27229930;27231930;uc001itf.2;-;LINC00202-1	2478	#FFDB00FF	2	2
chr10;27442349;27444349;uc001itj.3;-;YME1L1	2479	#FFDB00FF	2	2
chr10;27442752;27444752;uc001itm.3;+;MASTL	2480	#FFDB00FF	2	2
chr10;27540235;27542235;uc001its.2;-;LRRC37A6P	12743	#4900FFFF	6	6
chr10;27702297;27704297;uc001itu.2;-;PTCHD3	12744	#4900FFFF	6	6
chr10;27792102;27794102;uc001itw.4;+;RAB18	2481	#FFDB00FF	2	2
chr10;28033778;28035778;uc001itx.4;-;MKX	19318	#FF00DBFF	7	7
chr10;28286977;28288977;uc001itz.3;-;ARMC4	5011	#49FF00FF	3	3
chr10;28570067;28572067;uc001iua.1;-;MPP7	19319	#FF00DBFF	7	7
chr10;28821420;28823420;uc001iuf.3;+;WAC	19320	#FF00DBFF	7	7
chr10;28965423;28967423;uc001iuj.1;+;BAMBI	12745	#4900FFFF	6	6
chr10;29576989;29578989;uc001iul.3;+;LYZL1	219	#FF0000FF	1	1
chr10;30347488;30349488;uc001iux.3;-;KIAA1462	5012	#49FF00FF	3	3
chr10;30637267;30639267;uc001iva.4;-;MTPAP	7662	#00FF92FF	4	4
chr10;30917647;30919647;uc001ivk.3;-;LYZL2	10041	#0092FFFF	5	5
chr10;31607100;31609100;uc001ivu.4;+;ZEB1	5013	#49FF00FF	3	3
chr10;32216804;32218804;uc001ivz.2;-;ARHGAP12	19321	#FF00DBFF	7	7
chr10;32344371;32346371;uc001iwe.4;-;KIF5B	2482	#FFDB00FF	2	2
chr10;32635146;32637146;uc001iwg.2;-;EPC1	12746	#4900FFFF	6	6
chr10;32734040;32736040;uc001iwk.3;+;CCDC7	2483	#FFDB00FF	2	2
chr10;32855597;32857597;uc001iwn.4;+;C10orf68	12747	#4900FFFF	6	6
chr10;33246293;33248293;uc001iwt.4;-;ITGB1	10042	#0092FFFF	5	5
chr10;33622833;33624833;uc001iwx.4;-;NRP1	10043	#0092FFFF	5	5
chr10;34060608;34062608;uc001ixd.3;-;LINC00838	5014	#49FF00FF	3	3
chr10;35415384;35417384;uc001iyb.3;+;CREM	2484	#FFDB00FF	2	2
chr10;35624801;35626801;uc001iyw.4;+;CCNY	220	#FF0000FF	1	1
chr10;35893337;35895337;uc001iyy.1;+;GJD4	19322	#FF00DBFF	7	7
chr10;35929362;35931362;uc001iyz.1;-;FZD8	221	#FF0000FF	1	1
chr10;37413784;37415784;uc001iza.1;+;ANKRD30A	222	#FF0000FF	1	1
chr10;38264453;38266453;uc001ize.1;-;ZNF25	19323	#FF00DBFF	7	7
chr10;38382263;38384263;uc001izl.3;+;ZNF37A	7663	#00FF92FF	4	4
chr10;38463598;38465598;uc001izn.3;+;LOC100129055	5015	#49FF00FF	3	3
chr10;42969938;42971938;uc001izy.3;+;LINC00839	12748	#4900FFFF	6	6
chr10;43132992;43134992;uc001jaf.1;-;ZNF33B	5016	#49FF00FF	3	3
chr10;43276953;43278953;uc001jaj.3;+;BMS1	7664	#00FF92FF	4	4
chr10;43571516;43573516;uc001jal.3;+;RET	12749	#4900FFFF	6	6
chr10;43632892;43634892;uc001jan.4;+;CSGALNACT2	7665	#00FF92FF	4	4
chr10;43761367;43763367;uc001jap.1;-;RASGEF1A	12750	#4900FFFF	6	6
chr10;43866091;43868091;uc001jaq.1;+;FXYD4	12751	#4900FFFF	6	6
chr10;44123264;44125264;uc001jba.2;+;ZNF32-AS3	7666	#00FF92FF	4	4
chr10;44143326;44145326;uc001jbc.3;-;ZNF32	12752	#4900FFFF	6	6
chr10;45454137;45456137;uc001jbk.1;-;TMEM72-AS1	5017	#49FF00FF	3	3
chr10;45405763;45407763;uc001jbn.2;+;TMEM72	2485	#FFDB00FF	2	2
chr10;45454218;45456218;uc001jbo.3;+;RASSF4	2486	#FFDB00FF	2	2
chr10;45473330;45475330;uc001jbr.4;-;C10orf10	12753	#4900FFFF	6	6
chr10;45495470;45497470;uc001jbv.2;-;C10orf25	19324	#FF00DBFF	7	7
chr10;45495272;45497272;uc001jbw.3;+;ZNF22	19325	#FF00DBFF	7	7
chr10;45810056;45812056;uc001jcc.1;-;OR13A1	12754	#4900FFFF	6	6
chr10;45868623;45870623;uc001jce.4;+;ALOX5	19326	#FF00DBFF	7	7
chr10;46167251;46169251;uc001jcp.4;-;ZFAND4	7667	#00FF92FF	4	4
chr10;46221647;46223647;uc001jcu.3;+;FAM21C	12755	#4900FFFF	6	6
chr10;46761892;46763892;uc001jdx.4;-;BMS1P1	12756	#4900FFFF	6	6
chr10;46969601;46971601;uc001jea.3;-;SYT15	7668	#00FF92FF	4	4
chr10;46992545;46994545;uc001jec.3;+;GPRIN2	10044	#0092FFFF	5	5
chr10;47082533;47084533;uc001jee.3;+;NPY4R	12757	#4900FFFF	6	6
chr10;47150400;47152400;uc001jef.3;-;LINC00842	12758	#4900FFFF	6	6
chr10;47132836;47134836;uc001jeg.3;-;HNRNPA1P33	19327	#FF00DBFF	7	7
chr10;47173143;47175143;uc001jeh.4;-;ANXA8	12759	#4900FFFF	6	6
chr10;47745919;47747919;uc001jem.3;+;ANXA8L2	12760	#4900FFFF	6	6
chr10;48254203;48256203;uc001jev.4;+;ANXA8	12761	#4900FFFF	6	6
chr10;48354088;48356088;uc001jex.3;+;ZNF488	5018	#49FF00FF	3	3
chr10;48389991;48391991;uc001jez.3;-;RBP3	12762	#4900FFFF	6	6
chr10;48415853;48417853;uc001jfa.1;-;GDF2	7669	#00FF92FF	4	4
chr10;48438138;48440138;uc001jfb.3;-;GDF10	12763	#4900FFFF	6	6
chr10;48861688;48863688;uc001jfy.4;-;FRMPD2P1	12764	#4900FFFF	6	6
chr10;48951629;48953629;uc001jgb.4;-;BMS1P1	223	#FF0000FF	1	1
chr10;49608654;49610654;uc001jgp.3;+;MAPK8	12765	#4900FFFF	6	6
chr10;49892517;49894517;uc001jha.4;+;WDFY4	19328	#FF00DBFF	7	7
chr10;50121280;50123280;uc001jhd.3;-;LRRC18	12766	#4900FFFF	6	6
chr10;50322559;50324559;uc001jhf.2;-;VSTM4	7670	#00FF92FF	4	4
chr10;50328883;50330883;uc001jhi.2;+;FAM170B-AS1	7671	#00FF92FF	4	4
chr10;50341065;50343065;uc001jhj.3;-;FAM170B	224	#FF0000FF	1	1
chr10;50395407;50397407;uc001jhn.4;-;C10orf128	7672	#00FF92FF	4	4
chr10;50746169;50748169;uc001jhs.5;-;ERCC6	5019	#49FF00FF	3	3
chr10;50817346;50819346;uc001jhw.3;+;SLC18A3	12767	#4900FFFF	6	6
chr10;50821082;50823082;uc001jhz.2;+;CHAT	12768	#4900FFFF	6	6
chr10;50886683;50888683;uc001jid.1;+;C10orf53	12769	#4900FFFF	6	6
chr10;50969425;50971425;uc001jie.3;-;OGDHL	12770	#4900FFFF	6	6
chr10;51370331;51372331;uc001jif.3;-;PARG	12771	#4900FFFF	6	6
chr10;51548552;51550552;uc001jiq.3;+;MSMB	5020	#49FF00FF	3	3
chr10;51622386;51624386;uc001jiu.4;-;TIMM23	12772	#4900FFFF	6	6
chr10;51826563;51828563;uc001jiz.1;-;FLJ31813	12773	#4900FFFF	6	6
chr10;51826683;51828683;uc001jjb.3;+;FAM21A	12774	#4900FFFF	6	6
chr10;52007370;52009370;uc001jjd.3;-;ASAH2	225	#FF0000FF	1	1
chr10;52382737;52384737;uc001jje.3;-;SGMS1	5021	#49FF00FF	3	3
chr10;52498687;52500687;uc001jjg.4;+;ASAH2B	10045	#0092FFFF	5	5
chr10;52644435;52646435;uc001jjj.3;-;A1CF	12775	#4900FFFF	6	6
chr10;52833233;52835233;uc001jjo.3;+;PRKG1	12776	#4900FFFF	6	6
chr10;53458355;53460355;uc001jjp.3;-;CSTF2T	12777	#4900FFFF	6	6
chr10;54073040;54075040;uc001jjr.3;+;DKK1	12778	#4900FFFF	6	6
chr10;54530460;54532460;uc001jjt.3;-;MBL2	12779	#4900FFFF	6	6
chr10;58120034;58122034;uc001jka.1;-;ZWINT	7673	#00FF92FF	4	4
chr10;60026694;60028694;uc001jkb.3;-;IPMK	5022	#49FF00FF	3	3
chr10;60027861;60029861;uc001jkc.5;+;CISD1	2487	#FFDB00FF	2	2
chr10;60093738;60095738;uc001jke.2;+;UBE2D1	12780	#4900FFFF	6	6
chr10;60143902;60145902;uc001jkf.4;+;TFAM	7674	#00FF92FF	4	4
chr10;60271903;60273903;uc001jki.1;+;BICC1	2488	#FFDB00FF	2	2
chr10;60935347;60937347;uc001jkk.4;+;PHYHIPL	12781	#4900FFFF	6	6
chr10;61121352;61123352;uc001jkn.3;-;FAM13C	7675	#00FF92FF	4	4
chr10;61665414;61667414;uc001jks.4;-;CCDC6	2489	#FFDB00FF	2	2
chr10;62148634;62150634;uc001jky.3;-;ANK3	12782	#4900FFFF	6	6
chr10;62537211;62539211;uc001jld.3;+;CDK1	2490	#FFDB00FF	2	2
chr10;62703033;62705033;uc001jlh.3;-;RHOBTB1	19329	#FF00DBFF	7	7
chr10;63212208;63214208;uc001jlo.2;-;TMEM26	12783	#4900FFFF	6	6
chr10;63660012;63662012;uc001jlt.2;+;ARID5B	12784	#4900FFFF	6	6
chr10;64027466;64029466;uc001jlw.3;-;RTKN2	19330	#FF00DBFF	7	7
chr10;64132915;64134915;uc001jmc.2;+;ZNF365	19331	#FF00DBFF	7	7
chr10;64563515;64565515;uc001jmg.3;+;ADO	19332	#FF00DBFF	7	7
chr10;64892006;64894006;uc001jmj.4;+;NRBF2	10046	#0092FFFF	5	5
chr10;65224722;65226722;uc001jmn.3;-;JMJD1C	7676	#00FF92FF	4	4
chr10;65280122;65282122;uc001jmt.3;+;REEP3	5023	#49FF00FF	3	3
chr10;68684791;68686791;uc001jmz.1;+;LRRTM3	19333	#FF00DBFF	7	7
chr10;69596937;69598937;uc001jnb.3;-;DNAJC12	12785	#4900FFFF	6	6
chr10;69643426;69645426;uc001jnd.3;+;SIRT1	19334	#FF00DBFF	7	7
chr10;69834103;69836103;uc001jng.4;-;HERC4	2491	#FFDB00FF	2	2
chr10;69864873;69866873;uc001jnm.5;+;MYPN	12786	#4900FFFF	6	6
chr10;69990870;69992870;uc001jnq.3;-;ATOH7	226	#FF0000FF	1	1
chr10;70091684;70093684;uc001jns.1;-;PBLD	227	#FF0000FF	1	1
chr10;70090767;70092767;uc001jnw.4;+;HNRNPH3	19335	#FF00DBFF	7	7
chr10;70165946;70167946;uc001job.3;-;RUFY2	19336	#FF00DBFF	7	7
chr10;70286280;70288280;uc001joi.3;-;SLC25A16	2492	#FFDB00FF	2	2
chr10;70319116;70321116;uc001jok.4;+;TET1	10047	#0092FFFF	5	5
chr10;70479970;70481970;uc001joo.3;+;CCAR1	7677	#00FF92FF	4	4
chr10;70513928;70515928;uc001jop.1;+;SNORD98	12787	#4900FFFF	6	6
chr10;70586293;70588293;uc001joq.3;+;STOX1	19337	#FF00DBFF	7	7
chr10;70660033;70662033;uc001jou.3;+;DDX50	19338	#FF00DBFF	7	7
chr10;70714878;70716878;uc001jov.2;+;DDX21	2493	#FFDB00FF	2	2
chr10;70747476;70749476;uc001joy.3;+;KIAA1279	7678	#00FF92FF	4	4
chr10;70846827;70848827;uc001joz.3;+;SRGN	5024	#49FF00FF	3	3
chr10;70882907;70884907;uc001jpb.3;+;VPS26A	5025	#49FF00FF	3	3
chr10;70938992;70940992;uc001jpe.1;+;SUPV3L1	10048	#0092FFFF	5	5
chr10;70979058;70981058;uc001jpf.4;+;HKDC1	19339	#FF00DBFF	7	7
chr10;71028755;71030755;uc001jpi.4;+;HK1	5026	#49FF00FF	3	3
chr10;71175674;71177674;uc001jpn.2;-;TACR2	228	#FF0000FF	1	1
chr10;71210225;71212225;uc001jpo.1;+;TSPAN15	19340	#FF00DBFF	7	7
chr10;71332210;71334210;uc001jpp.3;-;NEUROG3	5027	#49FF00FF	3	3
chr10;71389002;71391002;uc001jpq.4;+;C10orf35	5028	#49FF00FF	3	3
chr10;71560643;71562643;uc001jql.3;+;COL13A1	2494	#FFDB00FF	2	2
chr10;71811356;71813356;uc001jqm.3;+;H2AFY2	229	#FF0000FF	1	1
chr10;71891690;71893690;uc001jqp.2;-;AIFM2	7679	#00FF92FF	4	4
chr10;71905496;71907496;uc001jqr.4;-;TYSND1	19341	#FF00DBFF	7	7
chr10;71992190;71994190;uc001jqv.1;-;PPA1	19342	#FF00DBFF	7	7
chr10;72162860;72164860;uc001jrb.3;+;EIF4EBP2	10049	#0092FFFF	5	5
chr10;72200465;72202465;uc001jrc.2;-;NODAL	12788	#4900FFFF	6	6
chr10;72237563;72239563;uc001jrd.4;+;PALD1	12789	#4900FFFF	6	6
chr10;72361531;72363531;uc001jrf.4;-;PRF1	12790	#4900FFFF	6	6
chr10;72431558;72433558;uc001jrg.3;+;ADAMTS14	230	#FF0000FF	1	1
chr10;72544157;72546157;uc001jrj.1;-;TBATA	2495	#FFDB00FF	2	2
chr10;72574703;72576703;uc001jrm.3;+;SGPL1	7680	#00FF92FF	4	4
chr10;72647541;72649541;uc001jrn.1;-;PCBD1	12791	#4900FFFF	6	6
chr10;72971291;72973291;uc001jro.3;+;UNC5B	12792	#4900FFFF	6	6
chr10;73078009;73080009;uc001jrr.4;+;SLC29A3	12793	#4900FFFF	6	6
chr10;73155690;73157690;uc001jrx.4;+;CDH23	12794	#4900FFFF	6	6
chr10;73532337;73534337;uc001jsd.3;-;C10orf54	12795	#4900FFFF	6	6
chr10;73610082;73612082;uc001jsm.3;-;PSAP	5029	#49FF00FF	3	3
chr10;73723119;73725119;uc001jsn.3;+;CHST3	5030	#49FF00FF	3	3
chr10;73847531;73849531;uc001jso.2;-;SPOCK2	10050	#0092FFFF	5	5
chr10;73975199;73977199;uc001jst.2;-;ASCC1	7681	#00FF92FF	4	4
chr10;74032676;74034676;uc001jsx.1;+;DDIT4	2496	#FFDB00FF	2	2
chr10;74113907;74115907;uc001jta.2;-;DNAJB12	7682	#00FF92FF	4	4
chr10;74450888;74452888;uc001jtc.3;+;MCU	12796	#4900FFFF	6	6
chr10;74652338;74654338;uc001jte.1;+;OIT3	12797	#4900FFFF	6	6
chr10;74713510;74715510;uc001jtf.1;-;PLA2G12B	12798	#4900FFFF	6	6
chr10;74855732;74857732;uc001jtg.3;-;P4HA1	5031	#49FF00FF	3	3
chr10;74869209;74871209;uc001jtj.3;+;NUDT13	7683	#00FF92FF	4	4
chr10;74926853;74928853;uc001jtn.3;-;ECD	10051	#0092FFFF	5	5
chr10;75006262;75008262;uc001jtr.3;-;DNAJC9	7684	#00FF92FF	4	4
chr10;75011451;75013451;uc001jts.1;-;MRPS16	2497	#FFDB00FF	2	2
chr10;75172841;75174841;uc001jtz.2;-;ANXA7	2498	#FFDB00FF	2	2
chr10;75192319;75194319;uc001jud.3;-;MSS51	7685	#00FF92FF	4	4
chr10;75254782;75256782;uc001juf.3;-;PPP3CB	7686	#00FF92FF	4	4
chr10;75334433;75336433;uc001juo.3;-;USP54	2499	#FFDB00FF	2	2
chr10;75400515;75402515;uc001jur.4;-;MYOZ1	7687	#00FF92FF	4	4
chr10;75414832;75416832;uc001jut.4;-;SYNPO2L	12799	#4900FFFF	6	6
chr10;75503130;75505130;uc001jux.3;+;SEC24C	2500	#FFDB00FF	2	2
chr10;75531048;75533048;uc001jva.3;+;FUT11	19343	#FF00DBFF	7	7
chr10;75540807;75542807;uc001jvc.4;+;CHCHD1	2501	#FFDB00FF	2	2
chr10;75544381;75546381;uc001jvj.3;+;ZSWIM8	231	#FF0000FF	1	1
chr10;75570589;75572589;uc001jvk.2;-;NDST2	12800	#4900FFFF	6	6
chr10;75633349;75635349;uc001jvm.2;-;CAMK2G	2502	#FFDB00FF	2	2
chr10;75681535;75683535;uc001jvz.2;-;C10orf55	12801	#4900FFFF	6	6
chr10;75669861;75671861;uc001jwa.3;+;PLAU	7688	#00FF92FF	4	4
chr10;75756871;75758871;uc001jwd.3;+;VCL	12802	#4900FFFF	6	6
chr10;75909826;75911826;uc001jwh.3;-;AP3M1	2503	#FFDB00FF	2	2
chr10;75909942;75911942;uc001jwi.3;+;ADK	5032	#49FF00FF	3	3
chr10;76585170;76587170;uc001jwn.2;+;KAT6B	19344	#FF00DBFF	7	7
chr10;76817272;76819272;uc001jwq.1;-;DUPD1	12803	#4900FFFF	6	6
chr10;76867970;76869970;uc001jwu.3;-;DUSP13	12804	#4900FFFF	6	6
chr10;76870392;76872392;uc001jwx.2;+;SAMD8	232	#FF0000FF	1	1
chr10;76994770;76996770;uc001jxb.3;-;COMTD1	12805	#4900FFFF	6	6
chr10;77055140;77057140;uc001jxd.2;+;ZNF503-AS1	10052	#0092FFFF	5	5
chr10;77160513;77162513;uc001jxg.3;-;ZNF503	10053	#0092FFFF	5	5
chr10;77541518;77543518;uc001jxi.3;+;C10orf11	10054	#0092FFFF	5	5
chr10;79396577;79398577;uc001jxn.3;-;KCNMA1	12806	#4900FFFF	6	6
chr10;79685348;79687348;uc001jzk.3;-;DLG5	12807	#4900FFFF	6	6
chr10;79788298;79790298;uc001jzn.3;-;POLR3A	5033	#49FF00FF	3	3
chr10;79792517;79794517;uc001jzs.3;+;RPS24	12808	#4900FFFF	6	6
chr10;80007381;80009381;uc001jzv.3;+;LINC00856	12809	#4900FFFF	6	6
chr10;80827791;80829791;uc001kaf.2;+;ZMIZ1	19345	#FF00DBFF	7	7
chr10;81106219;81108219;uc001kai.3;+;PPIF	5034	#49FF00FF	3	3
chr10;81204383;81206383;uc001kak.3;-;ZCCHC24	233	#FF0000FF	1	1
chr10;81319163;81321163;uc001kal.4;-;SFTPA2	19346	#FF00DBFF	7	7
chr10;81584657;81586657;uc001kbe.2;+;LOC642361	12810	#4900FFFF	6	6
chr10;81678933;81680933;uc001kbg.1;+;MBL1P	12811	#4900FFFF	6	6
chr10;81707861;81709861;uc001kbh.3;-;SFTPD	7689	#00FF92FF	4	4
