"","extGene","wt.group","shZ.group","GENENAME","WT","shZ","b","qval"
"544","CYBA",5,3,"cytochrome b-245 alpha chain",0.537259379545978,0.379632292905622,NA,NA
"545","CYBB",2,4,"cytochrome b-245 beta chain",0.447344077129429,0.267101557404803,-0.598848214500851,0.160365525761672
"546","CYFIP2",5,3,"cytoplasmic FMR1 interacting protein 2",11.7571614806084,7.64776940354619,-0.411093001097496,0.0115932989696659
"547","CYLC2",2,3,"cylicin 2",0,0,NA,NA
"548","CYP17A1",5,7,"cytochrome P450 family 17 subfamily A member 1",0,0.0123565610776559,NA,NA
"549","CYP1B1-AS1",2,3,"CYP1B1 antisense RNA 1",0.13639924074207,0.0982755523954031,NA,NA
"550","CYP20A1",5,7,"cytochrome P450 family 20 subfamily A member 1",2.43342726844651,2.3293575544701,-0.0403479230891165,0.713507585810589
"551","CYP2C19",2,2,"cytochrome P450 family 2 subfamily C member 19",0,0.0114335270136948,NA,NA
"552","CYP2C9",2,1,"cytochrome P450 family 2 subfamily C member 9",0,0.0149104047947084,NA,NA
"553","CYP2D6",5,4,"cytochrome P450 family 2 subfamily D member 6",0.553335574118159,0.744718122219873,0.275781134241141,0.597833487726831
"554","CYP2E1",5,2,"cytochrome P450 family 2 subfamily E member 1",0.162765612363859,0.0902181805555821,-0.503948277334161,0.460163981382768
"555","CYP2G1P",5,4,"cytochrome P450 family 2 subfamily G member 1, pseudogene",0.00827962001777203,0.00911480563220282,NA,NA
"556","CYP2S1",5,3,"cytochrome P450 family 2 subfamily S member 1",0.143595194911326,0.132766622509319,NA,NA
"557","CYP2W1",5,7,"cytochrome P450 family 2 subfamily W member 1",0.102081236375613,0.0275038213805993,NA,NA
"558","CYP4F3",5,4,"cytochrome P450 family 4 subfamily F member 3",0.180955630964348,0.312021351011624,0.504649581756692,0.314732852327881
"559","CYSLTR2",2,2,"cysteinyl leukotriene receptor 2",0,0,NA,NA
"560","CYTIP",2,3,"cytohesin 1 interacting protein",0,0,NA,NA
"561","D2HGDH",5,3,"D-2-hydroxyglutarate dehydrogenase",17.3054935927711,15.6261800238211,-0.099534040254987,0.254234791317091
"562","DAB2IP",5,7,"DAB2 interacting protein",27.0519227921745,30.0630973817102,0.111234602611255,0.245241915715512
"563","DAO",5,1,"D-amino acid oxidase",0,0,NA,NA
"564","DAW1",5,1,"dynein assembly factor with WD repeats 1",6.93225113704354,7.57037338793592,0.0852402217223008,0.587663907757289
"565","DBC1",5,7,NA,NA,NA,NA,NA
"566","DBIL5P2",2,7,"diazepam binding inhibitor-like 5 pseudogene 2",0.499390408038384,1.03244633007336,0.706323765150422,0.138448492701416
"567","DBNL",5,3,"drebrin like",56.1164209728664,60.8982072801067,0.0844489934103891,0.126956901155601
"568","DCAF13P3",2,4,"DDB1 and CUL4 associated factor 13 pseudogene 3",0.0191021072942616,0.0110955123530261,NA,NA
"569","DCD",5,4,"dermcidin",0.109319545999689,0.142236651770141,NA,NA
"570","DCP1B",5,3,"decapping mRNA 1B",5.46016282682587,3.57505760129206,-0.420540010376421,0.00201919700153189
"571","DCSTAMP",2,1,"dendrocyte expressed seven transmembrane protein",0,0,NA,NA
"572","DCTN1",5,1,"dynactin subunit 1",58.5092244432309,52.7346339680355,-0.101252085875282,0.0306367658194189
"573","DCUN1D1",5,7,"defective in cullin neddylation 1 domain containing 1",26.6681506053943,26.6833723118784,0.000796384190486286,0.995967697768614
"574","DDX43",5,2,"DEAD-box helicase 43",0.0167004344234977,0.0376986162613394,NA,NA
"575","DDX47",5,1,"DEAD-box helicase 47",71.82297521076,62.5296009782644,-0.135969244183024,0.00783226814945641
"576","DEC1",2,7,"deleted in esophageal cancer 1",0.0725512889754083,0.0363662940999648,NA,NA
"577","DEFA10P",5,1,"defensin alpha 10, pseudogene",0,0,NA,NA
"578","DEFB116",2,1,"defensin beta 116",0,0,NA,NA
"579","DEFB118",2,7,"defensin beta 118",0,0,NA,NA
"580","DEFB129",5,3,"defensin beta 129",0,0,NA,NA
"581","DEFB132",2,4,"defensin beta 132",0,0,NA,NA
"582","DEFB135",2,1,"defensin beta 135",0.227040579093916,0,NA,NA
"583","DEFB4B",5,4,"defensin beta 4B",0,0,NA,NA
"584","DENND1C",5,4,"DENN domain containing 1C",5.26722788244442,2.58625191685809,-0.713607561931453,0.000294679796336566
"585","DENND5B",5,7,"DENN domain containing 5B",10.8216355877576,10.4883214225062,-0.0273528827275683,0.811140439837458
"586","DENND6A",5,3,"DENN domain containing 6A",17.1057842013236,16.8733820592901,-0.00943285067843485,0.934395731301617
"587","DES",5,7,"desmin",0.150809346644476,0.0677093015784569,NA,NA
"588","DEXI",5,3,"Dexi homolog",26.5372967659869,33.1372890391973,0.220989872745324,0.00105432403886556
"589","DGAT2",5,4,"diacylglycerol O-acyltransferase 2",9.26158577391037,9.6146678885135,0.0390423457700503,0.744953247721239
"590","DGCR11",5,7,"DiGeorge syndrome critical region gene 11",1.44883533668424,2.06228170252559,0.350461222393195,0.0781406996496424
"591","DGKD",5,7,"diacylglycerol kinase delta",12.3595729966494,12.2448629785559,-0.0069352449662928,0.945404728568686
"592","DGKI",5,4,"diacylglycerol kinase iota",0.00946545907277807,0.520551981577071,3.51819344741119,3.42256374927874e-13
"593","DHFRL1",5,3,NA,NA,NA,NA,NA
"594","DHRS11",5,3,"dehydrogenase/reductase 11",8.72718914306284,9.18590028063228,0.0485569668951113,0.738782565801151
"595","DHRS13",5,7,"dehydrogenase/reductase 13",8.05127849670429,6.43728006108434,-0.220286811761972,0.126130195153383
"596","DHX32",2,4,"DEAH-box helicase 32 (putative)",34.6479395031731,36.0274195192446,0.040492471409947,0.55176615851922
"597","DIDO1",5,7,"death inducer-obliterator 1",24.3232713298182,25.7723696621325,0.0595284299078095,0.310413727372222
"598","DIP2A",5,3,"disco interacting protein 2 homolog A",18.384574445445,19.7881388435462,0.073871664604219,0.369428230598003
"599","DIP2A-IT1",5,1,"DIP2A intronic transcript 1",0.268826650572214,0.161735915142284,NA,NA
"600","DIRC1",2,1,"disrupted in renal carcinoma 1",0.0519899092282377,0.0385519498110998,NA,NA
"601","DIRC2",5,3,NA,NA,NA,NA,NA
"602","DIS3L",5,7,"DIS3 like exosome 3'-5' exoribonuclease",37.8970316897253,32.827610825622,-0.141167146458856,0.00669400732361801
"603","DISC2",2,1,"disrupted in schizophrenia 2",0.0625393410917418,0.0888541068798788,0.718035232582373,0.586169994018046
"604","DKFZP586I1420",2,2,"uncharacterized protein DKFZp586I1420",2.15005572610577,2.09705862799932,-0.0226174567072167,0.929890443477975
"605","DKFZp779M0652",5,4,NA,NA,NA,NA,NA
"606","DKK3",5,2,"dickkopf WNT signaling pathway inhibitor 3",0.0509184458544088,0.131062136420753,NA,NA
"607","DLG2",5,1,"discs large MAGUK scaffold protein 2",0.0657738921416704,0.0267041204491754,-0.816765077519379,0.249214460803206
"608","DLGAP1-AS3",5,4,"DLGAP1 antisense RNA 3",0.0210227807903463,0,NA,NA
"609","DLGAP4",5,3,"DLG associated protein 4",26.7503430220102,33.1463985127957,0.217401800769647,1.19032086037418e-05
"610","DMAP1",5,4,"DNA methyltransferase 1 associated protein 1",21.6994690354803,21.7483564427987,0.00140410578863121,0.992974696551127
"611","DMRT1",5,4,"doublesex and mab-3 related transcription factor 1",0.10668722352438,0.0903986138646391,NA,NA
"612","DMRTB1",5,7,"DMRT like family B with proline rich C-terminal 1",0,0,NA,NA
"613","DMWD",5,3,"DM1 locus, WD repeat containing",12.8760089586326,17.7506854136416,0.322929726318023,6.53769426923065e-07
"614","DNAJA1P5",2,4,"DnaJ heat shock protein family (Hsp40) member A1 pseudogene 5",0,0,NA,NA
"615","DNAJA2",5,3,"DnaJ heat shock protein family (Hsp40) member A2",52.3966707325011,52.8511721334487,0.0106359094340405,0.886777824886209
"616","DNAJA4",5,7,"DnaJ heat shock protein family (Hsp40) member A4",0.32415318962406,0.369914411415133,0.0600893793491483,0.924448585843769
"617","DNAJB13",2,4,"DnaJ heat shock protein family (Hsp40) member B13",0.176217948363864,0.204796437920323,0.190729919604044,0.827180637125891
"618","DNAJB4",2,7,"DnaJ heat shock protein family (Hsp40) member B4",18.9238648170114,23.6666904316991,0.223562992404283,0.0206396979800779
"619","DNAJC1",5,3,"DnaJ heat shock protein family (Hsp40) member C1",37.6130773372836,37.1277599490646,-0.0098245223954639,0.922714049787093
"620","DNASE1",5,4,"deoxyribonuclease 1",2.60622723134704,2.17712001605569,-0.176360897683286,0.282023796405265
"621","DNASE1L3",5,1,"deoxyribonuclease 1 like 3",0.0786803151405292,0.0877778115216441,NA,NA
"622","DNER",5,3,"delta/notch like EGF repeat containing",36.501276817143,42.5276384354256,0.154038553412224,0.0140821009268434
"623","DNHD1",5,1,"dynein heavy chain domain 1",2.78311796990585,2.77714692846097,0.00499263106949616,0.987341959149826
"624","DNMBP-AS1",5,1,"DNMBP antisense RNA 1",0.23010990406786,0.296204103311837,0.210085931515055,0.751592133308652
"625","DOK5",5,2,"docking protein 5",0,0,NA,NA
"626","DOK6",5,1,"docking protein 6",0.0133100918734215,0.00275457672486261,NA,NA
"627","DPP7",5,7,"dipeptidyl peptidase 7",80.8078252909537,93.0485219077841,0.139814843995131,0.0327957974328015
"628","DPPA2",5,1,"developmental pluripotency associated 2",0,0.0390403158535452,NA,NA
"629","DPY19L1",5,2,"dpy-19 like C-mannosyltransferase 1",30.8840047838062,31.6975890280376,0.0300854861864165,0.729720925106218
"630","DPY19L2P1",5,7,"DPY19L2 pseudogene 1",0.01907699889032,0.010049227403786,NA,NA
"631","DPYSL4",5,1,"dihydropyrimidinase like 4",0,0,NA,NA
"632","DRC1",5,3,"dynein regulatory complex subunit 1",0.0243548492168652,0,NA,NA
"633","DRD3",2,1,"dopamine receptor D3",0,0,NA,NA
"634","DRG2",5,2,"developmentally regulated GTP binding protein 2",41.5814603667515,38.5267841881784,-0.0747185751581957,0.273391816987823
"635","DSCAM-AS1",2,3,"DSCAM antisense RNA 1",0.155327463416852,0.0243214088321737,NA,NA
"636","DSCR10",5,2,"Down syndrome critical region 10",0,0,NA,NA
"637","DTHD1",2,1,"death domain containing 1",0,0.0300796156701605,NA,NA
"638","DTNB",5,3,"dystrobrevin beta",11.1044408549446,10.8883571612442,-0.0154318296760628,0.916396292327319
"639","DTX1",5,4,"deltex E3 ubiquitin ligase 1",0.0480278528750584,0.0227864555872251,NA,NA
"640","DTX3",5,4,"deltex E3 ubiquitin ligase 3",0.668696774316075,0.401550776389494,-0.56252613212006,0.203121601703642
"641","DUSP16",5,2,"dual specificity phosphatase 16",8.86773104544296,9.43585507266593,0.0673491063755834,0.414948032002818
"642","DUSP2",5,7,"dual specificity phosphatase 2",2.95910075288441,3.84809615981422,0.263078721616593,0.127494594369435
"643","DUSP6",5,1,"dual specificity phosphatase 6",36.8951345209501,45.9806268006194,0.222187149886692,5.59582334801236e-06
"644","DYDC2",5,1,"DPY30 domain containing 2",0.252350308203522,0.234401702142762,-0.10773488843373,0.914874748739778
"645","DYM",5,1,"dymeclin",36.2027933701672,33.4745979215959,-0.0748218339323781,0.268573720750179
"646","DYNAP",2,3,"dynactin associated protein",0.457166295569412,0.324763504100199,-0.338373225826987,0.540130615972022
"647","DYNC1H1",5,3,"dynein cytoplasmic 1 heavy chain 1",56.8490130883896,59.0988185569281,0.0391931161480208,0.752614575202886
"648","DYNC1LI2",5,7,"dynein cytoplasmic 1 light intermediate chain 2",51.3828330319123,56.2375489723403,0.093483534143262,0.0730043745356218
"649","DYRK1A",2,7,"dual specificity tyrosine phosphorylation regulated kinase 1A",30.2300853916158,40.0645620848813,0.283100519329459,0.000816483366670364
"650","DYRK2",5,4,"dual specificity tyrosine phosphorylation regulated kinase 2",4.89724206619261,5.98936204405454,0.206293997116101,0.0292871651006357
"651","DYRK4",2,1,"dual specificity tyrosine phosphorylation regulated kinase 4",38.0510004054799,30.9588578502684,-0.198936217068674,0.0909007125314112
"652","DYTN",2,1,"dystrotelin",0,0,NA,NA
"653","EBF1",5,4,"EBF transcription factor 1",0.0836561438877667,0.0574555977471562,NA,NA
"654","EBI3",5,2,"Epstein-Barr virus induced 3",0.149746737323862,0.434547483269961,NA,NA
"655","EBLN1",2,1,"endogenous Bornavirus like nucleoprotein 1",0,0.0238304660083569,NA,NA
"656","EBPL",5,3,"EBP like",118.637353068273,119.341735961714,0.00948932376297414,0.928886832972601
"657","ECEL1P2",5,4,"endothelin converting enzyme like 1 pseudogene 2",0,0,NA,NA
"658","ECM1",5,1,"extracellular matrix protein 1",5.97195271481916,8.20998090015133,0.319846154588258,0.00375248242005377
"659","ECSCR",5,7,"endothelial cell surface expressed chemotaxis and apoptosis regulator",0.0224706030189922,0.0247703291749866,NA,NA
"660","EDN1",5,4,"endothelin 1",4.17815147143545,10.7981070443892,0.95157379424878,8.14293966835994e-24
"661","EEF1A2",5,7,"eukaryotic translation elongation factor 1 alpha 2",0.874916851710174,0.451229744206711,-0.641935596365595,0.0653565132016692
"662","EFCAB14-AS1",2,7,"EFCAB14 antisense RNA 1",0.20462895973593,0.0602514190482269,NA,NA
"663","EFHB",5,4,"EF-hand domain family member B",0.165009944877072,0.206081974575423,0.186929526396731,0.816083632599001
"664","EFHC2",5,1,"EF-hand domain containing 2",0.02243465363867,0,NA,NA
"665","EFTUD1P1",5,4,NA,NA,NA,NA,NA
"666","EIF2AK1",5,4,"eukaryotic translation initiation factor 2 alpha kinase 1",96.1198188592589,87.8606033645872,-0.0877084413334615,0.0713012928108213
"667","EIF4E1B",5,1,"eukaryotic translation initiation factor 4E family member 1B",0,0,NA,NA
"668","EIF4G1",5,3,"eukaryotic translation initiation factor 4 gamma 1",285.489910108685,322.560063503474,0.127170634684303,0.0677733518949184
"669","ELMSAN1",5,7,"ELM2 and Myb/SANT domain containing 1",16.8535187940574,15.8454969388114,-0.0589836136708976,0.361524291723469
"670","ELN",5,3,"elastin",0,0,NA,NA
"671","ELP4",5,7,"elongator acetyltransferase complex subunit 4",31.4646971850437,25.2468591364674,-0.220706924884955,0.000988421620523727
"672","EMILIN3",5,7,"elastin microfibril interfacer 3",0.0260755154012932,0.0659824422551776,NA,NA
"673","EMP1",5,1,"epithelial membrane protein 1",168.747082730193,197.165814234196,0.157680565222183,0.000158238332288837
"674","EMR1",2,4,NA,NA,NA,NA,NA
"675","EMR3",2,7,NA,NA,NA,NA,NA
"676","EMX2OS",5,2,"EMX2 opposite strand/antisense RNA",0.127286828313038,0.110543145683737,-0.0862117168203453,0.89633371020948
"677","ENGASE",5,7,"endo-beta-N-acetylglucosaminidase",11.6625917407743,10.5941164876093,-0.0951772533355218,0.266027482973876
"678","ENOX1",2,2,"ecto-NOX disulfide-thiol exchanger 1",1.28767827097809,1.17232105268319,-0.0780805668122611,0.78085164474772
"679","ENTHD2",5,2,NA,NA,NA,NA,NA
"680","ENTPD2",5,7,"ectonucleoside triphosphate diphosphohydrolase 2",18.7091691511464,14.2595332744774,-0.271646237109924,0.000370670738390883
"681","ENTPD4",5,3,"ectonucleoside triphosphate diphosphohydrolase 4",25.8335387243707,21.2086623720886,-0.194517350630699,0.0332893940000671
"682","EPB41L1",5,4,"erythrocyte membrane protein band 4.1 like 1",5.43503161312824,8.3324775181958,0.432702456992044,2.52402672652537e-07
"683","EPB41L2",5,3,"erythrocyte membrane protein band 4.1 like 2",29.0609890090052,24.6929808860259,-0.16178104177489,0.00697881931422537
"684","EPB41L4A-AS1",5,2,"EPB41L4A antisense RNA 1",41.1959813129862,36.6918041018546,-0.113784723589069,0.135420109602468
"685","EPCAM",5,3,"epithelial cell adhesion molecule",89.6926048379884,45.1782745987433,-0.686186027487682,2.95638961682789e-17
"686","EPHA7",5,7,"EPH receptor A7",0,0.00331017562821549,NA,NA
"687","EPHX2",5,4,"epoxide hydrolase 2",14.5949160095371,10.3616051190839,-0.296610189209792,0.336473518970612
"688","EPHX4",5,7,"epoxide hydrolase 4",17.2967010079529,16.1234412311114,-0.0672555124986547,0.551263868683529
"689","EPN2-IT1",2,3,"EPN2 intronic transcript 1",0.19592082888781,0.0684190984376819,NA,NA
"690","EPO",5,7,"erythropoietin",0,0,NA,NA
"691","EQTN",2,4,"equatorin",0.0413254744227873,0.160736419082704,NA,NA
"692","ERAP2",5,1,"endoplasmic reticulum aminopeptidase 2",2.83238527138082,2.53179227086664,-0.110921622545475,0.37689166759568
"693","ERC1",5,2,"ELKS/RAB6-interacting/CAST family member 1",18.4723333820979,20.0156435986132,0.083130151188881,0.242704781750678
"694","ERVK13-1",5,7,"endogenous retrovirus group K13 member 1",1.93604648376064,2.70599995072342,0.326601441958946,0.193813928987628
"695","ERVV-1",5,3,"endogenous retrovirus group V member 1, envelope",0.0769931440817265,0.101788792517452,NA,NA
"696","ERVV-2",5,4,"endogenous retrovirus group V member 2, envelope",0,0,NA,NA
"697","ESCO2",5,3,"establishment of sister chromatid cohesion N-acetyltransferase 2",15.4973749428279,17.331624124302,0.114813420329632,0.420232686794999
"698","ETV3",5,2,"ETS variant transcription factor 3",12.7491768799421,12.5836628273397,-0.00615984368181304,0.975062502580084
"699","EVI5L",5,4,"ecotropic viral integration site 5 like",11.209803873016,9.77988505320257,-0.133037600843145,0.0764532087876631
"700","EXTL1",5,7,"exostosin like glycosyltransferase 1",0.0241471986702221,0.00654083106087501,NA,NA
"701","EYS",2,3,"eyes shut homolog",0.246662718807683,0.210573992488679,-0.151552017341361,0.760067839518757
"702","F2RL2",2,4,"coagulation factor II thrombin receptor like 2",0.183395881806817,0.109973314280841,NA,NA
"703","F3",5,3,"coagulation factor III, tissue factor",83.4660776860352,258.832129229525,1.16583216264483,9.58106882449005e-08
"704","FABP12",2,4,"fatty acid binding protein 12",0,0,NA,NA
"705","FABP3",5,3,"fatty acid binding protein 3",0.920330107344308,0.92488976517156,0.0072529149471059,0.991671579609311
"706","FABP5",5,7,"fatty acid binding protein 5",216.18372136769,230.59928178239,0.0670024094407543,0.39127310292793
"707","FADD",5,3,"Fas associated via death domain",33.5731170453529,40.8726094517228,0.201799595413756,0.0121334546798407
"708","FAM101B",5,4,NA,NA,NA,NA,NA
"709","FAM109B",5,7,NA,NA,NA,NA,NA
"710","FAM114A2",5,3,"family with sequence similarity 114 member A2",24.2304904234,22.0660355011484,-0.0922129841016171,0.189774482763052
"711","FAM117A",5,4,"family with sequence similarity 117 member A",3.6570178936767,2.14514449672812,-0.534008277834478,0.0306133903508964
"712","FAM124A",5,7,"family with sequence similarity 124 member A",0.914825379146457,1.53600808322192,0.519358669622713,0.00219822768846144
"713","FAM133CP",2,7,"family with sequence similarity 133, member A pseudogene",0.0478808008023707,0.00953512862983389,NA,NA
"714","FAM13C",5,4,"family with sequence similarity 13 member C",0.0769126462580138,0.0324014968847343,NA,NA
"715","FAM160B1",5,3,"family with sequence similarity 160 member B1",10.9143574320819,10.8004875070414,-0.0061049709058746,0.960300929868523
"716","FAM166B",5,4,"family with sequence similarity 166 member B",0.0845909887179442,0.204521645941411,NA,NA
"717","FAM170A",2,1,"family with sequence similarity 170 member A",0.0647435920030575,0.0222035179438012,NA,NA
"718","FAM170B",5,1,"family with sequence similarity 170 member B",0,0,NA,NA
"719","FAM170B-AS1",2,4,"FAM170B antisense RNA 1",0,0,NA,NA
"720","FAM171A1",5,7,"family with sequence similarity 171 member A1",17.4659075659082,18.0878059758662,0.0374568224230077,0.622114187815238
"721","FAM179A",5,3,NA,NA,NA,NA,NA
"722","FAM180A",5,4,"family with sequence similarity 180 member A",0.0416659635962634,0.0204995825609684,NA,NA
"723","FAM186A",2,4,"family with sequence similarity 186 member A",0.0362149563274842,0.0326925521588621,NA,NA
"724","FAM186B",5,1,"family with sequence similarity 186 member B",0.318535248463507,0.240441486033563,-0.266765154993,0.596589717944186
"725","FAM193B",5,1,"family with sequence similarity 193 member B",21.9491773958818,20.8189349863819,-0.0527301768244614,0.669473144948074
"726","FAM19A1",2,4,NA,NA,NA,NA,NA
"727","FAM19A2",2,3,NA,NA,NA,NA,NA
"728","FAM207A",5,4,"family with sequence similarity 207 member A",47.6651775895173,57.7806124008508,0.196839650488679,0.0144293487220206
"729","FAM209B",5,2,"family with sequence similarity 209 member B",0.141926114179989,0.338003041387188,NA,NA
"730","FAM210B",5,4,"family with sequence similarity 210 member B",23.8971000669207,27.9860535268028,0.164737500908419,0.135141634603075
"731","FAM215A",5,3,"family with sequence similarity 215 member A",1.2874346939913,1.05372833587341,-0.210276887456337,0.705017551692339
"732","FAM229A",5,7,"family with sequence similarity 229 member A",1.79668061163469,2.44872194239707,0.278419251668015,0.480929666791451
"733","FAM229B",5,3,"family with sequence similarity 229 member B",3.90799847416171,2.61653295924961,-0.383665370352591,0.0499253579253912
"734","FAM3C",5,3,"family with sequence similarity 3 member C",63.1509422472105,80.0095505173852,0.244132211744318,0.0290060091124939
"735","FAM76A",5,7,"family with sequence similarity 76 member A",6.39825137916035,7.28418434488384,0.13434066924389,0.32137345996419
"736","FAM83A-AS1",2,3,"FAM83A antisense RNA 1",2.63113097862346,3.57703434355184,0.327102915238438,0.209160270537041
"737","FAM86EP",5,7,"family with sequence similarity 86, member A pseudogene",2.1857967374319,1.71468975788315,-0.240422204858374,0.193185083573511
"738","FAM8A1",5,2,"family with sequence similarity 8 member A1",20.2061790106579,18.6645515872434,-0.0763857897752696,0.219434571965168
"739","FAP",2,7,"fibroblast activation protein alpha",13.2285235170808,29.4942858594823,0.802617431297334,1.07819566744994e-39
"740","FAR1",5,3,"fatty acyl-CoA reductase 1",61.8931146489439,65.8423095567487,0.0644755981845455,0.309019616990656
"741","FAS-AS1",5,1,"FAS antisense RNA 1",0.119028359691377,0.13430461727395,NA,NA
"742","FASTKD3",5,7,"FAST kinase domains 3",13.6195560295225,13.3357120073311,-0.0127540343085717,0.945662429842983
"743","FAT1",5,7,"FAT atypical cadherin 1",25.8459763520837,32.9460169104641,0.248612972672393,0.0150763378318554
"744","FBF1",5,2,"Fas binding factor 1",6.24112361312125,5.36341741273556,-0.139069172448913,0.361109478153273
"745","FBLIM1",5,7,"filamin binding LIM protein 1",41.6024093640596,57.2687628206969,0.322322586172666,6.9856390931778e-13
"746","FBLN2",5,7,"fibulin 2",0.00482552438466112,0.00531056164620348,NA,NA
"747","FBXL15",5,4,"F-box and leucine rich repeat protein 15",12.5097021382439,11.285897124616,-0.0933939537672623,0.622093527512178
"748","FBXL17",5,7,"F-box and leucine rich repeat protein 17",11.3018397879478,10.6541509118124,-0.0574440047624129,0.499330706258374
"749","FBXL19",5,4,"F-box and leucine rich repeat protein 19",18.7986026116588,20.3371609942571,0.0810924737998943,0.210359832981183
"750","FBXL2",5,1,"F-box and leucine rich repeat protein 2",6.71943617734167,5.80581573302396,-0.143425962017719,0.299277796570945
"751","FBXL3",5,7,"F-box and leucine rich repeat protein 3",20.9595997439436,25.6379827943126,0.202709533902361,0.0116502754415381
"752","FBXO11",5,3,"F-box protein 11",35.5930852444468,34.2054476744936,-0.0371969845618265,0.608929417376048
"753","FBXO21",5,3,"F-box protein 21",28.3163639045638,24.5261888246194,-0.142285203073497,0.005446218967312
"754","FBXO22-AS1",2,7,NA,NA,NA,NA,NA
"755","FBXO32",5,4,"F-box protein 32",3.57831756049609,1.92348945999365,-0.58853717013483,0.00276903180076656
"756","FBXO39",5,7,"F-box protein 39",1.65702403454553,1.53476575639089,-0.0509741617180018,0.8994550259682
"757","FBXO40",2,2,"F-box protein 40",0.0396843084889188,0.055183497662319,NA,NA
"758","FBXW12",5,1,"F-box and WD repeat domain containing 12",0,0,NA,NA
"759","FBXW4P1",5,2,"F-box and WD repeat domain containing 4 pseudogene 1",0.256542830177471,0.372620171658155,0.297359611456895,0.621726441543982
"760","FBXW5",5,7,"F-box and WD repeat domain containing 5",57.5353620963845,73.7015170892624,0.251693437293346,1.5495649703512e-05
"761","FCAR",2,3,"Fc fragment of IgA receptor",0.698030398954728,0.519146224936373,-0.28977640829365,0.608078955084592
"762","FCER1G",5,2,"Fc fragment of IgE receptor Ig",1.17000985499716,1.65579268209173,0.40871499438069,0.476075687936357
"763","FCF1",5,4,"FCF1 rRNA-processing protein",66.2540691223969,58.2892948981467,-0.127160098258082,0.0432975958747875
"764","FCGRT",5,2,"Fc fragment of IgG receptor and transporter",0.239533023340161,0.241776104033415,0.0040677607244065,0.996743325482849
"765","FCN1",5,1,"ficolin 1",0,0,NA,NA
"766","FCN3",5,4,"ficolin 3",0.0810489617420739,0.0862359788210023,NA,NA
"767","FCRL6",5,1,"Fc receptor like 6",0.0631243302972822,0.42817095806262,NA,NA
"768","FEM1A",5,1,"fem-1 homolog A",23.5077238397088,27.094896795251,0.144708131933215,0.0069900107023974
"769","FER1L6-AS1",2,3,"FER1L6 antisense RNA 1",0.00903307164998346,0.0198899290575466,NA,NA
"770","FETUB",5,7,"fetuin B",0.149918155896928,0.0913109251932661,NA,NA
"771","FEZ1",5,4,"fasciculation and elongation protein zeta 1",0.192824653046991,0.220861784156379,NA,NA
"772","FEZ2",5,3,"fasciculation and elongation protein zeta 2",32.06021403251,35.0065540452588,0.0896264063737802,0.282213996290567
"773","FFAR4",5,4,"free fatty acid receptor 4",0.112178759314229,0.114504107447955,0.0999987525970423,0.923140611220101
"774","FGD4",2,4,"FYVE, RhoGEF and PH domain containing 4",8.35107499802737,13.1443549632833,0.453920205001992,3.29596760314532e-12
"775","FGD5P1",5,4,"FYVE, RhoGEF and PH domain containing 5 pseudogene 1",0.0242197007291152,0.00858960999188612,NA,NA
"776","FGF19",5,3,"fibroblast growth factor 19",0,0,NA,NA
"777","FGF4",5,3,"fibroblast growth factor 4",0,0,NA,NA
"778","FGF6",5,3,"fibroblast growth factor 6",0,0,NA,NA
"779","FGFBP1",5,7,"fibroblast growth factor binding protein 1",62.5814207955009,42.3926028067447,-0.395146336037465,0.00279685207631576
"780","FGFRL1",5,4,"fibroblast growth factor receptor like 1",14.2995000063589,22.4292091805574,0.455887506251267,3.58695675906688e-10
"781","FHL3",5,4,"four and a half LIM domains 3",16.3847194381868,20.7509550013362,0.238153006248074,0.00565380141839395
"782","FIGF",2,4,NA,NA,NA,NA,NA
"783","FIGNL1",5,1,"fidgetin like 1",10.8530507922635,10.8562257852284,0.0592207018788495,0.924448585843769
"784","FITM1",5,7,"fat storage inducing transmembrane protein 1",0.11675051608954,0.0237531235919291,NA,NA
"785","FKBP11",5,4,"FKBP prolyl isomerase 11",3.95435301308809,4.1254555314208,0.0326512598117892,0.92915582028648
"786","FKBP1AP1",5,3,"FKBP prolyl isomerase 1A pseudogene 1",0.375015702812708,0.433201554143748,0.16469293379802,0.78834645951654
"787","FKBP3",5,3,"FKBP prolyl isomerase 3",120.179284063386,122.254274938078,0.0193057699406302,0.786232218209637
"788","FKBP8",5,4,"FKBP prolyl isomerase 8",176.683755977898,149.387203088997,-0.161732846547787,0.0409171345756196
"789","FKBPL",5,2,"FKBP prolyl isomerase like",9.16346368917724,7.08878648941591,-0.238664522697089,0.217348321698056
"790","FLG",2,7,"filaggrin",0.144187592048321,0.130413362514265,-0.0663826740926635,0.897139820190136
"791","FLI1",5,7,"Fli-1 proto-oncogene, ETS transcription factor",10.4715685420023,10.6089592680867,0.0121559888489757,0.936184702488468
"792","FLJ10038",5,7,NA,NA,NA,NA,NA
"793","FLJ12825",5,2,"uncharacterized LOC440101",0.349255913901577,0.187695731590624,-0.63709753396806,0.111264163449452
"794","FLJ21408",5,1,NA,NA,NA,NA,NA
"795","FLJ27354",5,7,NA,NA,NA,NA,NA
"796","FLJ31662",2,3,NA,NA,NA,NA,NA
"797","FLJ37505",2,1,NA,NA,NA,NA,NA
"798","FLJ42351",5,3,"uncharacterized LOC400999",1.01633605036674,2.20687915969005,0.743409308280313,0.148856324161351
